time,quite,jail,active
0,1120,0,0
1,1056,20,44
2,909,59,152
3,628,118,374
4,604,179,337
5,612,232,276
6,616,280,224
7,621,331,168
8,627,378,115
9,648,410,62
10,661,442,17
11,685,434,1
12,705,411,4
13,726,394,0
14,748,372,0
15,772,347,1
16,773,333,14
17,779,330,11
18,797,322,1
19,812,307,1
20,831,289,0
21,852,268,0
22,875,245,0
23,889,230,1
24,906,214,0
25,929,191,0
26,938,177,5
27,949,171,0
28,965,155,0
29,982,138,0
30,998,122,0
31,1021,98,1
32,1041,79,0
33,1047,71,2
34,1053,66,1
35,1068,52,0
36,1078,42,0
37,1082,37,1
38,1088,32,0
39,1091,29,0
40,1091,28,1
41,1087,31,2
42,1012,46,62
43,884,87,149
44,628,146,346
45,613,198,309
46,613,249,258
47,618,296,206
48,621,343,156
49,619,395,106
50,654,425,41
51,675,443,2
52,701,419,0
53,715,405,0
54,729,391,0
55,757,363,0
56,774,345,1
57,791,329,0
58,816,304,0
59,835,285,0
60,848,272,0
61,859,261,0
62,874,246,0
63,893,227,0
64,906,214,0
65,926,194,0
66,942,177,1
67,938,166,16
68,913,168,39
69,891,178,51
70,719,214,187
71,634,260,226
72,637,296,187
73,635,335,150
74,633,380,107
75,656,403,61
76,677,428,15
77,702,418,0
78,722,398,0
79,742,378,0
80,743,366,11
81,739,365,16
82,755,363,2
83,771,349,0
84,787,333,0
85,802,318,0
86,820,300,0
87,836,284,0
88,848,272,0
89,871,249,0
90,890,230,0
91,913,207,0
92,929,191,0
93,947,172,1
94,971,149,0
95,983,135,2
96,1000,120,0
97,1018,102,0
98,1035,85,0
99,1048,72,0
100,1067,53,0
101,1077,43,0
102,1081,39,0
103,1087,33,0
104,1094,26,0
105,1097,22,1
106,1034,38,48
107,942,72,106
108,649,131,340
109,615,190,315
110,628,235,257
111,617,286,217
112,615,337,168
113,624,390,106
114,643,425,52
115,664,443,13
116,689,431,0
117,710,409,1
118,734,386,0
119,743,377,0
120,757,363,0
121,782,338,0
122,802,317,1
123,818,302,0
124,833,286,1
125,848,272,0
126,864,256,0
127,882,238,0
128,905,214,1
129,925,195,0
130,942,178,0
131,951,169,0
132,967,153,0
133,990,130,0
134,1001,119,0
135,1028,92,0
136,1051,69,0
137,1063,57,0
138,1068,51,1
139,1024,50,46
140,873,79,168
141,649,130,341
142,619,175,326
143,613,224,283
144,612,277,231
145,618,322,180
146,618,372,130
147,626,422,72
148,661,447,12
149,678,440,2
150,702,418,0
151,720,399,1
152,742,378,0
153,760,360,0
154,781,339,0
