time,quite,jail,active
0,1120,0,0
1,655,14,451
2,610,30,480
3,611,45,464
4,614,56,450
5,616,66,438
6,615,77,428
7,614,89,417
8,613,102,405
9,614,114,392
10,616,123,381
11,618,131,371
12,617,140,363
13,614,152,354
14,614,164,342
15,613,177,330
16,618,184,318
17,618,192,310
18,620,198,302
19,618,206,296
20,619,211,290
21,627,210,283
22,619,216,285
23,618,224,278
24,620,230,270
25,619,237,264
26,624,238,258
27,629,235,256
28,622,239,259
29,628,237,255
30,629,233,258
31,629,230,261
32,629,227,264
33,625,227,268
34,621,232,267
35,625,233,262
36,629,229,262
37,630,225,265
38,622,228,270
39,630,223,267
40,625,224,271
41,627,223,270
42,632,217,271
43,625,217,278
44,623,219,278
45,620,224,276
46,634,216,270
47,628,214,278
48,626,214,280
49,625,215,280
50,625,216,279
51,626,216,278
52,626,216,278
53,629,213,278
54,620,219,281
55,621,224,275
56,619,231,270
57,634,223,263
58,621,228,271
59,626,228,266
60,627,227,266
61,624,229,267
62,628,225,267
63,623,227,270
64,626,226,268
65,624,227,269
66,622,231,267
67,623,234,263
68,631,229,260
69,622,233,265
70,631,228,261
71,624,229,267
72,626,229,265
73,614,241,265
74,632,235,253
75,622,239,259
76,629,236,255
77,626,236,258
78,632,229,259
79,629,226,265
80,627,225,268
81,625,225,270
82,628,223,269
83,628,221,271
84,628,218,274
85,628,216,276
86,624,218,278
87,624,220,276
88,629,217,274
89,623,220,277
90,624,222,274
91,631,217,272
92,627,216,277
93,625,217,278
94,626,217,277
95,633,210,277
96,623,213,284
97,622,217,281
98,632,210,278
99,627,209,284
100,623,212,285
101,620,217,283
102,628,215,277
103,625,215,280
104,618,223,279
105,628,219,273
106,627,216,277
107,630,211,279
108,620,217,283
109,623,220,277
110,627,219,274
111,622,222,276
112,625,223,272
113,630,219,271
114,620,224,276
115,627,223,270
116,627,221,272
117,622,225,273
118,622,229,269
119,628,227,265
120,620,233,267
121,627,232,261
122,624,233,263
123,627,231,262
124,626,231,263
125,623,234,263
126,633,227,260
127,616,237,267
128,632,231,257
129,626,231,263
130,629,228,263
131,629,225,266
