time,quite,jail,active
0,1120,0,0
1,678,12,430
2,635,27,458
3,635,43,442
4,635,59,426
5,636,74,410
6,636,89,395
7,639,101,380
8,638,113,369
9,641,123,356
10,645,128,347
11,638,141,341
12,642,150,328
13,640,161,319
14,643,169,308
15,642,178,300
16,647,182,291
17,647,186,287
18,648,189,283
19,650,190,280
20,650,191,279
21,644,198,278
22,647,202,271
23,647,205,268
24,643,213,264
25,649,215,256
26,646,220,254
27,648,223,249
28,645,229,246
29,649,230,241
30,657,223,240
31,653,221,246
32,649,223,248
33,649,225,246
34,656,220,244
35,659,212,249
36,658,205,257
37,647,209,264
38,648,212,260
39,658,205,257
40,646,209,265
41,659,201,260
42,649,202,269
43,655,197,268
44,648,200,272
45,647,203,270
46,646,207,267
47,652,205,263
48,648,208,264
49,653,206,261
50,647,210,263
51,651,208,261
52,647,212,261
53,648,215,257
54,642,223,255
55,647,226,247
56,651,226,243
57,657,219,244
58,646,222,252
59,648,225,247
60,645,231,244
61,645,236,239
62,653,234,233
63,655,230,235
64,657,224,239
65,649,226,245
66,649,228,243
67,651,228,241
68,657,221,242
69,655,217,248
70,650,218,252
71,653,216,251
72,655,212,253
73,656,207,257
74,642,216,262
75,649,218,253
76,648,221,251
77,648,224,248
78,644,231,245
79,657,225,238
80,652,224,244
81,649,225,246
82,653,223,244
83,645,229,246
84,662,217,241
85,655,213,252
86,650,214,256
87,649,216,255
88,649,218,253
89,649,219,252
90,642,228,250
91,655,222,243
92,649,223,248
93,649,225,246
94,661,215,244
95,644,222,254
96,641,231,248
97,654,228,238
98,645,234,241
99,650,234,236
100,652,232,236
101,652,231,237
102,651,231,238
103,646,236,238
104,660,227,233
105,653,225,242
106,652,224,244
107,656,219,245
108,652,218,250
109,653,216,251
110,658,207,255
111,646,211,263
112,648,214,258
113,643,222,255
114,656,217,247
115,652,216,252
116,650,217,253
117,650,218,252
118,646,223,251
119,645,229,246
120,657,223,240
121,642,232,246
122,655,228,237
123,652,227,241
124,652,225,243
125,653,223,244
126,653,221,246
127,649,223,248
128,644,230,246
129,652,228,240
130,650,228,242
131,655,224,241
132,647,228,245
133,656,223,241
134,651,223,246
135,654,220,246
136,654,217,249
137,652,216,252
138,653,214,253
139,647,218,255
140,652,217,251
141,651,216,253
142,646,221,253
143,647,225,248
144,647,228,245
145,648,231,241
146,648,234,238
147,645,240,235
148,646,245,229
149,655,240,225
150,646,242,232
151,655,238,227
152,648,241,231
153,651,241,228
154,652,239,229
155,659,231,230
156,651,231,238
157,653,228,239
158,647,232,241
159,651,231,238
160,651,231,238
161,656,225,239
162,650,226,244
163,649,228,243
164,654,225,241
165,648,228,244
166,656,223,241
167,654,220,246
168,657,213,250
169,653,211,256
170,645,217,258
171,647,221,252
172,647,225,248
173,648,228,244
174,653,225,242
175,652,224,244
176,651,224,245
