time,quite,jail,active
0,1120,0,0
1,1102,7,11
2,987,36,97
3,682,94,344
4,620,150,350
5,624,203,293
6,621,257,242
7,621,315,184
8,624,368,128
9,641,413,66
10,671,441,8
11,684,436,0
12,702,418,0
13,725,393,2
14,739,379,2
15,755,365,0
16,771,349,0
17,789,331,0
18,806,314,0
19,821,297,2
20,811,288,21
21,834,280,6
22,856,264,0
23,872,248,0
24,885,235,0
25,904,216,0
26,923,196,1
27,943,177,0
28,961,159,0
29,980,139,1
30,1002,118,0
31,1021,99,0
32,1032,88,0
33,1047,73,0
34,1059,61,0
35,1067,52,1
36,1072,48,0
37,1079,41,0
38,1085,35,0
39,1086,34,0
40,1085,35,0
41,1086,34,0
42,1086,34,0
43,1090,29,1
44,1092,28,0
45,1092,28,0
46,1095,25,0
47,1095,24,1
48,1074,29,17
49,993,52,75
50,769,100,251
51,624,154,342
52,623,209,288
53,625,259,236
54,626,309,185
55,631,361,128
56,657,397,66
57,687,425,8
58,708,411,1
59,729,391,0
60,740,380,0
61,760,359,1
62,773,347,0
63,785,334,1
64,803,317,0
65,818,302,0
66,850,270,0
67,868,252,0
68,885,235,0
69,907,213,0
70,917,203,0
71,935,185,0
72,945,175,0
73,964,156,0
74,987,133,0
75,998,122,0
76,1012,107,1
77,1031,88,1
78,1047,73,0
79,1058,62,0
80,1068,52,0
81,1074,46,0
82,1086,34,0
83,1092,28,0
84,1096,24,0
85,1099,21,0
86,1100,20,0
87,1103,17,0
88,1103,17,0
89,1104,16,0
90,1104,16,0
91,1104,16,0
92,1105,15,0
93,1104,16,0
94,1105,15,0
95,1105,15,0
96,1106,14,0
97,1106,14,0
98,1109,11,0
99,1016,29,75
100,757,80,283
101,615,142,363
102,618,200,302
103,623,254,243
104,627,304,189
105,641,348,131
106,651,389,80
107,676,418,26
108,700,418,2
109,719,401,0
110,742,377,1
111,765,355,0
112,787,333,0
113,806,314,0
114,822,297,1
115,836,284,0
116,850,270,0
117,873,247,0
118,887,233,0
119,904,216,0
120,907,213,0
121,909,202,9
122,878,204,38
123,821,225,74
124,753,260,107
125,677,298,145
126,671,323,126
127,660,359,101
128,681,383,56
129,707,392,21
130,735,382,3
131,761,359,0
132,780,340,0
133,799,321,0
134,815,305,0
135,842,278,0
136,859,261,0
137,871,249,0
138,882,238,0
139,898,222,0
140,909,209,2
141,926,194,0
142,936,178,6
143,877,187,56
144,762,221,137
145,667,262,191
146,646,305,169
147,655,345,120
148,665,378,77
149,700,402,18
150,725,392,3
151,754,365,1
152,771,348,1
153,792,328,0
154,816,303,1
155,833,287,0
156,846,274,0
157,860,260,0
158,870,250,0
159,881,239,0
160,888,232,0
161,906,214,0
162,915,203,2
163,922,198,0
164,946,174,0
165,964,155,1
166,976,144,0
167,993,126,1
168,1005,115,0
169,1025,95,0
170,1030,89,1
171,1036,81,3
172,1054,65,1
173,1065,55,0
174,1064,49,7
175,991,50,79
176,739,95,286
177,623,149,348
178,629,195,296
179,621,251,248
180,623,305,192
181,631,350,139
182,635,403,82
183,648,443,29
184,663,452,5
185,671,448,1
186,693,427,0
187,703,417,0
188,722,398,0
189,741,378,1
190,760,360,0
191,786,334,0
192,809,311,0
193,829,289,2
194,846,273,1
195,842,260,18
196,842,260,18
197,860,253,7
198,882,238,0
199,903,216,1
200,927,193,0
201,945,175,0
202,967,152,1
203,989,130,1
204,1000,120,0
205,1001,103,16
206,942,108,70
207,764,148,208
208,632,196,292
209,632,239,249
210,629,286,205
211,639,328,153
212,646,373,101
213,659,415,46
214,682,422,16
215,706,413,1
216,724,396,0
217,743,377,0
218,761,359,0
219,781,339,0
220,796,324,0
221,826,294,0
222,838,282,0
223,856,264,0
224,873,247,0
225,894,225,1
226,911,209,0
227,924,196,0
228,921,188,11
229,902,189,29
230,857,200,63
231,772,232,116
232,676,273,171
233,651,310,159
234,660,341,119
235,664,370,86
236,691,395,34
237,724,395,1
238,743,377,0
239,758,362,0
240,776,344,0
241,803,317,0
242,812,308,0
243,834,286,0
244,848,272,0
245,859,261,0
246,877,243,0
247,886,234,0
248,898,222,0
249,907,209,4
250,921,199,0
251,934,186,0
252,949,170,1
253,972,148,0
254,984,136,0
255,990,123,7
256,956,121,43
257,789,152,179
258,644,193,283
259,634,235,251
260,635,278,207
261,640,318,162
262,646,359,115
263,661,386,73
264,674,417,29
265,702,412,6
266,728,392,0
267,742,377,1
268,757,363,0
269,767,353,0
270,784,335,1
271,798,321,1
272,812,308,0
273,836,283,1
274,848,272,0
275,865,255,0
276,883,237,0
277,899,221,0
278,920,200,0
279,943,177,0
280,961,159,0
281,980,140,0
282,992,128,0
283,1004,116,0
284,1023,97,0
285,1041,79,0
286,1053,67,0
287,1066,54,0
288,1077,43,0
289,1086,34,0
290,1093,27,0
291,1100,19,1
292,1104,16,0
293,1091,17,12
294,974,39,107
295,696,96,328
296,615,158,347
297,625,209,286
298,622,263,235
299,633,315,172
300,645,355,120
301,658,389,73
302,668,418,34
303,701,417,2
304,721,399,0
305,732,384,4
306,748,372,0
307,768,352,0
308,787,333,0
309,803,317,0
310,818,302,0
311,834,286,0
312,854,266,0
313,870,250,0
314,884,236,0
315,899,221,0
316,919,201,0
317,946,174,0
318,968,152,0
319,981,138,1
320,997,123,0
321,988,109,23
322,847,132,141
323,674,179,267
324,638,215,267
325,630,261,229
326,633,307,180
327,639,345,136
328,649,382,89
329,656,424,40
330,683,434,3
331,705,415,0
332,723,397,0
333,736,384,0
334,748,369,3
335,763,356,1
336,777,343,0
337,790,330,0
338,796,324,0
339,812,308,0
340,830,290,0
341,853,267,0
342,865,254,1
343,890,229,1
344,914,206,0
345,924,196,0
346,947,173,0
347,957,162,1
348,974,146,0
349,991,129,0
350,1014,105,1
351,1034,86,0
352,1051,69,0
353,1047,59,14
354,933,76,111
355,723,124,273
356,629,172,319
357,627,221,272
358,630,269,221
359,635,316,169
360,640,361,119
361,660,396,64
362,682,434,4
363,694,421,5
364,711,408,1
365,726,394,0
366,749,371,0
367,763,357,0
368,780,340,0
369,807,313,0
370,828,292,0
371,841,279,0
372,856,264,0
373,870,250,0
374,892,228,0
375,904,215,1
376,924,196,0
377,937,183,0
378,947,173,0
379,961,159,0
380,977,143,0
381,997,123,0
382,1013,107,0
383,1031,89,0
384,1034,84,2
385,1051,69,0
386,1066,53,1
387,1081,39,0
388,1083,36,1
389,1092,28,0
390,1097,23,0
391,1097,23,0
392,1098,22,0
393,1099,21,0
394,1098,21,1
395,1101,19,0
396,1098,21,1
397,1098,22,0
398,1099,21,0
399,1099,21,0
400,1101,19,0
401,1100,20,0
402,1101,19,0
403,1104,16,0
404,1103,17,0
405,1101,16,3
406,1050,32,38
407,825,79,216
408,618,140,362
409,624,193,303
410,631,240,249
411,626,291,203
412,633,336,151
413,645,386,89
414,672,416,32
415,695,418,7
416,713,407,0
417,732,388,0
418,746,374,0
419,766,354,0
420,776,344,0
421,794,325,1
422,810,310,0
423,829,291,0
424,853,267,0
425,862,258,0
426,854,246,20
427,847,253,20
428,871,249,0
429,890,230,0
430,906,205,9
431,923,197,0
432,943,177,0
433,957,162,1
434,979,141,0
435,995,125,0
436,1009,111,0
437,1024,95,1
438,1036,83,1
439,1048,72,0
440,1063,56,1
441,1043,60,17
442,967,81,72
