time,quite,jail,active
0,1120,0,0
1,1080,14,26
2,898,55,167
3,624,110,386
4,602,163,355
5,601,217,302
6,598,276,246
7,605,330,185
8,615,380,125
9,629,424,67
10,657,449,14
11,678,442,0
12,698,421,1
13,719,401,0
14,732,388,0
15,749,371,0
16,766,351,3
17,793,327,0
18,802,317,1
19,822,297,1
20,839,279,2
21,850,270,0
22,871,248,1
23,889,230,1
24,913,207,0
25,929,191,0
26,943,177,0
27,963,157,0
28,974,146,0
29,989,131,0
30,1010,110,0
31,1023,95,2
32,1042,78,0
33,1058,62,0
34,1076,44,0
35,1016,41,63
36,759,84,277
37,604,141,375
38,609,188,323
39,605,239,276
40,606,290,224
41,609,336,175
42,611,386,123
43,621,435,64
44,657,447,16
45,678,441,1
46,690,430,0
47,714,406,0
48,729,391,0
49,742,378,0
50,761,359,0
51,780,340,0
52,790,329,1
53,813,307,0
54,833,287,0
55,851,269,0
56,868,252,0
57,890,229,1
58,900,220,0
59,912,208,0
60,935,185,0
61,955,165,0
62,972,148,0
63,994,126,0
64,1011,109,0
65,1035,85,0
66,1052,68,0
67,1032,65,23
68,894,89,137
69,629,139,352
70,611,185,324
71,611,231,278
72,605,280,235
73,613,324,183
74,614,374,132
75,625,418,77
76,648,461,11
77,662,458,0
78,680,440,0
79,692,428,0
80,706,413,1
81,732,387,1
82,751,369,0
83,765,354,1
84,785,334,1
85,799,321,0
86,823,297,0
87,839,281,0
88,858,262,0
89,883,237,0
90,908,210,2
91,911,197,12
92,873,206,41
93,886,223,11
94,907,213,0
95,919,188,13
96,819,202,99
97,681,234,205
98,625,275,220
99,627,309,184
100,632,346,142
101,639,376,105
102,632,417,71
103,657,446,17
104,689,431,0
105,714,406,0
106,727,393,0
107,741,378,1
108,762,358,0
109,785,335,0
110,800,320,0
111,822,298,0
112,836,281,3
113,827,265,28
114,802,277,41
115,818,284,18
116,800,282,38
117,760,297,63
118,699,317,104
119,677,340,103
120,662,367,91
121,667,380,73
122,677,403,40
123,705,410,5
124,737,383,0
125,769,351,0
126,792,328,0
127,819,301,0
128,830,290,0
129,852,268,0
130,873,246,1
131,889,229,2
132,910,210,0
133,920,200,0
134,937,183,0
135,948,172,0
136,954,166,0
137,964,156,0
138,979,141,0
139,987,133,0
140,1003,117,0
141,992,111,17
142,913,122,85
143,700,159,261
144,607,209,304
145,611,255,254
146,614,296,210
147,619,336,165
148,623,379,118
149,645,411,64
150,670,431,19
151,695,425,0
152,711,408,1
153,729,391,0
154,747,372,1
155,767,353,0
156,781,338,1
157,798,322,0
158,809,311,0
159,833,287,0
160,850,270,0
161,865,254,1
162,881,239,0
163,896,224,0
164,894,206,20
165,813,221,86
166,775,249,96
167,704,284,132
168,637,320,163
169,648,343,129
170,656,372,92
171,671,390,59
172,691,407,22
173,713,404,3
174,738,382,0
175,758,362,0
176,772,348,0
177,798,322,0
178,816,304,0
179,836,283,1
180,845,275,0
181,860,260,0
182,876,242,2
183,885,234,1
184,900,220,0
185,913,207,0
186,924,188,8
187,860,197,63
188,713,230,177
189,628,278,214
190,628,319,173
191,639,356,125
192,669,377,74
193,685,400,35
194,698,413,9
195,720,397,3
196,750,370,0
197,769,351,0
198,778,341,1
199,795,319,6
200,801,310,9
201,828,292,0
202,849,271,0
203,867,253,0
204,882,238,0
205,896,222,2
206,909,205,6
207,833,212,75
208,737,253,130
209,636,307,177
210,629,343,148
211,637,389,94
212,649,426,45
213,670,440,10
214,696,419,5
215,730,390,0
216,753,367,0
217,783,337,0
218,803,317,0
219,823,297,0
220,847,273,0
221,865,255,0
222,871,247,2
223,880,240,0
224,899,221,0
225,912,204,4
226,890,203,27
227,868,209,43
228,843,228,49
229,719,263,138
230,636,307,177
231,628,347,145
232,640,383,97
233,658,405,57
234,688,421,11
235,713,405,2
236,724,387,9
237,719,380,21
238,724,381,15
239,740,368,12
240,753,355,12
241,776,342,2
242,794,326,0
243,809,311,0
244,827,292,1
245,847,273,0
246,861,259,0
247,883,237,0
248,890,230,0
249,914,205,1
250,923,191,6
251,886,189,45
252,828,202,90
253,732,233,155
254,631,270,219
255,622,304,194
256,616,344,160
257,636,375,109
258,655,405,60
259,667,423,30
260,701,418,1
261,717,399,4
262,732,388,0
263,755,365,0
264,767,353,0
265,782,337,1
266,802,318,0
267,824,296,0
268,835,285,0
269,842,277,1
270,853,266,1
271,871,249,0
272,886,234,0
273,901,218,1
274,913,198,9
275,910,190,20
276,921,188,11
277,876,192,52
278,804,220,96
279,651,258,211
280,626,304,190
281,634,335,151
282,634,373,113
283,643,407,70
284,676,432,12
285,711,409,0
286,728,392,0
