time,quite,jail,active
0,1120,0,0
1,1024,32,64
2,706,90,324
3,634,150,336
4,635,211,274
5,640,267,213
6,644,320,156
7,650,373,97
8,673,420,27
9,684,433,3
10,698,422,0
11,715,405,0
12,733,387,0
13,755,365,0
14,781,339,0
15,802,318,0
16,819,301,0
17,837,282,1
18,827,279,14
19,822,283,15
20,844,276,0
21,858,262,0
22,873,247,0
23,879,241,0
24,894,226,0
25,915,205,0
26,934,186,0
27,946,174,0
28,967,152,1
29,986,134,0
30,1010,109,1
31,983,99,38
32,891,130,99
33,712,173,235
34,651,219,250
35,658,261,201
36,651,310,159
37,646,363,111
38,665,408,47
39,709,409,2
40,726,394,0
41,745,375,0
42,760,359,1
43,782,338,0
44,794,326,0
45,819,301,0
46,831,289,0
47,850,270,0
48,866,254,0
49,875,244,1
50,891,229,0
51,905,215,0
52,921,199,0
53,934,186,0
54,954,162,4
55,923,168,29
56,917,180,23
57,868,186,66
58,742,218,160
59,669,260,191
60,652,309,159
61,661,349,110
62,677,384,59
63,710,403,7
64,737,383,0
65,760,359,1
66,776,344,0
67,797,323,0
68,810,310,0
69,826,293,1
70,848,271,1
71,861,259,0
72,881,239,0
73,894,226,0
74,908,212,0
75,914,197,9
76,851,208,61
77,820,239,61
78,739,279,102
79,674,316,130
80,677,348,95
81,692,380,48
82,727,384,9
83,746,374,0
84,778,342,0
85,795,325,0
86,818,302,0
87,838,282,0
88,857,263,0
89,872,248,0
90,895,225,0
91,906,214,0
92,919,201,0
93,935,185,0
94,947,173,0
95,955,165,0
96,967,153,0
97,982,138,0
98,993,127,0
99,1004,115,1
100,1011,109,0
101,1022,98,0
102,1035,85,0
103,1045,75,0
104,1052,68,0
105,1057,62,1
106,1071,49,0
107,1081,39,0
108,1088,32,0
109,1096,24,0
110,1091,29,0
111,1092,28,0
112,1090,29,1
113,1093,27,0
114,1092,28,0
115,1092,28,0
116,1092,28,0
117,1091,29,0
118,1092,28,0
119,1094,26,0
120,1093,27,0
121,1094,25,1
122,1094,26,0
123,1093,26,1
124,1095,25,0
125,1094,26,0
126,1094,26,0
127,1093,27,0
128,1094,26,0
129,1089,25,6
130,941,57,122
131,669,116,335
132,636,175,309
133,637,233,250
134,642,287,191
135,648,335,137
136,656,384,80
137,675,417,28
138,691,429,0
139,716,404,0
140,730,390,0
141,747,372,1
142,765,355,0
143,778,341,1
144,799,321,0
145,814,306,0
146,834,286,0
147,853,267,0
148,878,242,0
149,890,230,0
150,904,216,0
151,922,198,0
152,938,182,0
153,956,163,1
154,967,152,1
155,985,134,1
156,1000,119,1
157,974,116,30
158,881,135,104
159,761,184,175
160,668,220,232
161,664,257,199
162,662,307,151
163,667,351,102
164,681,389,50
165,695,410,15
166,719,401,0
167,734,386,0
168,748,372,0
169,763,354,3
170,775,345,0
171,785,335,0
172,800,320,0
173,814,305,1
174,822,298,0
175,848,272,0
176,868,252,0
177,880,240,0
178,899,221,0
179,923,197,0
180,928,187,5
181,926,184,10
182,866,196,58
183,822,211,87
184,710,243,167
185,671,280,169
186,673,312,135
187,680,337,103
188,685,374,61
189,719,384,17
190,735,385,0
191,752,368,0
192,765,355,0
193,783,337,0
194,799,321,0
195,811,308,1
196,815,305,0
197,826,294,0
198,839,281,0
199,850,270,0
200,861,259,0
201,873,247,0
202,894,226,0
203,905,215,0
204,927,193,0
205,942,177,1
206,969,151,0
207,974,141,5
208,957,140,23
209,963,145,12
210,980,139,1
211,996,122,2
212,1020,100,0
213,993,97,30
214,873,112,135
215,699,157,264
216,649,203,268
217,643,255,222
218,654,302,164
219,653,354,113
220,674,393,53
221,698,417,5
222,715,405,0
223,731,389,0
224,756,364,0
225,775,345,0
226,796,324,0
227,808,312,0
228,830,290,0
229,848,271,1
230,864,256,0
231,872,247,1
232,892,227,1
233,911,209,0
234,914,205,1
235,932,188,0
236,945,174,1
237,956,163,1
238,971,149,0
239,978,142,0
240,993,124,3
241,1013,107,0
242,1034,85,1
243,1051,69,0
244,1065,55,0
245,1073,45,2
246,1080,40,0
247,1086,33,1
248,1088,32,0
249,1095,24,1
250,1097,23,0
251,1097,23,0
252,1098,22,0
253,1097,23,0
254,1095,25,0
255,1095,25,0
256,1097,23,0
257,1097,23,0
258,1096,24,0
259,1097,23,0
260,1097,22,1
261,1096,24,0
262,1096,24,0
263,1096,24,0
264,1096,24,0
265,1097,23,0
266,1101,19,0
267,1098,22,0
268,1098,21,1
269,1064,30,26
