time,quite,jail,active
0,1120,0,0
1,1106,11,3
2,1105,15,0
3,1109,11,0
4,1106,14,0
5,1106,14,0
6,1107,13,0
7,1106,13,1
8,1106,14,0
9,1105,15,0
10,1105,15,0
11,1105,15,0
12,1107,13,0
13,1105,15,0
14,1107,13,0
15,1107,13,0
16,1107,12,1
17,1107,12,1
18,1107,13,0
19,1107,13,0
20,1106,14,0
21,1106,14,0
22,1106,14,0
23,1094,17,9
24,1008,34,78
25,758,91,271
26,661,149,310
27,665,203,252
28,666,256,198
29,676,298,146
30,672,351,97
31,698,394,28
32,719,401,0
33,736,384,0
34,752,368,0
35,771,348,1
36,786,333,1
37,804,316,0
38,822,298,0
39,830,290,0
40,843,277,0
41,859,261,0
42,875,245,0
43,890,230,0
44,903,217,0
45,918,202,0
46,930,187,3
47,946,174,0
48,963,157,0
49,980,140,0
50,965,126,29
51,943,137,40
52,892,169,59
53,765,203,152
54,705,238,177
55,696,278,146
56,693,315,112
57,703,352,65
58,723,376,21
59,735,375,10
60,748,365,7
61,764,356,0
62,777,343,0
63,784,334,2
64,803,317,0
65,816,304,0
66,834,286,0
67,849,271,0
68,860,260,0
69,876,244,0
70,885,234,1
71,908,212,0
72,930,190,0
73,944,176,0
74,957,163,0
75,973,147,0
76,988,132,0
77,1004,116,0
78,1016,104,0
79,1022,83,15
80,991,85,44
81,932,102,86
82,739,149,232
83,679,194,247
84,679,239,202
85,675,289,156
86,694,324,102
87,694,367,59
88,725,384,11
89,740,378,2
90,748,367,5
91,765,355,0
92,776,344,0
93,793,327,0
94,808,311,1
95,821,299,0
96,832,288,0
97,841,278,1
98,860,260,0
99,881,239,0
100,889,231,0
101,905,215,0
102,917,199,4
103,939,181,0
104,955,165,0
105,973,147,0
106,988,131,1
107,1002,118,0
108,1024,96,0
109,1037,83,0
110,1054,66,0
111,1064,56,0
112,1069,46,5
113,961,67,92
114,765,105,250
115,664,160,296
116,665,214,241
117,669,262,189
118,670,316,134
119,687,362,71
120,705,392,23
121,720,397,3
122,739,381,0
123,760,360,0
124,772,348,0
125,779,341,0
126,790,330,0
127,812,308,0
128,836,284,0
129,853,267,0
130,869,251,0
131,889,231,0
132,901,218,1
133,916,204,0
134,940,180,0
135,953,167,0
136,960,160,0
137,974,146,0
138,989,131,0
139,998,121,1
140,1019,101,0
141,1035,84,1
142,1052,68,0
143,1066,54,0
144,1080,40,0
145,1088,32,0
146,1096,24,0
147,1104,16,0
148,1103,16,1
149,1102,18,0
150,1101,19,0
151,1101,19,0
152,1101,19,0
153,1101,19,0
154,1106,14,0
155,1102,16,2
156,1009,31,80
157,796,84,240
158,663,142,315
159,666,194,260
160,664,247,209
161,671,297,152
162,679,345,96
163,693,376,51
164,722,393,5
165,741,379,0
166,757,363,0
167,773,347,0
168,792,328,0
169,807,313,0
170,821,299,0
171,836,284,0
172,853,267,0
173,868,252,0
174,880,240,0
175,892,225,3
176,901,219,0
177,894,209,17
178,859,217,44
179,849,231,40
180,861,239,20
181,887,232,1
182,913,207,0
183,936,183,1
184,957,163,0
185,939,160,21
186,852,178,90
187,711,224,185
188,683,264,173
189,681,312,127
190,695,351,74
191,717,374,29
192,738,381,1
193,763,357,0
194,778,342,0
195,790,329,1
196,798,322,0
197,821,299,0
198,839,281,0
199,856,264,0
200,870,250,0
201,885,235,0
202,910,209,1
203,926,194,0
204,943,177,0
205,958,162,0
206,977,143,0
207,994,125,1
208,1008,112,0
209,1017,102,1
210,1029,91,0
211,1038,82,0
212,1051,69,0
213,1065,55,0
214,1077,43,0
215,1085,35,0
216,1021,37,62
217,846,73,201
218,680,127,313
219,665,180,275
220,665,232,223
221,675,279,166
222,681,329,110
223,700,363,57
224,717,389,14
225,737,383,0
226,752,368,0
227,765,355,0
228,782,338,0
229,798,322,0
230,815,305,0
231,832,288,0
232,843,277,0
233,859,261,0
234,870,250,0
235,883,236,1
236,891,229,0
237,916,203,1
238,935,185,0
239,951,169,0
240,964,155,1
241,983,137,0
242,1001,119,0
243,1016,104,0
244,1030,90,0
245,1043,77,0
246,1059,60,1
247,1072,47,1
248,1083,37,0
249,1071,34,15
250,970,55,95
251,771,108,241
252,665,160,295
253,660,217,243
254,664,271,185
255,675,317,128
256,691,356,73
257,712,387,21
258,733,387,0
259,754,366,0
260,771,347,2
261,787,330,3
262,790,324,6
263,804,316,0
264,827,292,1
265,844,276,0
266,861,259,0
267,882,238,0
268,892,228,0
269,911,209,0
270,919,200,1
271,935,185,0
272,947,173,0
273,962,158,0
274,971,147,2
275,978,140,2
276,993,127,0
277,1012,108,0
278,1023,97,0
279,1040,80,0
280,1063,56,1
281,1039,60,21
282,931,88,101
283,736,139,245
284,667,191,262
285,664,249,207
286,676,298,146
287,675,352,93
288,696,393,31
289,723,394,3
290,738,380,2
291,749,369,2
292,754,365,1
293,772,348,0
294,797,323,0
295,816,304,0
296,835,285,0
297,850,270,0
298,866,253,1
299,868,234,18
300,859,241,20
301,878,240,2
302,888,232,0
303,901,219,0
304,923,197,0
305,929,191,0
306,948,172,0
307,967,152,1
308,982,138,0
309,994,125,1
310,978,116,26
311,961,119,40
312,904,142,74
313,783,164,173
314,698,203,219
315,667,257,196
316,680,297,143
317,678,341,101
318,699,383,38
319,721,386,13
320,744,375,1
321,760,359,1
322,772,348,0
323,791,329,0
324,808,312,0
325,827,293,0
326,846,274,0
327,856,259,5
328,844,255,21
329,861,255,4
330,881,239,0
331,897,223,0
332,911,209,0
333,921,199,0
334,936,184,0
335,896,179,45
336,885,183,52
337,828,209,83
338,770,232,118
339,729,260,131
340,713,292,115
341,715,322,83
342,717,362,41
343,736,372,12
344,764,356,0
345,779,341,0
346,798,321,1
347,812,307,1
348,828,292,0
349,851,269,0
350,862,258,0
351,877,243,0
352,886,234,0
353,901,219,0
354,922,198,0
355,931,188,1
356,943,177,0
357,959,161,0
358,971,149,0
359,984,136,0
360,998,122,0
361,1006,114,0
362,1020,100,0
363,1030,90,0
364,1044,76,0
365,1060,60,0
366,1078,42,0
367,1083,37,0
368,1089,31,0
369,1096,24,0
370,1054,27,39
371,875,70,175
372,684,128,308
373,666,181,273
374,669,229,222
375,663,285,172
376,667,340,113
377,679,387,54
378,702,406,12
379,719,400,1
380,739,381,0
381,756,364,0
382,775,345,0
383,785,335,0
384,794,326,0
385,805,315,0
386,819,301,0
387,833,287,0
388,852,267,1
389,868,252,0
390,883,236,1
391,896,224,0
392,911,209,0
393,927,192,1
394,949,171,0
395,968,152,0
396,989,131,0
397,1004,116,0
398,1021,99,0
399,1036,83,1
400,1053,67,0
401,1063,57,0
402,1075,44,1
403,1089,31,0
404,1101,19,0
405,1102,18,0
406,1105,15,0
407,1106,14,0
408,1105,15,0
409,1106,14,0
410,1104,16,0
411,1105,15,0
412,1105,15,0
413,1105,15,0
414,1105,15,0
415,1104,16,0
416,1104,16,0
417,967,40,113
418,724,97,299
419,665,152,303
420,661,209,250
421,667,264,189
422,677,313,130
423,690,360,70
424,720,389,11
425,731,388,1
426,749,371,0
427,772,348,0
428,781,339,0
429,796,323,1
430,815,305,0
431,828,291,1
432,837,283,0
433,859,261,0
434,877,243,0
435,891,229,0
436,909,211,0
437,923,197,0
438,938,182,0
439,950,170,0
440,954,161,5
441,970,150,0
442,984,136,0
443,998,122,0
444,1012,107,1
445,1028,92,0
446,1042,78,0
447,1062,58,0
448,1014,54,52
449,827,93,200
450,690,146,284
451,665,200,255
452,666,252,202
453,663,308,149
454,676,356,88
455,689,401,30
456,710,404,6
457,731,388,1
458,745,375,0
459,759,361,0
460,778,341,1
461,794,326,0
462,808,312,0
463,822,296,2
464,843,277,0
465,861,259,0
466,878,242,0
467,897,223,0
468,914,206,0
469,934,186,0
470,956,164,0
471,967,153,0
472,993,127,0
473,1005,115,0
474,1018,102,0
475,1026,94,0
476,1042,78,0
477,1062,57,1
478,1073,47,0
479,1083,36,1
480,1090,30,0
481,1096,24,0
482,1046,31,43
483,846,83,191
484,671,140,309
485,673,184,263
486,666,237,217
487,675,284,161
488,676,333,111
489,690,374,56
490,709,399,12
491,732,388,0
492,740,380,0
493,754,366,0
494,771,349,0
495,792,328,0
496,799,321,0
497,819,301,0
498,832,287,1
499,853,267,0
500,869,251,0
501,878,242,0
502,892,227,1
503,908,212,0
504,921,198,1
505,931,189,0
506,949,171,0
507,980,140,0
508,1000,120,0
509,1016,100,4
510,999,98,23
511,867,124,129
512,708,165,247
513,672,212,236
514,674,257,189
515,675,301,144
516,690,340,90
517,706,381,33
518,719,400,1
519,734,386,0
520,752,368,0
521,762,358,0
522,773,347,0
523,798,322,0
524,806,314,0
525,833,287,0
526,842,278,0
527,854,266,0
528,864,256,0
529,885,235,0
530,903,217,0
531,916,204,0
532,938,182,0
533,951,169,0
534,968,152,0
535,979,141,0
536,999,121,0
537,1013,107,0
538,1034,86,0
539,1053,67,0
540,976,63,81
541,826,93,201
542,691,143,286
543,675,185,260
544,667,235,218
545,663,290,167
546,673,342,105
547,681,384,55
548,707,407,6
549,726,394,0
550,742,378,0
551,757,363,0
552,771,349,0
553,792,328,0
554,811,309,0
555,822,296,2
556,835,285,0
557,848,272,0
558,861,259,0
559,878,242,0
560,893,227,0
561,917,203,0
562,937,183,0
563,956,164,0
564,968,152,0
565,985,135,0
566,1003,117,0
567,1020,100,0
568,1035,85,0
569,1050,70,0
570,1060,60,0
571,1075,45,0
572,1043,38,39
573,884,64,172
574,726,119,275
575,665,171,284
576,663,226,231
577,666,281,173
578,673,327,120
579,684,372,64
580,714,396,10
581,732,388,0
582,748,372,0
583,763,357,0
584,776,344,0
585,786,334,0
586,799,321,0
587,813,306,1
588,828,292,0
589,843,277,0
590,863,257,0
591,876,244,0
592,889,231,0
593,907,213,0
594,926,194,0
595,942,178,0
596,959,161,0
597,971,149,0
598,986,134,0
599,1007,113,0
600,1014,106,0
601,1028,92,0
602,1045,73,2
603,1055,65,0
604,1072,48,0
605,1089,31,0
606,1091,28,1
607,1020,40,60
608,916,71,133
609,686,126,308
610,661,184,275
611,665,239,216
612,671,290,159
613,683,335,102
614,703,372,45
615,724,388,8
616,726,385,9
617,731,379,10
618,745,375,0
619,760,360,0
620,784,335,1
621,806,314,0
622,824,295,1
623,840,280,0
624,854,266,0
625,860,260,0
626,882,238,0
627,888,225,7
628,906,214,0
629,887,210,23
630,854,215,51
631,821,237,62
632,780,268,72
633,732,302,86
634,736,313,71
635,748,333,39
636,773,340,7
637,795,316,9
638,821,298,1
639,843,277,0
640,863,256,1
641,876,244,0
642,880,240,0
643,896,224,0
644,905,215,0
645,918,202,0
646,929,190,1
647,945,175,0
648,954,166,0
649,964,156,0
650,978,142,0
651,984,136,0
652,992,128,0
653,1002,112,6
654,1015,105,0
655,1029,91,0
656,1039,80,1
657,1051,69,0
658,1062,58,0
659,1073,47,0
660,1085,35,0
661,1091,28,1
662,1096,24,0
663,1097,23,0
664,1103,16,1
665,1096,24,0
666,1097,23,0
667,1097,22,1
668,1098,22,0
669,1097,23,0
670,1099,21,0
671,1098,22,0
672,1099,21,0
673,1098,21,1
674,1066,25,29
675,859,61,200
676,673,117,330
677,664,171,285
678,662,226,232
679,670,274,176
680,667,326,127
681,680,373,67
682,707,402,11
683,724,396,0
684,742,378,0
685,754,366,0
686,765,355,0
687,776,343,1
688,785,333,2
689,808,312,0
690,825,295,0
691,850,270,0
692,869,251,0
693,887,233,0
694,900,220,0
695,913,206,1
696,930,190,0
697,944,176,0
698,960,160,0
699,981,139,0
700,1000,120,0
701,1007,105,8
702,957,105,58
703,892,124,104
704,801,159,160
705,678,204,238
706,677,244,199
707,683,287,150
708,680,330,110
709,683,374,63
710,705,401,14
711,717,395,8
712,730,390,0
713,747,373,0
714,764,356,0
715,779,341,0
716,791,329,0
717,810,310,0
718,830,290,0
719,848,272,0
720,869,251,0
721,885,235,0
722,900,220,0
723,914,206,0
724,930,190,0
725,945,175,0
726,959,161,0
727,980,140,0
728,991,129,0
729,1007,113,0
730,1021,99,0
731,1044,76,0
732,1060,59,1
733,1076,44,0
734,1086,34,0
735,1093,27,0
736,1099,21,0
737,1101,19,0
738,1108,12,0
739,1105,15,0
740,1105,15,0
741,1105,15,0
742,1106,14,0
743,1105,14,1
744,1103,16,1
745,1099,20,1
746,1098,22,0
747,1099,21,0
748,1099,21,0
749,1101,19,0
750,1099,21,0
751,1099,20,1
752,970,42,108
753,788,92,240
754,666,147,307
755,664,201,255
756,663,256,201
757,667,307,146
758,675,349,96
759,701,383,36
760,725,394,1
761,737,383,0
762,747,373,0
763,759,360,1
764,777,343,0
765,798,322,0
766,811,309,0
767,826,294,0
768,846,273,1
769,860,260,0
770,870,249,1
771,886,234,0
772,902,218,0
773,920,200,0
774,927,188,5
775,941,174,5
776,959,161,0
777,969,151,0
778,985,135,0
779,1000,120,0
780,1023,97,0
781,1032,87,1
782,1049,71,0
783,1066,54,0
784,1074,45,1
785,1014,52,54
786,863,95,162
787,668,153,299
788,670,201,249
789,663,257,200
790,677,305,138
791,694,343,83
792,711,378,31
793,739,379,2
794,752,368,0
795,764,356,0
796,781,339,0
797,791,325,4
798,797,316,7
799,808,312,0
800,830,290,0
801,839,281,0
802,852,268,0
803,868,252,0
804,894,226,0
805,909,211,0
806,920,198,2
807,939,181,0
808,955,165,0
809,976,144,0
810,987,133,0
811,1002,116,2
812,1013,107,0
813,1027,93,0
814,1044,76,0
815,1039,64,17
816,915,78,127
817,729,122,269
818,671,169,280
819,670,218,232
820,674,264,182
821,675,311,134
822,688,357,75
823,700,390,30
824,711,406,3
825,730,390,0
826,748,372,0
827,761,359,0
828,779,341,0
829,799,321,0
830,813,307,0
831,831,289,0
832,846,273,1
833,863,257,0
834,878,242,0
835,896,223,1
836,916,204,0
837,932,188,0
838,944,175,1
839,962,157,1
840,963,149,8
841,941,145,34
842,906,168,46
843,916,186,18
844,905,187,28
845,875,192,53
846,767,206,147
847,721,244,155
848,692,287,141
849,684,331,105
850,692,374,54
851,720,396,4
852,735,385,0
853,750,370,0
854,774,346,0
855,793,326,1
856,811,309,0
857,827,293,0
858,841,279,0
859,861,259,0
860,875,245,0
861,883,237,0
862,898,222,0
863,913,207,0
864,934,185,1
865,947,173,0
866,965,153,2
867,970,142,8
868,990,130,0
869,1007,113,0
870,1025,95,0
871,1037,83,0
872,1047,72,1
873,1061,59,0
874,1072,48,0
875,1086,34,0
876,1094,26,0
877,1096,23,1
878,1098,22,0
879,1102,18,0
880,1101,19,0
881,1088,23,9
882,1031,37,52
883,837,88,195
884,666,145,309
885,661,203,256
886,665,254,201
887,666,309,145
888,700,352,68
889,723,377,20
890,748,372,0
891,765,355,0
892,788,332,0
893,801,319,0
894,817,303,0
895,832,288,0
896,846,274,0
897,860,260,0
898,873,247,0
899,885,235,0
900,897,223,0
