time,quite,jail,active
0,1120,0,0
1,1063,18,39
2,945,58,117
3,666,121,333
4,651,178,291
5,663,225,232
6,661,283,176
7,668,332,120
8,673,374,73
9,690,410,20
10,708,411,1
11,724,396,0
12,739,381,0
13,748,372,0
14,767,352,1
15,773,345,2
16,788,332,0
17,809,311,0
18,822,298,0
19,840,280,0
20,856,263,1
21,869,251,0
22,888,231,1
23,906,213,1
24,919,200,1
25,940,180,0
26,952,168,0
27,965,154,1
28,982,138,0
29,994,126,0
30,1018,102,0
31,1034,86,0
32,1057,63,0
33,1039,55,26
34,928,74,118
35,735,118,267
36,653,173,294
37,656,224,240
38,660,271,189
39,665,321,134
40,676,366,78
41,693,398,29
42,714,403,3
43,741,379,0
44,751,369,0
45,765,355,0
46,778,342,0
47,793,327,0
48,811,307,2
49,813,297,10
50,832,287,1
51,845,274,1
52,861,258,1
53,883,237,0
54,900,219,1
55,913,207,0
56,933,187,0
57,949,171,0
58,967,153,0
59,987,133,0
60,1001,119,0
61,1015,105,0
62,1030,90,0
63,1040,77,3
64,1051,69,0
65,1059,61,0
66,1070,49,1
67,1005,50,65
68,839,85,196
69,672,139,309
70,657,187,276
71,647,246,227
72,659,297,164
73,662,344,114
74,676,387,57
75,713,405,2
76,729,391,0
77,752,368,0
78,768,352,0
79,779,340,1
80,798,322,0
81,815,305,0
82,823,297,0
83,844,276,0
84,853,267,0
85,875,245,0
86,893,227,0
87,908,211,1
88,926,194,0
89,938,182,0
90,952,168,0
91,967,153,0
92,980,140,0
93,999,121,0
94,1009,108,3
95,1022,97,1
96,1035,85,0
97,1050,70,0
98,1059,60,1
99,1070,50,0
100,1085,35,0
101,1088,32,0
102,1094,26,0
103,1100,20,0
104,1101,19,0
105,1103,17,0
106,1056,28,36
107,853,67,200
108,663,127,330
109,649,187,284
110,653,245,222
111,657,297,166
112,675,336,109
113,684,378,58
114,707,403,10
115,719,401,0
116,735,385,0
117,749,371,0
118,764,356,0
119,783,337,0
120,789,328,3
121,792,318,10
122,805,315,0
123,820,293,7
124,818,287,15
125,819,285,16
126,822,282,16
127,839,279,2
128,834,264,22
129,823,272,25
130,828,276,16
131,827,273,20
132,837,260,23
133,816,266,38
134,816,272,32
135,845,275,0
136,869,247,4
137,857,242,21
138,858,246,16
139,857,248,15
140,834,252,34
141,782,266,72
142,771,293,56
143,743,321,56
144,716,346,58
145,715,371,34
146,733,384,3
147,758,362,0
148,771,349,0
149,786,334,0
150,800,320,0
151,827,293,0
152,847,273,0
153,870,249,1
154,880,234,6
155,900,215,5
156,918,202,0
157,938,181,1
158,946,174,0
159,965,154,1
160,976,144,0
161,983,137,0
162,997,123,0
163,1009,111,0
164,1014,106,0
165,1027,93,0
166,1040,80,0
167,1044,76,0
168,1056,64,0
169,1070,47,3
170,1077,42,1
171,1085,35,0
172,1091,27,2
173,1075,36,9
174,1079,41,0
175,1079,40,1
176,1082,38,0
177,1083,36,1
