time,quite,jail,active
0,1120,0,0
1,986,17,117
2,695,40,385
3,610,69,441
4,612,97,411
5,617,105,398
6,616,123,381
7,613,151,356
8,617,174,329
9,617,192,311
10,617,214,289
11,621,224,275
12,613,252,255
13,627,260,233
14,625,280,215
15,637,285,198
16,625,303,192
17,630,316,174
18,637,330,153
19,633,346,141
20,641,359,120
21,658,361,101
22,680,364,76
23,683,362,75
24,691,362,67
25,700,357,63
26,702,365,53
27,720,354,46
28,737,346,37
29,725,334,61
30,717,342,61
31,711,342,67
32,728,331,61
33,732,332,56
34,744,315,61
35,733,305,82
36,678,303,139
37,648,310,162
38,647,305,168
39,657,290,173
40,641,303,176
41,647,306,167
42,653,311,156
43,649,313,158
44,654,312,154
45,648,324,148
46,659,318,143
47,640,322,158
48,633,335,152
49,635,341,144
50,647,343,130
51,645,342,133
52,650,339,131
53,644,340,136
54,634,344,142
55,645,342,133
56,641,359,120
57,647,365,108
58,675,360,85
59,678,358,84
60,680,357,83
61,682,358,80
62,690,360,70
63,713,348,59
64,719,337,64
65,729,327,64
66,719,333,68
67,713,332,75
68,699,332,89
69,693,320,107
70,678,334,108
71,678,329,113
72,677,333,110
73,676,340,104
74,693,333,94
75,693,333,94
76,693,336,91
77,689,329,102
78,695,313,112
79,686,311,123
80,672,312,136
81,659,317,144
82,658,308,154
83,640,316,164
84,634,317,169
85,638,323,159
86,631,326,163
87,632,329,159
88,631,338,151
89,643,334,143
90,639,346,135
91,637,354,129
92,633,360,127
93,632,364,124
94,649,357,114
95,643,369,108
96,646,382,92
97,668,384,68
98,696,370,54
99,704,376,40
100,734,361,25
101,761,354,5
102,785,335,0
103,812,307,1
104,828,288,4
105,829,264,27
106,824,254,42
107,790,240,90
108,745,247,128
109,650,256,214
110,644,257,219
111,624,269,227
112,624,285,211
113,635,284,201
114,634,286,200
115,627,301,192
116,634,310,176
117,636,312,172
118,633,324,163
119,634,325,161
120,639,335,146
121,651,323,146
122,644,325,151
123,631,331,158
124,632,343,145
125,644,347,129
126,661,343,116
127,670,343,107
128,675,344,101
129,694,345,81
130,698,345,77
131,683,344,93
132,664,343,113
133,661,338,121
134,649,335,136
135,639,341,140
136,640,350,130
137,660,353,107
138,667,357,96
139,676,344,100
140,676,346,98
141,677,342,101
142,660,337,123
143,663,338,119
144,662,340,118
145,660,341,119
146,647,352,121
147,647,355,118
148,658,349,113
149,663,346,111
150,670,346,104
151,663,358,99
152,669,361,90
153,679,362,79
154,686,359,75
155,680,364,76
156,686,359,75
157,710,355,55
158,714,351,55
159,725,347,48
160,731,340,49
161,726,342,52
162,714,340,66
163,691,341,88
164,666,344,110
165,672,341,107
166,669,348,103
167,684,350,86
168,676,350,94
169,665,351,104
170,671,342,107
171,658,346,116
172,653,335,132
173,635,338,147
174,648,340,132
175,655,338,127
176,653,338,129
177,654,332,134
178,649,328,143
179,646,327,147
180,640,330,150
181,643,317,160
182,639,317,164
183,633,314,173
184,639,319,162
185,636,318,166
186,642,323,155
187,654,316,150
188,652,323,145
189,649,322,149
190,650,328,142
191,658,334,128
192,656,326,138
193,645,322,153
194,631,327,162
195,631,331,158
196,643,332,145
197,639,329,152
198,645,337,138
199,640,341,139
200,647,350,123
201,655,360,105
202,670,356,94
203,683,359,78
204,691,357,72
205,705,350,65
206,694,354,72
207,683,355,82
208,688,349,83
209,694,345,81
210,701,340,79
211,682,342,96
212,684,340,96
213,670,347,103
214,678,348,94
215,676,345,99
216,683,346,91
217,682,347,91
218,674,348,98
219,667,338,115
220,663,340,117
221,649,347,124
222,644,354,122
223,644,355,121
224,638,357,125
225,643,354,123
226,656,350,114
227,658,342,120
228,641,348,131
229,649,338,133
230,662,334,124
231,662,335,123
232,667,339,114
233,659,340,121
234,646,350,124
235,637,356,127
236,646,354,120
237,650,355,115
238,657,355,108
239,661,353,106
240,665,349,106
241,658,348,114
242,649,352,119
243,655,358,107
244,663,361,96
245,683,354,83
246,682,357,81
247,688,352,80
248,686,352,82
249,699,348,73
250,685,355,80
251,696,348,76
252,695,341,84
253,674,347,99
254,667,355,98
255,665,346,109
256,665,354,101
257,661,353,106
258,660,353,107
259,657,355,108
260,655,356,109
261,667,361,92
262,672,360,88
263,697,351,72
264,683,351,86
265,678,347,95
266,673,342,105
267,662,351,107
268,683,341,96
269,663,336,121
270,657,334,129
271,652,326,142
272,651,321,148
273,647,320,153
274,645,328,147
275,650,330,140
276,649,333,138
277,640,342,138
278,649,342,129
279,654,340,126
280,649,336,135
281,640,337,143
282,646,333,141
283,636,339,145
284,653,334,133
285,649,336,135
286,646,344,130
287,651,346,123
288,665,341,114
289,659,341,120
290,656,346,118
291,657,353,110
292,666,359,95
293,658,369,93
294,670,367,83
295,679,357,84
296,672,360,88
297,681,356,83
298,688,351,81
299,693,345,82
300,700,339,81
301,703,337,80
302,698,331,91
303,685,322,113
304,652,333,135
305,660,327,133
306,653,330,137
307,645,340,135
308,651,338,131
309,637,352,131
310,650,349,121
311,653,356,111
312,661,359,100
313,653,358,109
314,656,359,105
315,675,366,79
316,706,365,49
317,709,358,53
318,724,347,49
319,734,348,38
320,761,334,25
321,784,332,4
322,799,318,3
323,794,300,26
324,767,284,69
325,733,286,101
326,694,266,160
327,660,268,192
328,643,262,215
329,630,273,217
330,628,284,208
331,637,285,198
332,630,290,200
333,632,294,194
334,628,299,193
335,636,300,184
336,630,305,185
337,629,311,180
338,638,310,172
339,641,311,168
340,651,316,153
341,646,317,157
342,638,324,158
343,632,332,156
344,651,325,144
345,638,333,149
346,631,353,136
347,638,354,128
348,645,349,126
349,651,341,128
350,634,356,130
351,651,355,114
352,654,354,112
353,659,360,101
354,667,357,96
355,683,365,72
356,694,362,64
357,702,350,68
358,703,348,69
359,713,340,67
360,710,333,77
361,685,341,94
362,671,342,107
363,656,346,118
364,652,342,126
365,652,341,127
366,661,336,123
367,664,329,127
368,664,321,135
369,644,320,156
370,639,331,150
371,647,328,145
372,635,334,151
373,632,340,148
374,652,334,134
375,653,339,128
376,647,337,136
377,641,340,139
