time,quite,jail,active
0,1120,0,0
1,1101,15,4
2,1097,20,3
3,1100,20,0
4,1098,22,0
5,1099,21,0
6,1100,20,0
7,1100,20,0
8,1100,20,0
9,1097,23,0
10,1098,22,0
11,1098,22,0
12,1100,20,0
13,1100,20,0
14,1103,17,0
15,1094,17,9
16,933,38,149
17,685,82,353
18,653,131,336
19,659,168,293
20,663,204,253
21,665,235,220
22,669,272,179
23,662,310,148
24,668,342,110
25,700,367,53
26,709,389,22
27,724,392,4
28,744,376,0
29,752,368,0
30,766,354,0
31,790,330,0
32,803,317,0
33,820,300,0
34,838,282,0
35,856,263,1
36,875,245,0
37,892,228,0
38,909,210,1
39,922,198,0
40,942,178,0
41,958,161,1
42,981,138,1
43,991,128,1
44,1011,109,0
45,1028,92,0
46,1039,81,0
47,1050,70,0
48,1062,58,0
49,1068,51,1
50,1079,41,0
51,1086,34,0
52,1093,27,0
53,1099,21,0
54,1100,20,0
55,1100,19,1
56,1100,20,0
57,1101,19,0
58,1101,18,1
59,1102,18,0
60,1101,18,1
61,1101,19,0
62,1073,24,23
63,958,53,109
64,702,100,318
65,656,137,327
66,657,187,276
67,659,226,235
68,661,272,187
69,667,311,142
70,676,337,107
71,684,372,64
72,701,393,26
73,719,399,2
74,738,382,0
75,756,363,1
76,778,342,0
77,798,322,0
78,814,306,0
79,823,295,2
80,844,276,0
81,860,260,0
82,865,255,0
83,881,239,0
84,899,221,0
85,915,205,0
86,933,187,0
87,925,181,14
88,896,176,48
89,885,186,49
90,811,197,112
91,724,212,184
92,688,242,190
93,690,268,162
94,686,288,146
95,701,309,110
96,707,320,93
97,696,341,83
98,705,361,54
99,716,376,28
100,735,377,8
101,758,360,2
102,773,347,0
103,794,326,0
104,807,313,0
105,826,294,0
106,838,280,2
107,851,269,0
108,865,253,2
109,882,238,0
110,896,222,2
111,878,211,31
112,838,227,55
113,789,239,92
114,742,254,124
115,700,279,141
116,693,314,113
117,708,337,75
118,711,349,60
119,725,350,45
120,762,339,19
121,785,327,8
122,800,314,6
123,804,308,8
124,832,288,0
125,854,266,0
126,880,240,0
127,893,227,0
128,909,211,0
129,918,196,6
130,931,189,0
131,944,176,0
132,957,163,0
133,965,155,0
134,971,148,1
135,984,135,1
136,997,123,0
137,1008,112,0
138,1020,99,1
139,1033,85,2
140,1044,76,0
141,1053,67,0
142,1060,60,0
143,1067,49,4
144,998,53,69
145,834,86,200
146,672,125,323
147,659,167,294
148,659,205,256
149,660,248,212
150,667,290,163
151,670,321,129
152,685,356,79
153,712,373,35
154,739,379,2
155,749,371,0
156,766,354,0
157,782,336,2
158,768,333,19
159,778,332,10
160,793,327,0
161,806,314,0
162,821,299,0
163,836,284,0
164,854,266,0
165,875,239,6
166,866,232,22
167,845,228,47
168,796,241,83
169,746,259,115
170,706,289,125
171,688,311,121
172,688,344,88
173,721,357,42
174,740,359,21
175,766,354,0
176,790,330,0
177,803,317,0
178,821,299,0
179,843,277,0
180,862,258,0
181,878,241,1
182,885,234,1
183,897,221,2
184,898,220,2
185,915,205,0
186,925,194,1
187,937,183,0
188,949,171,0
189,959,161,0
190,971,149,0
191,983,137,0
192,998,122,0
193,1008,112,0
194,1024,95,1
195,1038,81,1
196,1050,70,0
197,1071,49,0
198,1083,37,0
199,1090,30,0
200,1093,26,1
201,1094,25,1
202,1098,22,0
203,1100,20,0
204,1101,19,0
205,1102,18,0
206,1101,19,0
207,1100,20,0
208,1102,18,0
209,1105,15,0
210,1078,19,23
211,960,43,117
212,719,87,314
213,653,129,338
214,655,176,289
215,661,210,249
216,661,252,207
217,658,295,167
218,665,333,122
219,683,358,79
220,717,382,21
221,747,373,0
222,760,359,1
223,781,339,0
224,797,317,6
225,816,304,0
226,835,284,1
227,839,279,2
228,854,266,0
229,872,248,0
230,883,236,1
231,897,222,1
232,910,210,0
233,931,189,0
234,948,172,0
235,960,160,0
236,976,144,0
237,993,127,0
238,1009,110,1
239,1018,102,0
240,1040,79,1
241,977,80,63
242,836,103,181
243,669,146,305
244,667,183,270
245,659,227,234
246,665,258,197
247,668,291,161
248,672,321,127
249,685,349,86
250,696,379,45
251,721,394,5
252,743,377,0
253,755,365,0
254,771,349,0
255,786,334,0
256,798,321,1
257,810,310,0
258,825,295,0
259,843,277,0
260,851,269,0
261,869,251,0
262,883,237,0
263,904,215,1
264,920,199,1
265,931,189,0
266,935,174,11
267,918,168,34
268,872,179,69
269,801,208,111
270,736,229,155
271,690,255,175
272,674,278,168
273,676,300,144
274,684,318,118
275,696,345,79
276,719,362,39
277,745,364,11
278,767,353,0
279,788,332,0
280,799,320,1
281,817,303,0
282,836,283,1
283,852,268,0
284,845,263,12
285,838,261,21
286,820,270,30
287,809,276,35
288,781,282,57
289,762,291,67
290,730,308,82
291,739,321,60
292,764,330,26
293,768,342,10
294,790,330,0
295,812,308,0
296,830,285,5
297,850,269,1
298,874,246,0
299,899,221,0
300,917,203,0
301,934,185,1
302,952,168,0
303,967,152,1
304,959,145,16
305,888,161,71
306,818,188,114
307,751,218,151
308,670,250,200
309,674,279,167
310,678,308,134
311,694,326,100
312,697,358,65
313,722,371,27
314,748,366,6
315,771,346,3
316,789,330,1
317,810,310,0
318,827,292,1
319,846,274,0
320,860,259,1
321,877,243,0
322,897,223,0
323,914,205,1
324,929,191,0
325,941,179,0
326,952,167,1
327,962,158,0
328,981,139,0
329,990,130,0
330,1002,118,0
331,989,110,21
332,923,118,79
333,750,151,219
334,670,186,264
335,669,221,230
336,665,256,199
337,677,281,162
338,672,311,137
339,673,348,99
340,693,376,51
341,714,396,10
342,731,389,0
343,748,372,0
344,764,356,0
345,776,344,0
346,794,326,0
347,811,309,0
348,825,295,0
349,840,280,0
350,842,269,9
351,855,258,7
352,856,256,8
353,878,242,0
354,887,228,5
355,899,209,12
356,856,217,47
357,784,234,102
358,743,251,126
359,703,285,132
360,693,305,122
361,707,320,93
362,718,340,62
363,747,347,26
364,777,342,1
365,799,321,0
366,821,299,0
367,844,276,0
368,862,258,0
369,879,241,0
370,896,224,0
371,915,205,0
372,925,195,0
373,940,180,0
374,951,169,0
375,961,156,3
376,950,151,19
377,934,158,28
378,949,168,3
379,962,158,0
380,960,151,9
381,973,147,0
382,985,135,0
383,993,126,1
384,999,121,0
385,964,117,39
386,823,136,161
387,706,167,247
388,666,204,250
389,661,247,212
390,668,277,175
391,672,318,130
392,684,348,88
393,695,374,51
394,707,394,19
395,729,389,2
396,747,373,0
397,761,359,0
398,784,336,0
399,799,321,0
400,809,311,0
401,832,288,0
402,847,270,3
403,859,261,0
404,876,244,0
405,892,228,0
406,904,216,0
407,921,199,0
408,939,181,0
409,951,169,0
410,966,154,0
411,980,139,1
412,986,132,2
413,1012,108,0
414,1026,93,1
415,1040,79,1
416,1056,64,0
417,1070,50,0
418,1082,37,1
419,1086,34,0
420,1095,25,0
421,1095,24,1
422,1099,20,1
423,1100,20,0
424,1102,18,0
425,1102,18,0
426,1102,18,0
427,1102,18,0
428,1103,17,0
429,1101,18,1
430,1097,22,1
431,1098,22,0
432,1038,27,55
433,823,68,229
434,659,118,343
435,655,166,299
436,661,209,250
437,657,250,213
438,658,290,172
439,681,318,121
440,706,330,84
441,716,353,51
442,732,371,17
443,746,372,2
444,767,353,0
445,786,334,0
446,799,321,0
447,815,305,0
448,837,283,0
449,848,271,1
450,859,260,1
451,870,247,3
452,881,239,0
453,889,228,3
454,900,220,0
455,922,198,0
456,930,190,0
457,950,170,0
458,967,153,0
459,986,134,0
460,1007,113,0
461,1022,98,0
