time,quite,jail,active
0,1120,0,0
1,1105,8,7
2,1105,15,0
3,1105,15,0
4,1039,25,56
5,903,63,154
6,668,107,345
7,657,145,318
8,663,180,277
9,655,230,235
10,656,269,195
11,664,305,151
12,676,336,108
13,695,373,52
14,718,394,8
15,737,383,0
16,751,368,1
17,765,355,0
18,790,330,0
19,800,320,0
20,820,300,0
21,832,288,0
22,841,278,1
23,851,269,0
24,848,252,20
25,827,251,42
26,831,261,28
27,810,271,39
28,802,280,38
29,801,285,34
30,822,280,18
31,820,285,15
32,841,269,10
33,864,253,3
34,887,233,0
35,909,210,1
36,924,196,0
37,938,182,0
38,959,161,0
39,966,154,0
40,975,145,0
41,992,128,0
42,1001,119,0
43,1007,113,0
44,1013,107,0
45,1021,99,0
46,1024,96,0
47,1035,85,0
48,1043,77,0
49,1040,68,12
50,924,81,115
51,730,119,271
52,659,160,301
53,667,186,267
54,661,224,235
55,660,266,194
56,661,299,160
57,674,330,116
58,691,360,69
59,714,383,23
60,734,386,0
61,758,362,0
62,768,352,0
63,782,338,0
64,800,320,0
65,813,306,1
66,827,293,0
67,846,274,0
68,863,257,0
69,878,242,0
70,898,222,0
71,909,211,0
72,922,198,0
73,943,177,0
74,964,156,0
75,982,137,1
76,996,124,0
77,972,115,33
78,899,121,100
79,712,157,251
80,667,190,263
81,669,220,231
82,670,248,202
83,670,285,165
84,677,319,124
85,704,332,84
86,712,359,49
87,721,367,32
88,741,373,6
89,764,356,0
90,778,342,0
91,799,320,1
92,816,304,0
93,834,284,2
94,851,269,0
95,865,255,0
96,878,241,1
97,896,223,1
98,855,222,43
99,828,232,60
100,804,258,58
101,795,279,46
102,769,285,66
103,742,297,81
104,739,306,75
105,742,327,51
106,763,332,25
107,800,317,3
108,815,305,0
109,842,277,1
110,867,253,0
111,866,244,10
112,870,238,12
113,878,232,10
114,893,227,0
115,912,208,0
116,929,191,0
117,939,181,0
118,953,167,0
119,961,155,4
120,968,151,1
121,978,141,1
122,989,131,0
123,998,122,0
124,1015,105,0
125,1022,97,1
126,1029,90,1
127,1043,77,0
128,1054,66,0
129,1061,59,0
130,1072,48,0
131,1077,43,0
132,1036,44,40
133,852,71,197
134,671,117,332
135,660,157,303
136,659,195,266
137,661,237,222
138,667,271,182
139,662,301,157
140,663,338,119
141,684,377,59
142,708,392,20
143,737,381,2
144,759,361,0
145,774,345,1
146,793,327,0
147,800,320,0
148,811,309,0
149,827,293,0
150,834,286,0
151,852,268,0
152,868,252,0
153,890,230,0
154,909,211,0
155,922,197,1
156,940,179,1
157,953,167,0
158,971,149,0
159,992,128,0
160,1007,113,0
161,1007,100,13
162,974,95,51
163,865,115,140
164,686,152,282
165,666,189,265
166,666,228,226
167,667,266,187
168,667,301,152
169,687,331,102
170,701,356,63
171,724,377,19
172,752,368,0
173,767,353,0
174,781,339,0
175,797,323,0
176,806,314,0
177,828,292,0
178,838,282,0
179,854,266,0
180,876,244,0
181,890,230,0
182,902,218,0
183,916,204,0
184,934,186,0
185,943,176,1
186,952,168,0
187,973,147,0
188,986,134,0
189,1002,117,1
190,1015,104,1
191,1032,88,0
192,1052,67,1
193,1068,52,0
194,1057,45,18
195,962,50,108
196,772,81,267
197,663,124,333
198,660,160,300
199,662,200,258
200,660,244,216
201,660,282,178
202,662,316,142
203,684,356,80
204,702,380,38
205,738,379,3
206,754,366,0
207,763,355,2
208,772,345,3
209,785,334,1
210,804,316,0
211,820,299,1
212,839,281,0
213,852,268,0
214,867,253,0
215,886,234,0
216,902,218,0
217,916,204,0
218,931,189,0
219,945,175,0
220,962,157,1
221,977,143,0
222,1000,120,0
223,1021,99,0
224,1031,87,2
225,1041,79,0
226,1057,63,0
227,1018,64,38
228,880,84,156
229,677,124,319
230,670,148,302
231,656,195,269
232,665,230,225
233,661,264,195
234,661,308,151
235,665,351,104
236,684,385,51
237,700,400,20
238,722,398,0
239,743,377,0
240,765,355,0
241,782,338,0
242,790,326,4
243,787,311,22
244,796,309,15
245,819,301,0
246,852,268,0
247,871,249,0
248,890,230,0
249,907,213,0
250,920,200,0
251,938,182,0
252,945,172,3
253,962,158,0
254,980,140,0
255,994,126,0
256,1009,111,0
257,1024,96,0
258,1035,83,2
259,975,78,67
260,846,100,174
261,667,142,311
262,666,176,278
263,668,215,237
264,674,249,197
265,685,281,154
266,699,304,117
267,703,334,83
268,694,363,63
269,713,380,27
270,717,391,12
271,737,383,0
272,755,365,0
273,776,344,0
274,792,328,0
275,809,311,0
276,828,292,0
277,846,274,0
278,870,249,1
279,881,239,0
280,899,220,1
281,915,205,0
282,929,191,0
283,938,182,0
284,947,173,0
285,966,154,0
286,985,135,0
287,1002,118,0
288,1022,98,0
289,1040,79,1
290,1051,69,0
291,1065,53,2
292,1072,47,1
293,1083,37,0
294,1045,33,42
295,888,58,174
296,704,99,317
297,657,139,324
298,657,181,282
299,659,224,237
300,660,260,200
301,658,304,158
302,676,341,103
303,694,365,61
304,710,384,26
305,733,386,1
306,750,370,0
307,765,353,2
308,782,338,0
309,800,320,0
310,819,301,0
311,828,289,3
312,843,273,4
313,862,258,0
314,872,247,1
315,860,236,24
316,818,243,59
317,801,260,59
318,774,281,65
319,748,295,77
320,730,308,82
321,748,322,50
322,751,335,34
323,760,329,31
324,774,322,24
325,808,312,0
326,822,298,0
327,843,277,0
328,866,254,0
329,885,233,2
330,901,219,0
331,908,212,0
332,925,195,0
333,939,181,0
334,953,167,0
335,958,162,0
336,968,152,0
337,982,137,1
338,991,129,0
339,996,124,0
340,1021,99,0
341,1030,90,0
342,1041,79,0
343,1057,63,0
344,1067,53,0
345,1077,37,6
346,1035,43,42
347,844,72,204
348,660,113,347
349,665,140,315
350,658,182,280
351,659,218,243
352,662,260,198
353,663,300,157
354,663,338,119
355,672,366,82
356,696,391,33
357,714,399,7
358,731,389,0
359,741,379,0
360,762,358,0
361,791,329,0
362,800,317,3
363,816,302,2
364,831,286,3
365,838,281,1
366,851,269,0
367,875,245,0
368,888,231,1
369,901,219,0
370,919,201,0
371,945,175,0
372,953,167,0
373,965,155,0
374,991,129,0
375,1002,118,0
376,1024,96,0
377,1037,82,1
378,1050,70,0
379,1064,56,0
380,1071,47,2
381,1081,36,3
382,981,44,95
383,747,86,287
384,665,119,336
385,656,164,300
386,656,208,256
387,656,251,213
388,666,286,168
389,664,327,129
390,669,366,85
391,697,387,36
392,717,394,9
393,727,391,2
394,736,383,1
395,756,364,0
396,769,351,0
397,787,333,0
398,792,328,0
399,805,315,0
400,833,287,0
401,844,275,1
402,859,261,0
403,879,241,0
404,897,223,0
405,896,205,19
406,847,204,69
407,777,208,135
408,682,242,196
409,679,267,174
410,677,304,139
411,697,323,100
412,707,347,66
413,720,361,39
414,740,359,21
415,767,353,0
416,788,332,0
417,810,310,0
418,823,297,0
419,840,280,0
420,859,261,0
421,870,250,0
422,892,228,0
423,900,220,0
424,914,206,0
425,931,189,0
426,947,173,0
427,954,166,0
428,969,151,0
429,976,144,0
430,969,133,18
431,911,139,70
432,788,152,180
433,706,180,234
434,665,216,239
435,663,246,211
436,672,268,180
437,674,294,152
438,672,322,126
439,677,356,87
440,692,390,38
441,723,395,2
442,729,387,4
443,744,376,0
444,765,355,0
445,776,344,0
446,795,325,0
447,815,305,0
448,833,287,0
449,841,278,1
450,861,259,0
451,873,247,0
452,890,229,1
453,905,215,0
454,924,196,0
455,935,185,0
456,955,165,0
457,972,148,0
458,988,132,0
459,1010,110,0
460,1014,103,3
461,999,94,27
462,952,98,70
463,832,118,170
464,689,150,281
465,673,188,259
466,668,228,224
467,674,263,183
468,670,302,148
469,675,341,104
470,697,373,50
471,711,392,17
472,727,389,4
473,743,370,7
474,758,362,0
475,771,348,1
476,792,328,0
477,811,305,4
478,816,297,7
479,837,283,0
480,857,263,0
481,874,246,0
482,887,233,0
483,902,218,0
484,917,203,0
485,934,186,0
486,945,175,0
487,955,165,0
488,975,145,0
489,995,125,0
490,987,113,20
491,918,121,81
492,802,142,176
493,666,172,282
494,665,211,244
495,671,242,207
496,667,279,174
497,685,312,123
498,699,338,83
499,709,359,52
500,729,385,6
501,742,376,2
502,762,358,0
503,781,338,1
504,801,319,0
505,819,301,0
506,834,286,0
507,849,270,1
508,866,254,0
509,885,235,0
510,906,214,0
511,921,199,0
512,936,183,1
513,922,173,25
514,859,177,84
515,778,207,135
516,702,231,187
517,665,269,186
518,685,293,142
519,693,310,117
520,698,329,93
521,722,341,57
522,747,351,22
523,767,346,7
524,783,331,6
525,783,321,16
526,799,306,15
527,800,303,17
528,795,307,18
529,820,299,1
530,837,283,0
531,850,270,0
532,863,257,0
533,883,237,0
534,902,218,0
535,913,207,0
536,928,192,0
537,940,180,0
538,957,163,0
539,912,165,43
540,854,177,89
541,787,203,130
542,686,229,205
543,678,255,187
544,676,279,165
545,677,308,135
546,691,336,93
547,696,364,60
548,722,377,21
549,757,363,0
550,774,346,0
551,792,328,0
552,810,310,0
553,821,299,0
554,838,282,0
555,851,269,0
556,861,259,0
557,878,242,0
558,885,234,1
559,902,214,4
560,918,201,1
561,935,185,0
562,952,167,1
563,959,160,1
564,974,146,0
565,964,138,18
566,893,145,82
567,781,171,168
568,685,201,234
569,674,229,217
570,670,262,188
571,678,285,157
572,676,317,127
573,686,344,90
574,712,363,45
575,740,372,8
576,755,362,3
577,760,348,12
578,768,341,11
579,784,336,0
580,798,322,0
581,810,310,0
582,830,290,0
583,837,283,0
584,851,269,0
585,869,251,0
586,885,235,0
587,901,218,1
588,918,201,1
589,925,192,3
590,919,181,20
591,871,181,68
592,839,197,84
593,771,218,131
594,681,250,189
595,693,271,156
596,709,286,125
597,713,302,105
598,717,319,84
599,710,339,71
600,716,365,39
601,743,367,10
602,766,354,0
603,778,342,0
604,794,326,0
605,804,315,1
606,817,301,2
607,831,289,0
608,844,276,0
609,866,254,0
610,880,240,0
611,897,223,0
612,912,208,0
613,922,198,0
614,943,176,1
615,958,162,0
616,973,147,0
617,989,131,0
618,959,121,40
