t,q,j,a
0,1120,0,0
1,831,23,266
2,689,75,356
3,656,127,337
4,636,184,300
5,637,235,248
6,633,286,201
7,641,335,144
8,644,371,105
9,654,402,64
10,668,429,23
11,681,428,11
12,694,416,10
13,704,406,10
14,703,403,14
15,710,391,19
16,700,388,32
17,699,388,33
18,707,391,22
19,714,386,20
20,727,375,18
21,743,366,11
22,745,356,19
23,754,350,16
24,737,350,33
25,730,348,42
26,724,355,41
27,731,350,39
28,755,343,22
29,740,334,46
30,740,331,49
31,727,339,54
32,717,350,53
33,720,357,43
34,721,349,50
35,709,355,56
36,715,363,42
37,721,360,39
38,723,362,35
39,722,369,29
40,723,367,30
41,726,363,31
42,715,364,41
43,710,378,32
44,728,365,27
45,708,373,39
46,724,370,26
47,706,372,42
48,714,363,43
49,713,371,36
50,716,368,36
51,709,367,44
52,711,371,38
53,725,366,29
54,722,373,25
55,727,378,15
56,744,358,18
57,743,345,32
58,750,339,31
59,745,340,35
60,729,342,49
61,713,358,49
62,735,354,31
63,742,347,31
64,745,340,35
65,732,344,44
66,723,343,54
67,714,354,52
68,718,370,32
69,738,359,23
70,736,354,30
71,737,350,33
72,723,350,47
73,713,358,49
74,708,357,55
75,731,355,34
76,735,351,34
77,738,359,23
78,736,362,22
79,729,363,28
80,725,361,34
81,722,356,42
82,719,354,47
83,729,356,35
84,735,361,24
85,731,348,41
86,731,355,34
87,737,352,31
88,734,349,37
89,736,350,34
90,722,358,40
91,732,347,41
92,726,346,48
93,721,351,48
94,715,350,55
95,708,355,57
96,731,353,36
97,708,369,43
98,718,370,32
99,729,360,31
100,725,362,33
101,737,355,28
102,731,354,35
103,727,352,41
104,720,348,52
105,733,346,41
106,740,338,42
107,725,346,49
108,726,350,44
109,720,344,56
110,714,353,53
111,702,356,62
112,700,369,51
113,700,377,43
114,695,384,41
115,695,394,31
116,710,392,18
117,722,386,12
118,742,369,9
119,752,352,16
120,744,339,37
121,737,330,53
122,731,328,61
123,725,340,55
124,711,350,59
125,725,354,41
126,728,348,44
127,734,350,36
128,718,352,50
129,712,366,42
130,714,375,31
131,724,370,26
132,730,368,22
133,743,358,19
134,739,355,26
135,733,364,23
136,730,357,33
137,735,347,38
138,729,353,38
139,728,355,37
140,731,361,28
141,724,369,27
142,719,376,25
143,726,363,31
144,732,358,30
145,737,354,29
146,741,350,29
147,751,344,25
148,733,347,40
149,735,350,35
150,735,344,41
151,730,341,49
152,726,347,47
153,726,345,49
154,724,347,49
155,721,347,52
156,704,359,57
157,696,372,52
158,721,362,37
159,713,365,42
160,725,372,23
161,728,369,23
162,718,371,31
163,708,373,39
164,703,384,33
165,720,378,22
166,725,365,30
167,713,377,30
168,714,383,23
169,736,368,16
170,733,368,19
171,738,359,23
172,740,352,28
173,732,347,41
174,728,342,50
175,713,349,58
176,710,362,48
177,714,370,36
178,723,365,32
179,725,365,30
180,722,362,36
181,737,361,22
182,754,347,19
183,754,346,20
184,760,326,34
185,744,334,42
186,737,347,36
187,734,350,36
188,713,356,51
189,697,372,51
190,713,364,43
191,711,371,38
192,723,374,23
193,719,374,27
194,712,378,30
195,723,372,25
196,730,369,21
197,738,354,28
198,736,349,35
199,728,349,43
200,721,353,46
201,721,353,46
202,727,351,42
203,721,359,40
204,714,365,41
205,716,365,39
206,707,367,46
207,716,374,30
208,724,366,30
209,733,355,32
210,738,347,35
211,727,356,37
212,747,350,23
213,741,350,29
214,747,344,29
215,753,340,27
216,748,340,32
217,739,340,41
218,719,347,54
219,716,350,54
220,721,357,42
221,698,375,47
222,705,383,32
223,707,377,36
224,712,375,33
225,719,381,20
226,732,371,17
227,736,369,15
228,752,351,17
229,765,335,20
230,766,323,31
231,744,324,52
232,735,322,63
233,722,337,61
234,709,344,67
235,706,350,64
236,691,365,64
237,701,379,40
238,687,395,38
239,713,379,28
240,731,368,21
241,728,364,28
242,739,354,27
243,721,358,41
244,730,355,35
245,756,336,28
246,741,334,45
247,720,333,67
248,699,349,72
249,696,362,62
250,711,364,45
251,725,363,32
252,724,366,30
253,718,366,36
254,731,366,23
255,743,352,25
256,727,355,38
257,719,357,44
258,724,356,40
259,712,359,49
260,706,360,54
261,708,375,37
262,721,368,31
263,725,374,21
264,735,362,23
265,716,365,39
266,718,369,33
267,706,376,38
268,721,369,30
269,725,363,32
270,733,353,34
271,737,349,34
272,734,348,38
273,726,351,43
274,724,350,46
275,715,355,50
276,717,361,42
277,720,366,34
278,721,359,40
279,721,359,40
280,723,360,37
281,714,365,41
282,715,374,31
283,730,367,23
284,741,361,18
285,731,349,40
286,712,362,46
287,715,363,42
288,718,365,37
289,712,368,40
290,707,371,42
291,716,369,35
292,708,374,38
293,722,377,21
294,731,365,24
295,724,362,34
296,711,371,38
297,722,369,29
298,732,361,27
299,743,353,24
300,737,349,34
301,727,348,45
302,716,350,54
303,723,350,47
304,719,349,52
305,725,355,40
306,718,361,41
307,725,360,35
308,720,358,42
309,727,354,39
310,732,354,34
311,734,366,20
312,733,368,19
313,739,361,20
314,719,370,31
315,712,372,36
316,714,371,35
317,711,378,31
318,719,370,31
319,738,361,21
320,740,360,20
321,729,358,33
322,738,351,31
323,713,355,52
324,700,354,66
325,697,368,55
326,702,380,38
327,707,385,28
328,712,384,24
329,717,379,24
330,716,378,26
331,731,360,29
332,724,357,39
333,732,346,42
334,722,358,40
335,732,348,40
336,726,348,46
337,718,359,43
338,719,369,32
339,722,359,39
340,719,367,34
341,710,367,43
342,707,375,38
343,714,374,32
344,723,363,34
345,721,359,40
346,733,356,31
347,744,345,31
348,736,332,52
349,730,337,53
350,724,343,53
351,731,356,33
352,723,353,44
353,733,352,35
354,738,356,26
355,736,354,30
356,734,349,37
357,720,366,34
358,729,362,29
359,729,359,32
360,732,350,38
361,726,345,49
362,728,343,49
363,732,352,36
364,728,364,28
365,741,360,19
366,719,358,43
367,724,352,44
368,717,362,41
369,723,362,35
370,724,364,32
371,727,367,26
372,719,362,39
373,727,355,38
374,728,357,35
375,721,362,37
376,731,357,32
377,718,362,40
378,719,368,33
379,715,379,26
380,709,383,28
381,731,373,16
382,746,365,9
383,754,347,19
384,740,345,35
385,744,346,30
386,726,355,39
387,716,364,40
388,721,371,28
389,746,355,19
390,749,348,23
391,759,338,23
392,742,331,47
393,729,335,56
394,721,342,57
395,716,355,49
396,698,375,47
397,715,374,31
398,725,362,33
399,738,350,32
400,722,349,49
401,706,363,51
402,718,363,39
403,725,365,30
404,735,357,28
405,736,359,25
406,729,356,35
407,718,362,40
408,728,366,26
409,739,363,18
410,740,362,18
411,737,357,26
412,751,348,21
413,752,347,21
414,764,331,25
415,744,334,42
416,743,331,46
417,738,342,40
418,738,340,42
419,716,341,63
420,707,352,61
421,696,364,60
422,705,377,38
423,718,373,29
424,724,365,31
425,717,363,40
426,708,367,45
427,709,366,45
428,696,378,46
429,696,386,38
430,705,380,35
431,699,386,35
432,715,382,23
433,733,377,10
434,735,363,22
435,734,360,26
436,748,350,22
