t,q,j,a
0,1120,0,0
1,1105,14,1
2,1105,15,0
3,1107,13,0
4,1108,12,0
5,1106,14,0
6,1105,15,0
7,1106,14,0
8,1106,14,0
9,1105,15,0
10,1106,14,0
11,1105,15,0
12,1105,15,0
13,1105,15,0
14,1107,13,0
15,1106,14,0
16,1106,14,0
17,1105,14,1
18,1105,15,0
19,1105,15,0
20,1105,15,0
21,1106,14,0
22,1105,15,0
23,1107,13,0
24,1105,15,0
25,1106,14,0
26,1106,14,0
27,1106,14,0
28,1107,13,0
29,1108,12,0
30,1107,13,0
31,1108,12,0
32,1106,14,0
33,1106,14,0
34,1106,14,0
35,1105,15,0
36,1105,15,0
37,1106,14,0
38,1105,15,0
39,1105,15,0
40,1105,15,0
41,1106,14,0
42,1105,15,0
43,1106,14,0
44,1106,14,0
45,1106,14,0
46,1105,15,0
47,1108,12,0
48,1105,15,0
49,1105,15,0
50,1109,11,0
51,1105,15,0
52,1105,15,0
53,1106,14,0
54,1107,13,0
55,1105,15,0
56,1105,15,0
57,1105,15,0
58,1106,14,0
59,1106,14,0
60,1107,13,0
61,1107,13,0
62,1105,15,0
63,1107,13,0
64,1105,15,0
65,1106,14,0
66,1105,15,0
67,1105,15,0
68,1105,15,0
69,1107,13,0
70,1105,15,0
71,1107,13,0
72,1106,14,0
73,1107,13,0
74,1105,15,0
75,1108,12,0
76,1105,15,0
77,1106,14,0
78,1106,14,0
79,1108,12,0
80,1107,12,1
81,1107,13,0
82,1106,13,1
83,1106,14,0
84,1107,13,0
85,1106,13,1
86,1109,11,0
87,1105,15,0
88,1105,15,0
89,1106,14,0
90,1106,14,0
91,1106,14,0
92,1106,14,0
93,1105,15,0
94,1105,15,0
95,1105,15,0
96,1108,12,0
97,1106,14,0
98,1105,15,0
99,1105,15,0
100,1106,14,0
101,1106,14,0
102,1107,13,0
103,1105,15,0
104,1105,15,0
105,1106,14,0
106,1107,12,1
107,1106,14,0
108,1105,15,0
109,1105,15,0
110,1106,14,0
111,1106,14,0
112,1107,13,0
113,1106,14,0
114,1106,14,0
115,1108,12,0
116,1105,15,0
117,1108,12,0
118,1107,13,0
119,1106,14,0
120,1107,13,0
121,1106,14,0
122,1107,13,0
123,1106,14,0
124,1105,15,0
125,1106,14,0
126,1105,15,0
127,1105,15,0
128,1105,15,0
129,1107,13,0
130,1105,15,0
131,1105,15,0
132,1106,14,0
133,1107,13,0
134,1105,15,0
135,1105,15,0
136,1106,14,0
137,1107,13,0
138,1106,14,0
139,1105,15,0
140,1107,13,0
141,1106,14,0
142,1108,12,0
143,1106,14,0
144,1107,13,0
145,1106,14,0
146,1106,14,0
147,1106,14,0
148,1109,11,0
149,1106,14,0
150,1105,15,0
151,1105,15,0
152,1105,15,0
153,1105,15,0
154,1105,15,0
155,1108,12,0
156,1107,13,0
157,1106,14,0
158,1107,13,0
159,1105,15,0
160,1105,15,0
161,1106,14,0
162,1108,12,0
163,1106,13,1
164,1105,15,0
165,1105,15,0
166,1106,14,0
167,1108,12,0
168,1105,15,0
169,1106,14,0
170,1105,15,0
171,1105,15,0
172,1107,13,0
173,1107,13,0
174,1107,13,0
175,1105,15,0
176,1105,15,0
177,1105,15,0
178,1106,14,0
179,1105,15,0
180,1107,13,0
181,1105,14,1
182,1106,14,0
183,1106,14,0
184,1106,14,0
185,1106,14,0
186,1105,15,0
187,1105,15,0
188,1106,14,0
189,1106,13,1
190,1108,12,0
191,1106,13,1
192,1106,14,0
193,1105,15,0
194,1105,15,0
195,1107,13,0
196,1106,14,0
197,1106,14,0
198,1106,14,0
199,1106,14,0
200,1107,13,0
201,1105,15,0
202,1106,14,0
203,1105,15,0
204,1106,14,0
205,1106,14,0
206,1106,14,0
207,1107,13,0
208,1105,15,0
209,1105,15,0
210,1105,15,0
211,1107,13,0
212,1106,13,1
213,1106,14,0
214,1106,14,0
215,1107,13,0
216,1108,12,0
217,1107,13,0
218,1105,15,0
219,1109,11,0
220,1106,14,0
221,1109,11,0
222,1107,13,0
223,1105,15,0
224,1105,15,0
225,1106,14,0
226,1106,14,0
227,1106,14,0
228,1105,15,0
229,1105,15,0
230,1105,15,0
231,1107,13,0
232,1106,14,0
233,1106,14,0
234,1105,14,1
235,1106,14,0
236,1107,13,0
237,1108,11,1
238,1107,13,0
239,1105,14,1
240,1106,14,0
241,1105,15,0
242,1106,14,0
243,1106,14,0
244,1105,15,0
245,1108,12,0
246,1107,13,0
247,1106,13,1
248,1106,14,0
249,1105,15,0
250,1105,15,0
251,1108,12,0
252,1105,15,0
253,1105,15,0
254,1107,13,0
255,1107,13,0
256,1107,13,0
257,1105,14,1
258,1106,14,0
259,1105,15,0
260,1105,15,0
261,1105,15,0
262,1107,13,0
263,1106,14,0
264,1107,13,0
265,1106,13,1
266,1107,13,0
267,1106,13,1
268,1105,15,0
269,1105,15,0
270,1106,14,0
271,1105,15,0
272,1107,13,0
273,1106,13,1
274,1105,15,0
275,1106,14,0
276,1106,14,0
277,1105,15,0
278,1106,14,0
279,1105,15,0
280,1106,14,0
281,1106,14,0
282,1105,15,0
283,1107,13,0
284,1106,14,0
285,1108,12,0
286,1107,12,1
287,1105,15,0
288,1106,14,0
289,1106,13,1
290,1107,13,0
291,1105,15,0
292,1106,14,0
293,1106,14,0
294,1107,13,0
295,1105,15,0
296,1106,14,0
297,1105,14,1
298,1106,14,0
299,1105,14,1
300,1106,14,0
301,1106,14,0
302,1105,14,1
303,1106,14,0
304,1106,14,0
305,1106,14,0
306,1106,14,0
307,1107,13,0
308,1109,11,0
309,1106,14,0
310,1106,14,0
311,1106,14,0
312,1109,11,0
313,1107,13,0
314,1105,15,0
315,1105,15,0
316,1106,14,0
317,1107,13,0
318,1106,14,0
319,1105,15,0
320,1106,14,0
321,1105,15,0
322,1105,15,0
323,1105,15,0
324,1107,13,0
325,1105,14,1
326,1105,15,0
327,1105,15,0
328,1108,12,0
329,1110,9,1
330,1106,14,0
331,1105,15,0
332,1105,15,0
333,1108,12,0
334,1105,14,1
335,1106,14,0
336,1105,15,0
337,1105,15,0
338,1106,14,0
339,1108,12,0
340,1105,15,0
341,1106,14,0
342,1105,15,0
343,1105,15,0
344,1107,13,0
345,1108,12,0
346,1107,12,1
347,1105,15,0
348,1106,14,0
349,1105,15,0
350,1106,14,0
351,1106,14,0
352,1105,14,1
353,1106,14,0
354,1106,14,0
355,1106,14,0
356,1105,15,0
357,1106,14,0
358,1107,13,0
359,1106,13,1
360,1105,15,0
361,1105,15,0
362,1107,13,0
363,1106,14,0
364,1105,15,0
365,1105,15,0
366,1105,15,0
367,1106,14,0
368,1106,14,0
369,1105,15,0
370,1107,13,0
371,1106,14,0
372,1108,12,0
373,1106,14,0
374,1107,13,0
375,1106,14,0
376,1106,13,1
377,1107,13,0
378,1105,15,0
379,1105,15,0
380,1105,15,0
381,1105,15,0
382,1106,14,0
383,1106,14,0
384,1106,14,0
385,1106,14,0
386,1105,15,0
387,1109,11,0
388,1105,15,0
389,1106,14,0
390,1106,14,0
391,1107,13,0
392,1105,15,0
393,1105,15,0
394,1109,11,0
395,1107,13,0
396,1106,14,0
397,1105,15,0
398,1107,13,0
399,1105,15,0
400,1106,14,0
401,1106,14,0
402,1108,12,0
403,1105,15,0
404,1106,14,0
405,1105,15,0
406,1105,15,0
407,1105,15,0
408,1105,15,0
409,1106,14,0
410,1105,15,0
411,1106,14,0
412,1105,15,0
413,1107,13,0
414,1105,15,0
415,1105,15,0
416,1107,13,0
417,1106,14,0
418,1107,13,0
419,1105,15,0
420,1106,14,0
421,1105,15,0
422,1106,14,0
423,1106,13,1
424,1106,14,0
425,1105,15,0
426,1106,14,0
427,1106,14,0
428,1107,13,0
429,1107,13,0
430,1105,15,0
431,1105,15,0
432,1105,15,0
433,1108,12,0
434,1108,12,0
435,1106,14,0
436,1105,15,0
437,1106,14,0
438,1106,13,1
439,1106,14,0
440,1106,14,0
441,1108,12,0
442,1106,14,0
443,1105,15,0
444,1106,14,0
445,1105,15,0
446,1105,15,0
447,1106,14,0
448,1110,10,0
449,1106,14,0
450,1107,13,0
451,1106,14,0
452,1108,11,1
453,1105,15,0
454,1105,15,0
455,1106,14,0
456,1105,15,0
457,1108,12,0
458,1106,14,0
459,1107,13,0
460,1105,15,0
461,1106,14,0
462,1108,11,1
463,1105,14,1
464,1105,15,0
465,1106,14,0
466,1105,15,0
467,1105,15,0
468,1105,15,0
469,1105,15,0
470,1105,15,0
471,1105,15,0
472,1107,13,0
473,1107,13,0
474,1107,13,0
475,1108,12,0
476,1108,12,0
477,1105,15,0
478,1105,15,0
479,1106,14,0
480,1107,13,0
481,1106,14,0
482,1105,15,0
483,1105,15,0
484,1105,15,0
485,1106,14,0
486,1106,14,0
487,1105,15,0
488,1106,14,0
489,1105,15,0
490,1106,14,0
491,1105,15,0
492,1106,14,0
493,1108,12,0
494,1105,15,0
495,1105,15,0
496,1107,13,0
497,1108,12,0
498,1106,14,0
499,1107,13,0
500,1105,15,0
501,1105,15,0
502,1108,12,0
503,1108,12,0
504,1105,15,0
505,1106,14,0
506,1108,12,0
507,1105,15,0
508,1108,12,0
509,1105,13,2
510,1106,14,0
511,1108,12,0
512,1107,13,0
513,1107,12,1
514,1106,14,0
515,1105,15,0
516,1105,15,0
517,1106,14,0
518,1106,14,0
519,1107,12,1
520,1107,13,0
521,1105,15,0
522,1106,14,0
523,1105,15,0
524,1105,15,0
525,1106,14,0
526,1106,14,0
527,1105,15,0
528,1105,15,0
529,1106,14,0
530,1107,13,0
531,1106,14,0
532,1106,14,0
533,1106,14,0
534,1107,13,0
535,1107,13,0
536,1105,15,0
537,1105,15,0
538,1105,15,0
539,1105,15,0
540,1105,15,0
541,1105,15,0
542,1107,13,0
543,1106,14,0
544,1106,14,0
545,1106,14,0
546,1105,15,0
547,1106,14,0
548,1105,15,0
549,1108,12,0
550,1105,15,0
551,1106,14,0
552,1106,14,0
553,1105,15,0
554,1105,15,0
555,1106,14,0
556,1107,13,0
557,1105,15,0
558,1105,15,0
559,1106,14,0
560,1108,11,1
561,1105,15,0
562,1107,13,0
563,1106,14,0
564,1108,12,0
565,1106,14,0
566,1105,15,0
567,1106,14,0
568,1107,13,0
569,1105,15,0
570,1108,12,0
571,1107,13,0
572,1106,14,0
573,1106,14,0
574,1106,14,0
575,1106,14,0
576,1106,14,0
577,1105,15,0
578,1106,14,0
579,1106,14,0
580,1105,15,0
581,1106,14,0
582,1106,14,0
583,1105,15,0
584,1105,15,0
585,1106,14,0
586,1106,14,0
587,1105,15,0
588,1105,15,0
589,1105,15,0
590,1106,14,0
591,1107,13,0
592,1105,15,0
593,1105,15,0
594,1108,12,0
595,1108,11,1
596,1107,13,0
597,1106,14,0
598,1105,15,0
599,1106,14,0
600,1105,15,0
601,1105,15,0
602,1106,14,0
