t,q,j,a
0,640,0,0
1,628,12,0
2,628,12,0
3,620,12,8
4,616,24,0
5,617,23,0
6,617,23,0
7,617,23,0
8,617,23,0
9,619,21,0
10,619,21,0
11,619,21,0
12,618,22,0
13,604,23,13
14,600,36,4
15,604,36,0
16,593,41,6
17,592,47,1
18,593,47,0
19,600,40,0
20,601,39,0
21,602,35,3
22,566,41,33
23,524,69,47
24,483,107,50
25,463,136,41
26,459,160,21
27,463,169,8
28,473,167,0
29,481,159,0
30,488,151,1
31,499,141,0
32,505,135,0
33,510,130,0
34,519,121,0
35,524,116,0
36,528,111,1
37,534,106,0
38,537,103,0
39,543,97,0
40,549,91,0
41,556,84,0
42,564,76,0
43,566,74,0
44,573,66,1
45,582,58,0
46,587,52,1
47,589,50,1
48,594,46,0
49,602,37,1
50,606,32,2
51,607,33,0
52,610,29,1
53,613,27,0
54,617,23,0
55,619,21,0
56,617,23,0
57,617,23,0
58,619,21,0
59,619,21,0
60,620,20,0
61,621,19,0
62,622,18,0
63,622,18,0
64,622,18,0
65,622,17,1
66,624,16,0
67,623,16,1
68,623,17,0
69,623,17,0
70,624,16,0
71,626,14,0
72,618,16,6
73,610,26,4
74,611,29,0
75,612,28,0
76,614,26,0
77,613,26,1
78,615,24,1
79,611,29,0
80,613,27,0
81,612,28,0
82,613,27,0
83,591,36,13
84,590,48,2
85,596,44,0
86,596,44,0
87,598,42,0
88,603,37,0
89,607,32,1
90,610,30,0
91,607,32,1
92,608,32,0
93,610,30,0
94,609,31,0
95,610,30,0
96,610,30,0
97,614,26,0
98,613,27,0
99,613,26,1
100,621,19,0
101,624,15,1
102,622,17,1
103,622,17,1
104,621,19,0
105,623,17,0
106,623,14,3
107,613,25,2
108,614,26,0
109,615,25,0
110,616,24,0
111,606,28,6
112,592,40,8
113,592,47,1
114,596,44,0
115,597,42,1
116,597,43,0
117,597,43,0
118,597,43,0
119,599,41,0
120,599,41,0
121,602,37,1
122,601,39,0
123,602,38,0
124,605,35,0
125,603,37,0
126,608,32,0
127,609,31,0
128,610,30,0
129,613,27,0
130,614,26,0
131,614,26,0
132,615,25,0
133,612,28,0
134,614,26,0
135,608,28,4
136,613,27,0
137,615,25,0
138,614,26,0
139,614,26,0
140,614,26,0
141,616,24,0
142,619,21,0
143,619,21,0
144,619,20,1
145,614,26,0
146,616,24,0
147,615,25,0
148,617,23,0
149,619,21,0
150,622,18,0
151,620,20,0
152,617,23,0
153,614,24,2
154,615,25,0
155,616,24,0
156,616,24,0
157,617,23,0
158,617,23,0
159,618,22,0
