t,q,j,a
0,1120,0,0
1,1026,26,68
2,785,76,259
3,640,133,347
4,639,189,292
5,641,244,235
6,645,294,181
7,649,342,129
8,667,385,68
9,692,409,19
10,707,410,3
11,725,395,0
12,749,371,0
13,767,353,0
14,777,343,0
15,787,333,0
16,802,317,1
17,817,303,0
18,833,286,1
19,843,277,0
20,867,253,0
21,863,243,14
22,848,239,33
23,810,251,59
24,779,271,70
25,726,292,102
26,713,315,92
27,714,340,66
28,731,353,36
29,759,346,15
30,785,334,1
31,804,310,6
32,822,288,10
33,837,270,13
34,820,272,28
35,803,269,48
36,776,288,56
37,758,312,50
38,756,333,31
39,736,345,39
40,748,353,19
41,765,353,2
42,785,334,1
43,801,318,1
44,824,296,0
45,845,271,4
46,838,267,15
47,815,266,39
48,806,281,33
49,820,290,10
50,820,282,18
51,823,283,14
52,808,275,37
53,798,282,40
54,813,289,18
55,799,294,27
56,774,296,50
57,770,297,53
58,782,300,38
59,777,309,34
60,791,320,9
61,808,310,2
62,817,296,7
63,830,281,9
64,842,268,10
65,839,267,14
66,840,269,11
67,844,260,16
68,835,262,23
69,826,260,34
70,789,276,55
71,769,294,57
72,735,316,69
73,750,327,43
74,770,335,15
75,798,320,2
76,823,296,1
77,839,279,2
78,857,263,0
79,871,249,0
80,888,231,1
81,900,220,0
82,916,203,1
83,929,191,0
84,947,173,0
85,946,158,16
86,907,169,44
87,788,199,133
88,685,237,198
89,656,284,180
90,660,326,134
91,677,365,78
92,692,390,38
93,712,391,17
94,724,385,11
95,725,373,22
96,741,361,18
97,755,359,6
98,778,342,0
99,793,325,2
100,816,303,1
101,824,293,3
102,830,279,11
103,848,270,2
104,864,256,0
105,866,239,15
106,836,242,42
107,794,255,71
108,772,280,68
109,727,312,81
110,706,346,68
111,719,374,27
112,736,368,16
113,759,358,3
114,789,331,0
115,817,302,1
116,833,287,0
117,848,269,3
118,858,254,8
119,847,256,17
120,840,255,25
121,824,260,36
122,839,264,17
123,834,267,19
124,821,265,34
125,831,272,17
126,845,275,0
127,861,258,1
128,883,237,0
129,900,220,0
130,917,203,0
131,921,189,10
132,891,188,41
133,801,221,98
134,723,252,145
135,675,288,157
136,666,329,125
137,675,367,78
138,702,390,28
139,732,387,1
140,742,378,0
141,755,365,0
142,776,344,0
143,797,323,0
144,812,308,0
145,826,293,1
146,839,277,4
147,848,257,15
148,864,251,5
149,875,243,2
150,879,238,3
151,896,222,2
152,888,214,18
153,881,219,20
154,889,223,8
155,828,235,57
156,785,250,85
157,744,279,97
158,725,303,92
159,723,324,73
160,745,338,37
161,778,340,2
162,799,321,0
163,823,297,0
164,830,280,10
165,815,273,32
166,819,280,21
167,811,288,21
168,799,293,28
169,777,298,45
170,777,316,27
171,786,317,17
172,803,316,1
173,822,295,3
174,827,285,8
175,827,274,19
176,851,268,1
177,865,255,0
178,884,232,4
179,886,228,6
180,852,223,45
181,826,234,60
182,771,251,98
183,718,282,120
184,701,324,95
185,689,358,73
186,702,384,34
187,733,383,4
188,758,360,2
189,774,346,0
190,792,328,0
191,814,306,0
192,828,287,5
193,848,272,0
194,861,259,0
195,880,235,5
196,854,227,39
197,805,239,76
198,772,262,86
199,741,286,93
200,707,317,96
201,707,346,67
202,724,370,26
203,732,373,15
204,750,362,8
205,780,340,0
206,799,321,0
207,814,306,0
208,834,286,0
209,850,269,1
210,881,239,0
211,896,222,2
212,916,204,0
213,926,193,1
214,920,187,13
215,913,194,13
216,879,202,39
217,788,239,93
218,697,286,137
219,677,329,114
220,679,364,77
221,712,386,22
222,725,390,5
223,748,368,4
224,772,348,0
225,797,322,1
226,821,298,1
227,816,285,19
228,829,277,14
229,844,270,6
230,862,258,0
231,878,242,0
232,887,233,0
233,897,223,0
234,872,217,31
235,822,231,67
236,778,257,85
237,747,283,90
238,719,313,88
239,728,336,56
240,728,357,35
241,735,364,21
242,756,364,0
243,784,336,0
244,801,319,0
245,818,301,1
246,840,280,0
247,849,271,0
248,871,247,2
249,841,253,26
250,806,261,53
251,785,281,54
252,782,290,48
253,754,309,57
254,733,329,58
255,720,359,41
256,741,362,17
257,757,352,11
258,765,340,15
259,772,331,17
260,783,315,22
261,768,315,37
262,771,314,35
263,791,313,16
264,791,311,18
265,784,300,36
266,774,304,42
267,791,307,22
268,806,305,9
269,824,295,1
270,837,283,0
271,847,273,0
272,868,251,1
273,874,234,12
274,871,235,14
275,882,237,1
276,898,222,0
277,901,211,8
278,910,205,5
279,905,195,20
280,857,198,65
281,763,233,124
282,695,270,155
283,666,313,141
284,664,362,94
285,712,389,19
286,730,381,9
287,754,364,2
288,768,352,0
289,783,334,3
290,795,321,4
291,820,300,0
292,836,284,0
293,851,269,0
294,862,255,3
295,884,236,0
296,879,223,18
297,848,223,49
298,818,242,60
299,754,274,92
300,722,297,101
301,724,325,71
302,734,342,44
303,741,345,34
304,744,342,34
305,745,342,33
306,752,345,23
307,763,343,14
308,771,341,8
309,784,326,10
310,783,321,16
311,789,324,7
312,797,317,6
313,817,303,0
314,837,283,0
315,853,265,2
316,863,253,4
317,888,232,0
318,900,220,0
319,914,204,2
320,911,191,18
321,903,188,29
322,904,191,25
323,906,191,23
324,895,200,25
325,882,200,38
326,813,220,87
327,761,250,109
328,693,290,137
329,690,324,106
330,674,361,85
331,695,377,48
332,715,386,19
333,744,374,2
334,760,360,0
335,787,331,2
336,791,323,6
337,805,313,2
338,818,302,0
339,825,288,7
340,839,279,2
341,857,262,1
342,870,250,0
343,887,233,0
344,905,215,0
345,918,202,0
346,931,187,2
347,929,167,24
348,893,173,54
349,829,195,96
350,712,234,174
351,658,281,181
352,656,326,138
353,674,368,78
354,702,383,35
355,727,385,8
356,752,368,0
357,772,346,2
358,787,324,9
359,793,315,12
360,801,312,7
361,818,302,0
362,833,287,0
363,846,273,1
364,866,254,0
365,884,236,0
366,900,219,1
367,892,214,14
368,897,215,8
369,905,212,3
370,928,191,1
371,933,178,9
372,887,177,56
373,767,204,149
374,661,253,206
375,669,287,164
376,676,321,123
377,685,355,80
378,694,381,45
379,721,394,5
380,749,369,2
381,766,349,5
382,787,326,7
383,810,308,2
384,828,292,0
385,834,281,5
386,844,274,2
387,856,260,4
388,857,253,10
389,850,252,18
390,856,253,11
391,874,246,0
392,891,228,1
393,911,209,0
394,910,199,11
395,896,203,21
396,836,218,66
397,743,249,128
398,687,285,148
399,678,317,125
400,682,342,96
401,710,361,49
402,715,377,28
403,737,379,4
404,761,357,2
405,780,339,1
406,792,324,4
407,803,317,0
408,818,301,1
409,823,289,8
410,827,283,10
411,820,282,18
412,820,291,9
413,814,288,18
414,785,301,34
415,756,307,57
416,742,314,64
417,729,334,57
418,757,342,21
419,773,342,5
420,804,315,1
421,825,295,0
422,851,269,0
423,866,249,5
424,878,241,1
425,889,231,0
426,902,205,13
427,896,203,21
428,871,217,32
429,840,211,69
430,787,227,106
431,723,263,134
432,661,307,152
433,656,354,110
434,670,391,59
435,684,418,18
436,713,403,4
437,733,386,1
438,754,366,0
439,769,351,0
440,781,336,3
441,795,319,6
442,817,303,0
443,840,280,0
444,857,263,0
445,857,249,14
446,853,250,17
447,842,252,26
448,852,259,9
449,834,259,27
450,808,274,38
451,758,299,63
452,749,317,54
453,760,322,38
454,767,319,34
455,774,323,23
456,786,321,13
457,806,310,4
458,809,298,13
459,828,281,11
460,836,273,11
461,856,262,2
462,864,256,0
463,870,249,1
464,886,231,3
465,879,223,18
466,852,234,34
467,837,244,39
468,836,250,34
469,843,257,20
470,854,255,11
471,833,247,40
472,789,263,68
473,786,276,58
474,764,302,54
475,745,311,64
476,721,340,59
477,728,350,42
478,754,360,6
479,778,339,3
480,797,323,0
481,811,309,0
482,834,286,0
483,854,266,0
484,866,254,0
485,881,239,0
486,880,230,10
487,879,223,18
488,862,224,34
489,813,234,73
490,761,266,93
491,717,294,109
492,674,338,108
493,689,366,65
494,704,387,29
495,733,379,8
496,748,368,4
497,759,360,1
498,774,346,0
499,809,311,0
500,829,290,1
501,851,268,1
502,860,251,9
503,878,233,9
504,851,231,38
505,820,238,62
506,769,267,84
507,751,303,66
508,762,336,22
509,774,327,19
510,779,324,17
511,795,319,6
512,812,306,2
513,817,292,11
514,836,280,4
515,848,265,7
516,852,258,10
517,880,235,5
518,878,236,6
519,893,226,1
520,913,207,0
521,925,194,1
522,929,188,3
523,938,181,1
524,955,164,1
525,935,162,23
526,899,167,54
527,819,189,112
528,678,232,210
529,652,275,193
530,671,299,150
531,676,333,111
532,682,374,64
533,702,400,18
534,725,395,0
535,753,367,0
536,773,347,0
537,803,317,0
538,805,304,11
539,809,300,11
540,815,293,12
541,832,283,5
542,847,272,1
543,862,257,1
544,868,247,5
545,835,250,35
546,823,261,36
547,823,273,24
548,808,286,26
549,793,289,38
550,777,300,43
551,753,311,56
552,748,334,38
553,789,328,3
554,812,308,0
555,835,283,2
556,859,257,4
557,877,243,0
558,888,222,10
559,870,213,37
560,838,227,55
561,788,240,92
562,715,277,128
563,677,317,126
564,656,362,102
565,670,407,43
566,705,409,6
567,725,395,0
568,746,374,0
569,759,357,4
570,779,339,2
571,792,328,0
572,811,309,0
573,824,296,0
574,840,280,0
575,846,268,6
576,861,258,1
577,882,238,0
578,883,224,13
579,871,226,23
580,860,233,27
581,822,243,55
582,795,264,61
583,743,287,90
584,714,325,81
585,725,339,56
586,753,347,20
587,772,345,3
588,796,323,1
589,823,296,1
590,857,259,4
591,861,241,18
592,838,241,41
593,798,260,62
594,741,294,85
595,702,329,89
596,716,362,42
597,734,378,8
598,755,365,0
599,775,344,1
600,790,329,1
601,808,312,0
602,828,289,3
603,844,276,0
604,861,259,0
605,872,240,8
606,869,233,18
607,871,230,19
608,860,233,27
609,845,235,40
610,825,247,48
611,804,257,59
612,768,276,76
613,722,300,98
614,724,324,72
615,727,360,33
616,738,367,15
617,753,359,8
618,777,338,5
619,778,333,9
620,794,322,4
621,804,308,8
622,817,298,5
623,825,288,7
624,839,279,2
625,856,263,1
626,874,246,0
627,862,232,26
628,830,232,58
629,759,264,97
630,721,298,101
631,714,321,85
632,711,345,64
633,731,361,28
634,748,358,14
635,769,346,5
636,775,335,10
637,795,320,5
638,822,298,0
639,854,266,0
640,869,251,0
641,879,238,3
642,862,237,21
643,839,243,38
644,818,267,35
645,790,283,47
646,761,312,47
647,735,334,51
648,731,349,40
649,744,353,23
650,771,344,5
651,780,340,0
652,810,310,0
653,819,294,7
654,819,277,24
655,799,280,41
656,794,294,32
657,820,300,0
658,843,275,2
659,866,252,2
