t,q,j,a
0,1120,0,0
1,501,52,567
2,264,109,747
3,264,164,692
4,267,218,635
5,262,274,584
6,272,320,528
7,271,368,481
8,272,415,433
9,267,466,387
10,286,500,334
11,279,542,299
12,284,577,259
13,280,616,224
14,282,655,183
15,285,691,144
16,309,715,96
17,321,737,62
18,356,753,11
19,391,729,0
20,427,693,0
21,463,653,4
22,491,624,5
23,515,598,7
24,561,558,1
25,587,532,1
26,619,500,1
27,626,476,18
28,519,483,118
29,355,496,269
30,305,512,303
31,307,525,288
32,308,536,276
33,294,562,264
34,306,576,238
35,304,590,226
36,304,605,211
37,299,627,194
38,293,655,172
39,310,668,142
40,320,683,117
41,330,697,93
42,338,704,78
43,384,702,34
44,410,695,15
45,410,683,27
46,412,678,30
47,429,671,20
48,455,655,10
49,494,625,1
50,522,598,0
51,545,572,3
52,579,537,4
53,618,502,0
54,646,474,0
55,647,452,21
56,544,455,121
57,370,476,274
58,304,493,323
59,298,516,306
60,305,532,283
61,301,552,267
62,296,574,250
63,298,596,226
64,310,605,205
65,296,631,193
66,310,645,165
67,313,658,149
68,316,679,125
69,321,696,103
70,337,712,71
71,362,728,30
72,399,719,2
73,442,674,4
74,478,640,2
75,516,603,1
76,541,577,2
77,580,539,1
78,584,514,22
79,515,520,85
80,394,525,201
81,311,536,273
82,302,555,263
83,289,585,246
84,305,601,214
85,310,615,195
86,314,629,177
87,310,641,169
88,313,649,158
89,311,667,142
90,306,683,131
91,313,700,107
92,333,703,84
93,352,710,58
94,371,721,28
95,402,702,16
96,430,671,19
97,445,659,16
98,488,629,3
99,515,601,4
100,547,571,2
101,575,542,3
102,590,529,1
103,626,493,1
104,653,466,1
105,656,439,25
106,554,442,124
107,385,460,275
108,313,466,341
109,294,493,333
110,302,509,309
111,301,529,290
112,301,548,271
113,304,565,251
114,311,574,235
115,296,598,226
116,305,612,203
117,309,624,187
118,300,645,175
119,294,671,155
120,304,688,128
121,292,718,110
122,328,730,62
123,365,726,29
124,387,720,13
125,422,695,3
126,459,660,1
127,496,621,3
128,518,602,0
129,548,572,0
130,588,531,1
131,607,505,8
132,590,482,48
133,448,491,181
134,309,504,307
135,305,519,296
136,303,529,288
137,301,549,270
138,302,568,250
139,305,583,232
140,308,596,216
141,312,607,201
142,304,624,192
143,308,635,177
144,310,647,163
145,309,664,147
146,322,680,118
147,335,701,84
148,355,709,56
149,372,717,31
150,398,706,16
151,425,682,13
152,451,663,6
153,489,630,1
154,525,594,1
155,522,569,29
156,504,562,54
157,434,578,108
158,349,591,180
159,315,599,206
160,320,603,197
161,302,621,197
162,300,640,180
163,315,649,156
164,324,651,145
165,311,672,137
166,303,702,115
167,349,694,77
168,368,698,54
169,398,702,20
170,437,671,12
171,452,634,34
172,449,625,46
173,440,621,59
174,412,619,89
175,360,635,125
176,342,650,128
177,347,664,109
178,359,684,77
179,398,681,41
180,436,671,13
181,459,659,2
182,502,618,0
183,536,580,4
184,577,541,2
185,605,514,1
186,643,476,1
187,672,446,2
188,698,418,4
189,711,394,15
190,597,387,136
191,344,415,361
192,298,438,384
193,286,470,364
194,285,506,329
195,304,523,293
196,295,548,277
197,298,571,251
198,295,595,230
199,305,610,205
200,305,626,189
201,306,649,165
202,309,667,144
203,295,696,129
204,313,716,91
205,335,734,51
206,367,736,17
207,399,721,0
208,424,696,0
209,453,664,3
210,479,641,0
211,507,612,1
212,552,567,1
213,569,540,11
214,563,536,21
215,614,503,3
216,626,472,22
217,517,464,139
218,360,470,290
219,303,488,329
220,301,508,311
221,295,534,291
222,298,556,266
223,303,574,243
