t,q,j,a
0,1120,0,0
1,1104,10,6
2,1062,23,35
3,815,70,235
4,626,126,368
5,626,176,318
6,626,227,267
7,643,262,215
8,651,295,174
9,648,334,138
10,670,361,89
11,682,394,44
12,716,400,4
13,746,374,0
14,777,343,0
15,809,309,2
16,844,275,1
17,865,254,1
18,894,226,0
19,913,207,0
20,950,169,1
21,977,140,3
22,1005,114,1
23,1022,98,0
24,1048,72,0
25,1063,57,0
26,1080,40,0
27,1087,33,0
28,1097,23,0
29,1098,22,0
30,1104,16,0
31,1101,18,1
32,1102,18,0
33,1103,17,0
34,1102,18,0
35,1100,20,0
36,1100,20,0
37,1101,18,1
38,1099,21,0
39,1099,20,1
40,1102,18,0
41,1100,20,0
42,1102,18,0
43,1038,29,53
44,843,71,206
45,636,121,363
46,627,171,322
47,627,220,273
48,629,268,223
49,637,307,176
50,646,349,125
51,661,386,73
52,705,395,20
53,733,386,1
54,764,356,0
55,796,323,1
56,831,289,0
57,855,265,0
58,876,244,0
59,899,220,1
60,936,184,0
61,961,159,0
62,982,138,0
63,1011,108,1
64,1028,92,0
65,1054,66,0
66,989,61,70
67,766,100,254
68,633,143,344
69,636,184,300
70,634,226,260
71,640,264,216
72,641,299,180
73,651,328,141
74,663,360,97
75,698,378,44
76,734,386,0
77,761,359,0
78,778,340,2
79,804,316,0
80,835,285,0
81,868,252,0
82,904,216,0
83,920,188,12
84,907,179,34
85,867,192,61
86,771,210,139
87,700,234,186
88,670,261,189
89,652,290,178
90,661,309,150
91,647,342,131
92,655,371,94
93,674,405,41
94,717,403,0
95,742,377,1
96,768,352,0
97,798,322,0
98,822,298,0
99,852,268,0
100,892,228,0
101,918,202,0
102,948,171,1
103,978,142,0
104,1007,113,0
105,1030,89,1
106,1047,73,0
107,1058,62,0
108,1077,43,0
109,1084,29,7
110,1050,40,30
111,864,74,182
112,632,126,362
113,629,173,318
114,631,218,271
115,633,260,227
116,634,305,181
117,639,343,138
118,652,380,88
119,682,403,35
120,715,404,1
121,746,374,0
122,771,349,0
123,790,327,3
124,813,307,0
125,857,263,0
126,888,228,4
127,912,208,0
128,935,183,2
129,965,154,1
130,994,126,0
131,1020,99,1
132,1052,68,0
133,1066,54,0
134,1080,40,0
135,1084,35,1
136,1092,28,0
137,1087,26,7
138,1001,39,80
139,763,81,276
140,629,128,363
141,622,184,314
142,631,228,261
143,638,265,217
144,647,294,179
145,647,332,141
146,653,367,100
147,674,402,44
148,696,408,16
149,736,384,0
150,766,354,0
151,802,317,1
152,821,299,0
153,853,267,0
154,884,236,0
155,916,204,0
156,929,170,21
157,906,151,63
158,771,180,169
159,657,204,259
160,651,228,241
161,642,260,218
162,655,288,177
163,659,314,147
164,654,347,119
165,662,378,80
166,697,395,28
167,721,399,0
168,750,369,1
169,784,336,0
170,820,300,0
171,859,261,0
172,891,228,1
173,921,199,0
174,948,172,0
175,936,162,22
176,915,160,45
177,831,179,110
178,702,204,214
179,641,243,236
180,643,279,198
181,654,307,159
182,656,333,131
183,658,359,103
184,668,391,61
185,691,411,18
186,722,397,1
187,761,359,0
188,793,327,0
189,826,293,1
190,847,270,3
191,869,248,3
192,885,232,3
193,910,203,7
194,915,185,20
195,857,185,78
196,762,207,151
197,665,228,227
198,646,260,214
199,654,285,181
200,638,327,155
201,657,357,106
202,682,377,61
203,703,391,26
204,728,387,5
205,755,365,0
206,779,341,0
207,822,298,0
208,838,281,1
209,873,247,0
210,897,223,0
211,922,198,0
212,945,174,1
213,932,156,32
214,883,155,82
215,724,182,214
216,645,211,264
217,648,236,236
218,649,266,205
219,645,299,176
220,647,334,139
221,653,363,104
222,665,403,52
223,710,398,12
224,742,378,0
225,770,349,1
226,805,314,1
227,829,291,0
228,858,262,0
229,882,238,0
230,912,208,0
231,946,174,0
232,976,144,0
233,997,121,2
234,1014,106,0
235,985,87,48
236,889,109,122
237,676,152,292
238,643,187,290
239,631,232,257
240,634,274,212
241,631,321,168
242,650,357,113
243,664,387,69
244,704,404,12
245,730,389,1
246,758,362,0
247,788,331,1
248,815,305,0
249,848,272,0
250,887,232,1
251,916,204,0
252,941,179,0
253,967,153,0
254,998,121,1
255,1022,98,0
256,1041,79,0
257,1057,63,0
258,1077,42,1
259,1086,34,0
260,1096,24,0
261,1104,16,0
262,1104,16,0
263,1106,14,0
264,1106,14,0
265,1106,14,0
266,1104,16,0
267,1100,19,1
268,1102,18,0
269,1101,18,1
270,1102,17,1
271,1099,21,0
272,1101,19,0
273,1101,19,0
274,1097,21,2
275,1027,35,58
276,813,81,226
277,622,131,367
278,631,174,315
279,628,220,272
280,623,271,226
281,634,314,172
282,653,337,130
283,661,366,93
284,687,383,50
285,703,398,19
286,739,381,0
287,771,349,0
288,798,321,1
289,812,307,1
290,834,286,0
291,865,255,0
292,909,211,0
293,935,185,0
294,958,160,2
295,888,150,82
296,776,166,178
297,653,195,272
298,649,223,248
299,650,251,219
300,645,282,193
301,641,318,161
302,645,352,123
303,655,388,77
304,690,411,19
305,724,395,1
306,746,374,0
307,786,333,1
308,806,313,1
309,838,282,0
310,873,247,0
311,899,221,0
312,931,188,1
313,960,160,0
314,993,127,0
315,1021,99,0
316,1042,78,0
317,959,70,91
318,713,106,301
319,646,138,336
320,641,173,306
321,636,214,270
322,637,254,229
323,633,299,188
324,633,345,142
325,656,379,85
326,684,416,20
327,725,395,0
328,751,369,0
329,795,325,0
330,821,299,0
331,850,270,0
332,880,240,0
333,917,203,0
334,940,180,0
335,958,154,8
336,981,139,0
337,1011,109,0
338,1039,80,1
339,1054,66,0
340,1062,57,1
341,1074,46,0
342,1084,35,1
343,1095,25,0
344,1100,20,0
345,1101,19,0
346,1100,20,0
