t,q,j,a
0,1120,0,0
1,1100,13,7
2,1037,29,54
3,815,78,227
4,634,138,348
5,635,195,290
6,638,250,232
7,648,307,165
8,663,359,98
9,685,400,35
10,699,421,0
11,709,411,0
12,716,404,0
13,723,397,0
14,731,389,0
15,742,378,0
16,750,370,0
17,764,356,0
18,771,349,0
19,782,338,0
20,796,324,0
21,803,317,0
22,812,308,0
23,820,299,1
24,833,287,0
25,834,286,0
26,841,277,2
27,841,272,7
28,844,272,4
29,853,267,0
30,864,256,0
31,874,246,0
32,890,230,0
33,901,218,1
34,922,198,0
35,928,192,0
36,938,182,0
37,951,169,0
38,959,160,1
39,969,151,0
40,976,144,0
41,987,133,0
42,996,123,1
43,1003,117,0
44,1010,110,0
45,1015,105,0
46,1023,97,0
47,1037,83,0
48,1041,77,2
49,1016,78,26
50,915,100,105
51,708,146,266
52,640,197,283
53,642,249,229
54,656,299,165
55,666,347,107
56,680,394,46
57,701,419,0
58,708,410,2
59,714,406,0
60,733,386,1
61,746,374,0
62,753,367,0
63,759,359,2
64,776,344,0
65,790,330,0
66,796,324,0
67,809,311,0
68,823,297,0
69,832,288,0
70,835,285,0
71,845,275,0
72,853,266,1
73,859,261,0
74,870,250,0
75,877,243,0
76,873,236,11
77,836,248,36
78,819,267,34
79,820,283,17
80,811,298,11
81,827,293,0
82,833,286,1
83,836,282,2
84,846,274,0
85,853,267,0
86,869,251,0
87,880,240,0
88,892,228,0
89,903,217,0
90,908,212,0
91,916,204,0
92,930,190,0
93,938,182,0
94,948,170,2
95,932,165,23
96,873,180,67
97,756,213,151
98,664,259,197
99,649,307,164
100,649,356,115
101,671,402,47
102,696,421,3
103,708,412,0
104,720,400,0
105,734,386,0
106,751,369,0
107,757,362,1
108,768,352,0
109,777,343,0
110,786,334,0
111,799,321,0
112,805,315,0
113,816,304,0
114,824,296,0
115,835,285,0
116,846,274,0
117,860,260,0
118,867,253,0
119,877,243,0
120,887,232,1
121,894,225,1
122,909,211,0
123,917,203,0
124,930,189,1
125,942,178,0
126,943,177,0
127,947,170,3
128,925,171,24
129,873,187,60
130,834,217,69
131,775,258,87
132,671,304,145
133,672,334,114
134,663,375,82
135,684,418,18
136,701,419,0
137,711,409,0
138,728,392,0
139,741,379,0
140,751,369,0
141,759,360,1
142,774,346,0
143,792,328,0
144,804,316,0
145,817,303,0
146,838,282,0
147,856,264,0
148,870,250,0
149,876,244,0
150,882,238,0
151,891,229,0
152,898,220,2
153,907,213,0
154,916,204,0
155,907,200,13
156,874,216,30
157,868,237,15
158,860,246,14
159,851,255,14
160,861,259,0
161,872,248,0
162,884,236,0
163,892,227,1
164,902,218,0
165,913,207,0
166,925,195,0
167,933,187,0
168,941,179,0
169,951,169,0
170,962,158,0
171,964,147,9
172,959,150,11
173,954,160,6
174,956,164,0
175,964,156,0
176,972,148,0
177,978,142,0
178,992,128,0
179,1001,119,0
180,1007,112,1
181,1014,106,0
182,1019,101,0
183,1026,94,0
184,1030,90,0
185,1034,86,0
186,1038,82,0
187,1033,79,8
188,961,102,57
189,781,150,189
190,644,207,269
191,635,265,220
192,641,321,158
193,656,368,96
194,687,412,21
195,697,420,3
196,711,409,0
197,731,389,0
198,742,378,0
199,752,368,0
200,760,360,0
201,762,358,0
202,770,350,0
203,782,338,0
204,794,326,0
205,803,317,0
206,814,306,0
207,826,294,0
208,831,289,0
209,844,276,0
210,847,272,1
211,855,265,0
212,860,260,0
213,869,251,0
214,883,237,0
215,896,224,0
216,891,221,8
217,864,230,26
218,836,252,32
219,814,272,34
220,785,299,36
221,797,314,9
222,813,307,0
223,825,295,0
224,837,283,0
225,852,268,0
226,861,259,0
227,877,243,0
228,890,230,0
229,893,227,0
230,907,213,0
231,913,207,0
232,927,193,0
233,937,182,1
234,952,167,1
235,966,154,0
236,975,145,0
237,984,136,0
238,994,124,2
239,999,121,0
240,1002,118,0
241,1009,111,0
242,1012,108,0
243,1023,97,0
244,941,104,75
245,769,152,199
246,648,211,261
247,636,268,216
248,640,321,159
249,648,371,101
250,669,422,29
251,687,431,2
252,702,418,0
253,708,412,0
254,713,407,0
255,728,392,0
256,739,381,0
257,755,365,0
258,767,353,0
259,773,347,0
260,787,333,0
261,801,319,0
262,813,307,0
263,824,296,0
264,835,285,0
265,851,268,1
266,863,256,1
267,879,241,0
268,889,231,0
269,897,223,0
270,908,212,0
271,919,201,0
272,925,195,0
273,920,192,8
274,903,196,21
275,873,211,36
276,848,225,47
277,810,257,53
278,756,301,63
279,740,344,36
280,745,358,17
281,750,358,12
282,760,360,0
283,774,346,0
284,786,331,3
285,794,318,8
286,809,311,0
287,820,300,0
288,831,289,0
289,847,273,0
290,859,261,0
291,875,245,0
292,888,231,1
293,895,225,0
294,911,209,0
295,921,199,0
296,929,191,0
297,935,185,0
298,938,181,1
299,929,180,11
300,920,193,7
301,926,193,1
302,936,183,1
303,944,176,0
304,951,169,0
305,935,169,16
306,873,183,64
307,790,220,110
308,680,273,167
309,667,323,130
310,676,371,73
311,697,408,15
312,713,407,0
313,725,395,0
314,733,385,2
315,747,373,0
316,757,363,0
317,767,352,1
318,785,335,0
319,796,323,1
320,806,314,0
321,816,304,0
322,838,282,0
323,833,277,10
324,821,283,16
325,835,285,0
326,844,276,0
327,848,272,0
328,856,264,0
329,865,255,0
330,869,250,1
331,881,239,0
332,892,228,0
333,901,219,0
334,905,215,0
335,912,208,0
336,920,200,0
337,930,189,1
338,939,181,0
339,944,176,0
340,955,165,0
341,967,153,0
342,979,141,0
343,983,137,0
344,994,126,0
345,998,122,0
346,989,118,13
347,859,137,124
348,719,184,217
349,653,226,241
350,647,275,198
351,639,330,151
352,660,377,83
353,698,400,22
354,723,397,0
355,741,379,0
356,737,374,9
357,746,368,6
358,754,366,0
359,759,360,1
360,769,351,0
361,780,340,0
362,791,329,0
363,801,319,0
364,815,305,0
365,826,294,0
366,841,279,0
367,851,268,1
368,855,262,3
369,852,261,7
370,865,255,0
371,879,240,1
372,887,233,0
373,894,226,0
374,902,218,0
375,908,212,0
376,917,203,0
377,925,194,1
378,933,187,0
379,943,177,0
380,954,166,0
381,952,160,8
382,888,178,54
383,765,227,128
384,670,281,169
385,655,329,136
386,658,371,91
387,694,404,22
388,711,408,1
389,724,396,0
390,735,385,0
391,753,367,0
392,768,352,0
393,786,334,0
394,799,321,0
395,820,300,0
396,835,285,0
397,847,273,0
398,857,263,0
399,866,250,4
400,874,246,0
401,879,241,0
402,886,234,0
403,896,224,0
404,884,223,13
405,890,230,0
406,897,223,0
407,905,215,0
408,913,207,0
409,921,199,0
410,928,189,3
411,907,196,17
412,892,210,18
413,855,226,39
414,791,252,77
415,731,295,94
416,698,331,91
417,702,360,58
418,697,392,31
419,693,411,16
420,707,411,2
421,718,402,0
422,736,384,0
423,745,375,0
424,758,362,0
425,769,351,0
426,794,326,0
427,808,312,0
428,828,292,0
429,845,275,0
430,857,263,0
431,865,253,2
432,869,248,3
433,871,244,5
434,885,235,0
435,893,227,0
436,905,215,0
437,910,210,0
438,916,204,0
439,923,197,0
440,916,191,13
441,843,216,61
442,741,268,111
443,678,315,127
444,671,350,99
445,685,392,43
446,716,403,1
447,730,390,0
448,747,373,0
449,759,360,1
450,769,349,2
451,789,331,0
452,808,311,1
453,819,301,0
454,829,291,0
455,842,278,0
456,859,261,0
457,870,250,0
458,877,243,0
459,890,230,0
460,901,219,0
461,916,204,0
462,927,193,0
463,940,180,0
464,948,172,0
465,954,164,2
466,903,168,49
467,823,200,97
468,722,252,146
469,641,309,170
470,649,357,114
471,672,397,51
472,694,423,3
473,713,407,0
474,722,398,0
475,739,381,0
476,746,374,0
477,759,361,0
478,771,348,1
479,784,336,0
480,800,320,0
481,810,310,0
482,823,297,0
483,832,288,0
484,841,279,0
485,848,272,0
486,858,259,3
487,873,247,0
488,884,236,0
489,896,224,0
490,908,212,0
491,922,197,1
492,931,189,0
493,942,178,0
494,951,169,0
495,957,163,0
496,963,157,0
497,969,151,0
498,969,148,3
499,915,154,51
500,805,190,125
501,682,235,203
502,636,289,195
503,651,338,131
504,671,389,60
505,690,410,20
506,702,417,1
507,711,409,0
508,723,397,0
509,736,383,1
510,742,377,1
511,756,364,0
512,780,340,0
513,789,330,1
514,810,310,0
515,815,304,1
516,828,292,0
517,841,279,0
518,856,264,0
519,863,257,0
520,868,252,0
521,873,247,0
522,877,243,0
523,886,234,0
524,892,228,0
525,898,222,0
526,904,216,0
527,913,207,0
528,925,195,0
529,932,187,1
530,940,180,0
531,947,173,0
532,955,165,0
533,959,160,1
534,968,152,0
535,975,144,1
536,987,133,0
537,992,128,0
538,1003,117,0
539,1009,111,0
540,1016,104,0
541,1025,95,0
542,1028,92,0
543,1041,79,0
544,1047,73,0
545,1055,65,0
546,1063,56,1
547,1074,46,0
548,1086,34,0
549,1090,29,1
550,1090,30,0
551,1096,24,0
552,1098,22,0
553,1102,18,0
554,1102,18,0
555,1102,18,0
556,1101,19,0
557,1102,18,0
558,1093,20,7
559,1037,36,47
560,824,83,213
561,640,141,339
562,632,201,287
563,635,257,228
564,640,311,169
565,645,369,106
566,662,419,39
567,674,445,1
568,689,431,0
569,695,425,0
570,704,416,0
571,715,405,0
572,727,393,0
573,740,380,0
574,748,372,0
575,757,363,0
576,765,355,0
577,764,348,8
578,757,349,14
579,774,346,0
580,784,336,0
581,795,325,0
582,808,312,0
583,819,301,0
584,822,297,1
585,839,281,0
586,842,278,0
587,851,269,0
588,858,262,0
589,863,257,0
590,871,249,0
591,874,245,1
592,864,244,12
593,873,241,6
594,855,243,22
595,802,261,57
596,787,292,41
597,792,309,19
598,763,325,32
599,757,336,27
600,756,346,18
601,765,348,7
602,785,335,0
603,799,321,0
604,813,307,0
605,830,290,0
606,847,273,0
607,860,260,0
608,887,233,0
609,891,229,0
610,905,215,0
611,912,208,0
612,926,194,0
613,911,189,20
614,856,205,59
615,796,242,82
616,744,283,93
617,706,332,82
618,695,369,56
619,700,395,25
620,715,396,9
621,723,394,3
622,734,386,0
623,743,377,0
624,754,366,0
625,763,357,0
626,774,346,0
627,787,333,0
628,796,324,0
629,805,315,0
630,816,304,0
631,832,288,0
632,842,277,1
633,850,270,0
634,857,263,0
635,864,256,0
636,878,242,0
637,884,235,1
638,895,225,0
639,902,218,0
640,909,205,6
641,889,207,24
642,864,231,25
643,854,249,17
644,840,264,16
645,851,269,0
646,861,259,0
647,876,244,0
648,883,235,2
649,855,234,31
650,786,255,79
651,729,288,103
652,710,335,75
653,683,376,61
654,701,403,16
655,718,402,0
656,734,386,0
657,753,367,0
658,762,358,0
659,776,343,1
660,790,329,1
661,805,315,0
662,812,308,0
663,825,295,0
664,838,282,0
665,850,270,0
666,842,266,12
667,838,273,9
668,850,270,0
669,855,265,0
670,865,255,0
671,874,245,1
672,878,242,0
673,883,237,0
674,892,228,0
675,901,219,0
676,913,206,1
677,921,199,0
678,927,192,1
679,934,186,0
680,944,176,0
681,947,173,0
682,953,167,0
683,959,161,0
684,970,149,1
685,974,146,0
686,989,131,0
687,999,121,0
688,1004,116,0
689,1010,110,0
690,1021,99,0
691,1031,89,0
692,1043,77,0
693,1049,71,0
694,1053,67,0
695,1062,58,0
696,1072,48,0
697,1077,43,0
698,1077,43,0
699,1089,31,0
700,1093,27,0
701,1096,24,0
702,1097,23,0
703,1098,22,0
704,1098,22,0
705,1099,21,0
706,1086,24,10
707,1007,46,67
708,763,95,262
709,632,155,333
710,632,215,273
711,635,273,212
712,638,329,153
713,643,384,93
714,667,426,27
715,684,436,0
716,694,426,0
717,705,415,0
718,716,404,0
719,726,394,0
720,741,379,0
721,754,366,0
722,769,351,0
723,783,337,0
724,788,332,0
725,797,323,0
726,808,312,0
727,818,302,0
728,822,297,1
729,833,287,0
730,845,275,0
731,858,262,0
732,870,250,0
733,879,241,0
734,887,232,1
735,899,221,0
736,906,214,0
737,914,206,0
738,921,198,1
739,895,195,30
740,834,215,71
741,740,252,128
742,678,297,145
743,650,345,125
744,665,391,64
745,697,415,8
746,716,404,0
747,736,384,0
748,745,375,0
749,764,356,0
750,774,346,0
751,794,326,0
752,808,311,1
753,823,296,1
754,835,285,0
755,850,270,0
756,873,247,0
757,884,236,0
758,891,229,0
759,907,213,0
760,909,211,0
761,915,205,0
762,916,196,8
763,883,205,32
764,838,226,56
765,780,269,71
766,711,306,103
767,702,348,70
768,721,374,25
769,737,383,0
770,741,379,0
771,754,366,0
772,767,351,2
773,772,348,0
774,780,340,0
775,793,327,0
776,808,312,0
777,820,298,2
778,832,288,0
779,842,278,0
780,855,264,1
781,847,259,14
782,840,260,20
783,823,268,29
784,821,285,14
785,841,278,1
786,839,272,9
787,831,273,16
788,821,283,16
789,834,284,2
790,848,272,0
791,849,263,8
792,839,263,18
793,804,277,39
794,804,299,17
795,792,313,15
796,792,318,10
797,804,316,0
798,815,304,1
799,828,292,0
800,838,282,0
801,848,271,1
802,859,261,0
803,876,243,1
804,884,235,1
805,893,227,0
806,905,215,0
807,914,206,0
808,924,196,0
809,937,183,0
810,947,173,0
811,953,167,0
812,959,161,0
813,971,149,0
814,979,141,0
815,986,134,0
816,994,126,0
817,1000,120,0
818,1005,115,0
819,1012,108,0
820,1018,102,0
821,1023,96,1
822,1024,95,1
823,1028,91,1
824,1035,85,0
825,1043,76,1
826,1008,79,33
827,875,113,132
828,674,165,281
829,639,219,262
830,634,279,207
831,647,328,145
832,656,379,85
833,677,423,20
834,693,427,0
835,709,411,0
836,727,393,0
837,734,386,0
838,748,372,0
839,764,356,0
840,776,344,0
841,787,333,0
842,804,316,0
843,816,304,0
844,827,292,1
845,830,285,5
846,814,288,18
847,823,288,9
848,830,290,0
849,834,286,0
850,841,279,0
851,851,269,0
852,862,258,0
853,871,249,0
854,880,240,0
855,874,235,11
856,873,239,8
857,889,230,1
858,881,232,7
859,894,226,0
860,900,220,0
861,912,208,0
862,925,195,0
863,933,187,0
864,940,180,0
865,950,170,0
866,959,161,0
867,974,146,0
868,986,134,0
869,990,130,0
870,1001,119,0
871,1015,105,0
872,1024,96,0
873,1035,85,0
874,1034,85,1
875,1038,81,1
876,1049,71,0
877,1062,58,0
878,1066,54,0
879,1068,52,0
880,1071,49,0
881,986,64,70
882,775,109,236
883,635,169,316
884,635,225,260
885,638,280,202
886,643,332,145
887,661,374,85
888,683,411,26
889,698,420,2
890,708,412,0
891,721,397,2
892,730,390,0
893,740,380,0
894,751,369,0
895,762,358,0
896,770,350,0
897,780,339,1
898,789,331,0
899,805,315,0
900,808,312,0
901,815,305,0
902,834,286,0
903,843,277,0
904,855,265,0
905,869,251,0
906,871,246,3
907,874,246,0
908,876,244,0
909,882,238,0
910,890,230,0
911,904,216,0
912,902,212,6
913,877,215,28
914,853,231,36
915,833,253,34
916,845,266,9
917,822,276,22
918,790,294,36
919,756,324,40
920,751,346,23
921,764,355,1
922,771,349,0
923,788,331,1
924,793,326,1
925,805,315,0
926,815,305,0
927,835,284,1
928,857,263,0
929,874,245,1
930,872,239,9
931,826,238,56
932,783,260,77
933,743,305,72
934,722,349,49
935,704,379,37
936,721,390,9
937,737,383,0
938,743,377,0
939,755,365,0
940,766,354,0
941,775,345,0
942,787,331,2
943,791,328,1
944,801,318,1
945,800,313,7
946,799,311,10
947,812,308,0
948,820,300,0
949,833,287,0
950,845,275,0
951,859,261,0
952,875,245,0
953,893,227,0
954,902,217,1
955,915,205,0
956,906,196,18
