t,q,j,a
0,1440,0,0
1,1400,22,18
2,1132,68,240
3,829,127,484
4,825,181,434
5,821,237,382
6,824,289,327
7,830,337,273
8,838,378,224
9,841,418,181
10,835,466,139
11,844,510,86
12,876,536,28
13,900,539,1
14,936,504,0
15,956,481,3
16,983,457,0
17,1004,435,1
18,1035,404,1
19,1055,384,1
20,1084,356,0
21,1108,332,0
22,1133,305,2
23,1148,292,0
24,1167,273,0
25,1187,252,1
26,1202,237,1
27,1223,217,0
28,1240,200,0
29,1261,179,0
30,1281,159,0
31,1292,141,7
32,1266,135,39
33,1095,161,184
34,837,207,396
35,840,246,354
36,838,287,315
37,842,323,275
38,828,375,237
39,841,412,187
40,842,448,150
41,843,489,108
42,872,516,52
43,890,538,12
44,919,520,1
45,946,493,1
46,968,472,0
47,989,451,0
48,1010,429,1
49,1031,409,0
50,1049,390,1
51,1067,371,2
52,1099,341,0
53,1123,316,1
54,1137,303,0
55,1156,283,1
56,1181,259,0
57,1199,240,1
58,1221,219,0
59,1216,202,22
60,1109,211,120
61,897,241,302
62,841,279,320
63,851,306,283
64,839,346,255
65,843,380,217
66,850,406,184
67,844,440,156
68,857,468,115
69,860,503,77
70,883,520,37
71,893,536,11
72,907,533,0
73,932,508,0
74,951,488,1
75,976,464,0
76,990,448,2
77,1016,424,0
78,1043,397,0
79,1072,367,1
80,1091,349,0
81,1116,321,3
82,1140,299,1
83,1155,284,1
84,1180,260,0
85,1191,237,12
86,1123,239,78
87,945,270,225
88,845,303,292
89,849,333,258
90,848,361,231
91,847,393,200
92,847,425,168
93,855,452,133
94,856,490,94
95,882,523,35
96,921,518,1
97,950,490,0
98,981,459,0
99,998,442,0
100,1023,417,0
101,1054,386,0
102,1067,373,0
103,1089,351,0
104,1103,335,2
105,1124,316,0
106,1149,290,1
107,1164,275,1
108,1187,253,0
109,1203,237,0
110,1214,211,15
111,1161,226,53
112,1005,252,183
113,851,287,302
114,840,325,275
115,847,356,237
116,850,385,205
117,843,422,175
118,851,450,139
119,865,473,102
120,878,498,64
121,919,513,8
122,947,492,1
123,960,480,0
124,982,455,3
125,1005,435,0
126,1022,417,1
127,1040,399,1
128,1052,385,3
129,1072,368,0
130,1096,343,1
131,1103,332,5
132,1130,309,1
133,1149,291,0
134,1179,261,0
135,1198,238,4
136,1222,218,0
137,1241,198,1
138,1272,168,0
139,1286,152,2
140,1305,135,0
141,1323,117,0
142,1332,104,4
143,1346,93,1
144,1355,85,0
145,1371,68,1
146,1383,57,0
147,1381,58,1
148,1390,50,0
149,1393,47,0
150,1395,45,0
151,1396,43,1
152,1259,56,125
153,912,105,423
154,823,159,458
155,826,212,402
156,824,266,350
157,833,311,296
158,825,364,251
159,831,414,195
160,849,452,139
161,850,495,95
162,883,517,40
163,919,520,1
164,944,496,0
165,959,481,0
166,985,455,0
167,1011,429,0
168,1029,411,0
169,1047,393,0
170,1079,360,1
171,1099,340,1
172,1118,322,0
173,1136,304,0
174,1158,282,0
175,1182,258,0
176,1186,247,7
177,1156,245,39
178,1109,253,78
179,946,279,215
180,837,319,284
181,848,349,243
182,850,378,212
183,863,394,183
184,850,421,169
185,839,461,140
186,854,498,88
187,890,519,31
188,925,514,1
189,958,482,0
190,983,456,1
191,1003,437,0
192,1016,422,2
193,1027,407,6
194,1022,400,18
195,1038,399,3
196,1058,381,1
197,1083,357,0
198,1100,337,3
199,1088,326,26
200,1076,336,28
201,1049,336,55
202,957,357,126
203,887,385,168
204,845,420,175
205,854,444,142
206,853,480,107
207,878,503,59
208,924,504,12
209,964,476,0
210,993,446,1
211,1016,424,0
212,1040,400,0
213,1060,379,1
214,1087,353,0
215,1093,338,9
216,1085,325,30
217,1069,340,31
218,1087,336,17
219,1067,345,28
220,1015,347,78
