t,q,j,a
0,1120,0,0
1,1106,14,0
2,1105,15,0
3,1105,15,0
4,1107,13,0
5,1105,15,0
6,1105,15,0
7,1105,15,0
8,1105,15,0
9,1106,14,0
10,1105,15,0
11,1105,15,0
12,1106,14,0
13,1105,15,0
14,1106,14,0
15,1106,14,0
16,1107,13,0
17,1106,14,0
18,1105,15,0
19,1106,14,0
20,1106,14,0
21,1108,12,0
22,1106,14,0
23,1108,12,0
24,1106,14,0
25,1106,14,0
26,1106,14,0
27,1106,14,0
28,1107,13,0
29,1106,13,1
30,1106,14,0
31,1106,14,0
32,1105,15,0
33,1106,14,0
34,1106,14,0
35,1105,15,0
36,1106,14,0
37,1106,14,0
38,1107,12,1
39,1106,13,1
40,1105,15,0
41,1106,14,0
42,1106,14,0
43,1108,12,0
44,1107,13,0
45,1106,14,0
46,1107,13,0
47,1105,15,0
48,1105,15,0
49,1106,14,0
50,1107,13,0
51,1105,15,0
52,1105,15,0
53,1106,14,0
54,1105,15,0
55,1105,15,0
56,1105,15,0
57,1105,15,0
58,1107,13,0
59,1106,14,0
60,1105,15,0
61,1105,15,0
62,1106,14,0
63,1106,13,1
64,1107,13,0
65,1105,15,0
66,1105,15,0
67,1105,15,0
68,1105,15,0
69,1105,15,0
70,1107,13,0
71,1106,14,0
72,1106,14,0
73,1109,11,0
74,1105,15,0
75,1105,15,0
76,1107,13,0
77,1107,12,1
78,1108,12,0
79,1106,14,0
80,1105,15,0
81,1107,13,0
82,1106,14,0
83,1107,13,0
84,1106,14,0
85,1107,13,0
86,1106,14,0
87,1105,15,0
88,1105,15,0
89,1107,13,0
90,1107,13,0
91,1106,14,0
92,1106,14,0
93,1105,15,0
94,1107,13,0
95,1105,15,0
96,1105,15,0
97,1105,15,0
98,1105,15,0
99,1105,15,0
100,1107,13,0
101,1106,14,0
102,1106,14,0
103,1106,14,0
104,1105,15,0
105,1108,12,0
106,1105,15,0
107,1107,13,0
108,1107,13,0
109,1107,13,0
110,1107,13,0
111,1105,14,1
112,1105,15,0
113,1105,15,0
114,1106,14,0
115,1105,15,0
116,1105,15,0
117,1105,15,0
118,1106,14,0
119,1105,15,0
120,1105,15,0
121,1105,15,0
122,1107,13,0
123,1105,15,0
124,1106,14,0
125,1108,12,0
126,1110,10,0
127,1107,13,0
128,1105,13,2
129,1107,13,0
130,1105,15,0
131,1105,15,0
132,1106,14,0
133,1106,14,0
134,1106,14,0
135,1108,12,0
136,1108,12,0
137,1105,15,0
138,1107,13,0
139,1107,13,0
140,1106,14,0
141,1106,13,1
142,1106,14,0
143,1105,15,0
144,1106,14,0
145,1106,14,0
146,1105,15,0
147,1106,14,0
148,1108,12,0
149,1105,14,1
150,1106,14,0
151,1105,15,0
152,1106,14,0
153,1106,14,0
154,1108,12,0
155,1107,13,0
156,1107,13,0
157,1105,15,0
