t,q,j,a
0,1120,0,0
1,860,34,226
2,635,92,393
3,607,149,364
4,613,200,307
5,618,247,255
6,617,297,206
7,623,337,160
8,632,374,114
9,645,401,74
10,636,426,58
11,652,440,28
12,662,437,21
13,672,432,16
14,676,429,15
15,696,412,12
16,696,408,16
17,708,388,24
18,703,387,30
19,699,387,34
20,684,396,40
21,707,383,30
22,708,382,30
23,680,389,51
24,687,394,39
25,707,380,33
26,697,380,43
27,702,374,44
28,718,368,34
29,716,366,38
30,720,362,38
31,713,373,34
32,718,362,40
33,710,370,40
34,705,373,42
35,708,378,34
36,715,371,34
37,714,367,39
38,732,358,30
39,731,360,29
40,718,357,45
41,698,363,59
42,698,372,50
43,688,385,47
44,695,395,30
45,701,392,27
46,716,364,40
47,713,364,43
48,725,354,41
49,703,356,61
50,685,371,64
51,678,386,56
52,681,392,47
53,694,394,32
54,709,393,18
55,711,390,19
56,732,368,20
57,708,368,44
58,720,366,34
59,722,366,32
60,704,378,38
61,712,374,34
62,717,377,26
63,724,372,24
64,728,371,21
65,723,376,21
66,725,371,24
67,718,371,31
68,710,373,37
69,716,360,44
70,702,363,55
71,698,363,59
72,677,387,56
73,694,392,34
74,702,399,19
75,710,390,20
76,715,382,23
77,725,376,19
78,724,363,33
79,717,360,43
80,715,354,51
81,710,362,48
82,707,367,46
83,689,377,54
84,689,382,49
85,694,387,39
86,714,378,28
87,726,375,19
88,736,370,14
89,746,358,16
90,731,354,35
91,700,354,66
92,699,370,51
93,691,375,54
94,684,378,58
95,704,375,41
96,707,384,29
97,710,377,33
98,715,370,35
99,719,367,34
100,721,369,30
101,708,372,40
102,698,374,48
103,694,379,47
104,693,389,38
105,702,387,31
106,701,387,32
107,709,385,26
108,717,379,24
109,716,365,39
110,714,360,46
111,696,363,61
112,702,373,45
113,688,383,49
114,690,385,45
115,679,395,46
116,691,397,32
117,702,392,26
118,710,384,26
119,724,372,24
120,716,365,39
121,706,370,44
122,718,362,40
123,710,364,46
124,701,367,52
125,704,374,42
126,690,377,53
127,695,378,47
128,704,374,42
129,696,383,41
130,700,384,36
131,702,379,39
132,697,385,38
133,696,388,36
134,700,389,31
135,690,392,38
136,691,399,30
137,696,381,43
138,697,380,43
139,703,381,36
140,710,388,22
141,718,374,28
142,721,366,33
143,720,358,42
144,708,359,53
145,708,356,56
146,686,372,62
147,701,377,42
148,696,380,44
149,672,397,51
150,688,399,33
151,694,393,33
152,685,391,44
153,686,387,47
154,689,384,47
155,690,389,41
156,705,378,37
157,715,368,37
158,726,364,30
159,720,365,35
160,716,356,48
161,711,358,51
162,704,363,53
163,693,379,48
164,701,373,46
165,704,368,48
166,683,378,59
167,696,379,45
168,671,399,50
169,685,394,41
170,684,392,44
171,692,393,35
172,708,386,26
173,696,381,43
174,692,388,40
175,716,375,29
176,707,371,42
177,716,370,34
178,701,373,46
179,714,368,38
180,717,364,39
181,712,362,46
182,705,356,59
183,696,366,58
184,685,376,59
185,671,399,50
186,678,404,38
