t,q,j,a
0,1440,0,0
1,267,56,1117
2,180,114,1146
3,185,168,1087
4,182,224,1034
5,188,275,977
6,194,320,926
7,189,370,881
8,192,415,833
9,196,457,787
10,205,490,745
11,193,535,712
12,198,574,668
13,199,614,627
14,205,645,590
15,207,676,557
16,215,700,525
17,207,731,502
18,218,751,471
19,213,777,450
20,213,803,424
21,223,818,399
22,225,830,385
23,226,842,372
24,239,841,360
25,232,848,360
26,230,854,356
27,223,870,347
28,247,861,332
29,239,858,343
30,237,859,344
31,236,859,345
32,232,866,342
33,250,855,335
34,230,864,346
35,243,860,337
36,229,869,342
37,234,872,334
38,246,863,331
39,240,861,339
40,237,861,342
41,252,848,340
42,238,849,353
43,231,856,353
44,238,855,347
45,242,852,346
46,245,846,349
47,239,846,355
48,246,838,356
49,243,834,363
50,235,838,367
51,238,839,363
52,241,836,363
53,232,841,367
54,234,846,360
55,222,862,356
56,249,851,340
57,230,860,350
58,234,865,341
59,240,861,339
60,244,855,341
61,231,862,347
62,236,863,341
63,245,857,338
64,241,855,344
65,223,871,346
66,232,878,330
67,239,877,324
68,231,885,324
69,247,877,316
70,231,883,326
71,238,884,318
72,232,891,317
73,240,890,310
74,238,890,312
75,254,873,313
76,244,865,331
77,236,867,337
78,249,856,335
79,243,851,346
80,230,858,352
81,229,867,344
82,243,862,335
83,234,866,340
84,255,846,339
85,247,838,355
86,230,847,363
87,229,857,354
88,235,859,346
89,237,859,344
90,238,860,342
91,231,868,341
92,243,862,335
93,238,863,339
94,235,866,339
95,232,871,337
96,252,855,333
97,227,867,346
98,235,870,335
99,244,863,333
100,244,856,340
101,237,858,345
102,236,861,343
103,237,861,342
104,241,857,342
105,254,841,345
106,231,849,360
107,249,838,353
108,225,849,366
109,231,855,354
110,230,864,346
111,254,849,337
112,239,847,354
113,241,843,356
114,222,859,359
115,228,869,343
116,252,856,332
117,234,860,346
118,237,861,342
119,243,856,341
120,219,875,346
121,239,874,327
122,243,868,329
123,248,858,334
124,242,855,343
125,253,841,346
126,236,841,363
127,232,848,360
128,239,848,353
129,238,847,355
130,244,841,355
131,242,836,362
132,228,846,366
133,235,848,357
134,227,859,354
135,232,865,343
136,236,868,336
137,237,868,335
138,236,870,334
139,240,869,331
140,233,875,332
141,235,877,328
142,232,884,324
143,238,884,318
144,235,886,319
145,231,892,317
146,239,892,309
147,241,890,309
148,243,883,314
149,258,864,318
150,239,863,338
151,245,856,339
152,224,870,346
153,248,861,331
154,239,860,341
155,237,860,343
156,241,858,341
157,244,852,344
