t,q,j,a
0,1440,0,0
1,312,54,1074
2,171,115,1154
3,178,166,1096
4,175,222,1043
5,175,279,986
6,176,335,929
7,182,385,873
8,187,428,825
9,186,473,781
10,191,513,736
11,188,556,696
12,196,592,652
13,197,627,616
14,196,662,582
15,201,692,547
16,207,714,519
17,206,740,494
18,217,752,471
19,212,772,456
20,207,795,438
21,212,815,413
22,199,847,394
23,216,859,365
24,234,857,349
25,223,866,351
26,224,873,343
27,229,875,336
28,214,893,333
29,224,900,316
30,233,898,309
31,236,893,311
32,229,893,318
33,248,876,316
34,227,881,332
35,247,866,327
36,221,876,343
37,237,871,332
38,219,884,337
39,233,883,324
40,237,876,327
41,229,879,332
42,247,864,329
43,227,867,346
44,234,863,343
45,238,857,345
46,244,841,355
47,220,853,367
48,215,869,356
49,212,887,341
50,226,893,321
51,218,907,315
52,232,905,303
53,230,906,304
54,231,907,302
55,241,897,302
56,240,888,312
57,241,876,323
58,222,884,334
59,231,885,324
60,232,884,324
61,240,875,325
62,241,866,333
63,240,858,342
64,237,851,352
65,219,863,358
66,228,867,345
67,235,863,342
68,231,864,345
69,233,862,345
70,219,873,348
71,226,878,336
72,225,883,332
73,240,874,326
74,244,862,334
75,230,864,346
76,235,860,345
77,230,861,349
78,228,865,347
79,230,865,345
80,222,873,345
81,250,855,335
82,218,868,354
83,229,871,340
84,234,867,339
85,235,863,342
86,235,859,346
87,237,854,349
88,226,860,354
89,229,860,351
90,243,849,348
91,234,847,359
92,231,846,363
93,224,854,362
94,224,862,354
95,233,859,348
96,219,872,349
97,232,872,336
98,230,874,336
99,235,870,335
100,238,863,339
101,245,849,346
102,225,855,360
103,231,856,353
104,225,862,353
105,235,858,347
106,228,861,351
107,241,851,348
108,229,854,357
109,233,852,355
110,226,857,357
111,234,853,353
112,232,853,355
113,232,851,357
114,227,855,358
115,214,873,353
116,244,860,336
117,230,861,349
118,244,848,348
119,233,844,363
120,227,848,365
121,222,856,362
122,229,858,353
123,222,868,350
124,226,870,344
125,235,867,338
126,230,867,343
127,240,858,342
128,226,864,350
129,221,873,346
130,251,852,337
131,223,858,359
132,220,868,352
133,223,875,342
134,237,869,334
135,224,877,339
136,216,892,332
137,254,870,316
138,224,878,338
139,220,888,332
140,234,886,320
141,239,878,323
142,252,857,331
143,233,854,353
144,234,852,354
145,229,854,357
146,230,856,354
147,231,857,352
148,239,850,351
149,234,847,359
150,239,840,361
151,232,840,368
152,224,847,369
153,226,853,361
154,225,857,358
155,228,859,353
156,235,855,350
157,219,866,355
158,231,864,345
159,239,857,344
