t,q,j,a
0,1120,0,0
1,1076,24,20
2,896,60,164
3,672,116,332
4,655,172,293
5,655,228,237
6,661,281,178
7,666,334,120
8,680,381,59
9,699,413,8
10,711,409,0
11,726,394,0
12,732,388,0
13,741,379,0
14,752,368,0
15,765,355,0
16,781,338,1
17,791,328,1
18,802,318,0
19,812,308,0
20,832,288,0
21,844,275,1
22,853,267,0
23,860,260,0
24,872,247,1
25,880,239,1
26,888,232,0
27,897,223,0
28,913,207,0
29,927,193,0
30,940,180,0
31,954,166,0
32,966,154,0
33,976,144,0
34,989,131,0
35,1003,117,0
36,1013,107,0
37,1023,97,0
38,1035,83,2
39,1016,83,21
40,915,100,105
41,768,140,212
42,678,188,254
43,669,230,221
44,665,278,177
45,677,323,120
46,696,365,59
47,712,398,10
48,723,396,1
49,733,387,0
50,747,373,0
51,758,362,0
52,778,342,0
53,790,330,0
54,801,319,0
55,815,305,0
56,823,296,1
57,839,281,0
58,848,272,0
59,860,260,0
60,870,250,0
61,875,245,0
62,884,231,5
63,895,220,5
64,906,214,0
65,915,205,0
66,923,197,0
67,936,184,0
68,940,175,5
69,906,177,37
70,836,205,79
71,772,242,106
72,712,291,117
73,697,330,93
74,698,363,59
75,713,390,17
76,729,390,1
77,750,370,0
78,771,349,0
79,789,330,1
80,812,308,0
81,823,297,0
82,839,281,0
83,843,277,0
84,849,271,0
85,862,257,1
86,874,245,1
87,882,237,1
88,891,229,0
89,894,224,2
90,910,210,0
91,916,204,0
92,927,193,0
93,936,184,0
94,946,174,0
95,952,167,1
96,963,156,1
97,979,141,0
98,987,133,0
99,993,127,0
100,1002,118,0
101,1015,104,1
102,1026,94,0
103,1037,83,0
104,1039,81,0
105,1049,71,0
106,1060,60,0
107,1069,49,2
108,1072,48,0
109,1082,38,0
110,1083,36,1
111,1087,33,0
112,1025,39,56
113,815,88,217
114,654,146,320
115,660,197,263
116,658,250,212
117,662,301,157
118,662,356,102
119,673,411,36
120,696,424,0
121,700,420,0
122,717,403,0
123,723,397,0
124,742,378,0
125,750,370,0
126,762,358,0
127,775,344,1
128,789,331,0
129,799,319,2
130,813,306,1
131,820,300,0
132,833,287,0
133,842,276,2
134,854,266,0
135,869,251,0
136,888,231,1
137,869,234,17
138,876,233,11
139,882,232,6
140,885,232,3
141,904,216,0
142,916,204,0
143,930,190,0
144,942,177,1
145,958,162,0
146,968,147,5
147,973,147,0
148,982,136,2
149,991,129,0
150,1003,117,0
151,1019,101,0
152,1030,90,0
153,1037,83,0
154,1045,75,0
155,1052,68,0
156,1055,64,1
157,1058,61,1
158,1060,60,0
159,1063,57,0
160,1064,56,0
161,1065,54,1
162,1063,57,0
163,1067,53,0
164,1070,50,0
165,1074,46,0
166,1077,43,0
167,1073,45,2
168,1018,57,45
169,887,88,145
170,693,140,287
171,655,197,268
172,660,249,211
173,661,300,159
174,661,354,105
175,690,397,33
176,709,411,0
177,722,398,0
178,733,387,0
179,741,378,1
180,748,372,0
181,755,365,0
182,765,355,0
183,779,341,0
184,786,334,0
185,803,316,1
186,814,306,0
187,827,293,0
188,837,283,0
189,845,273,2
190,840,270,10
191,848,268,4
192,859,261,0
193,868,252,0
194,882,238,0
195,900,220,0
196,911,209,0
197,920,199,1
