t,q,j,a
0,1440,0,0
1,1032,40,368
2,827,99,514
3,822,154,464
4,825,205,410
5,822,257,361
6,828,305,307
7,826,354,260
8,830,404,206
9,844,437,159
10,855,477,108
11,874,495,71
12,880,511,49
13,893,508,39
14,909,507,24
15,906,502,32
16,903,503,34
17,905,500,35
18,909,495,36
19,915,492,33
20,919,491,30
21,942,479,19
22,915,470,55
23,905,474,61
24,907,470,63
25,930,463,47
26,945,455,40
27,956,444,40
28,954,430,56
29,923,432,85
30,918,445,77
31,919,452,69
32,907,456,77
33,901,467,72
34,913,464,63
35,913,465,62
36,910,466,64
37,911,474,55
38,903,479,58
39,909,479,52
40,910,482,48
41,909,490,41
42,913,484,43
43,919,482,39
44,926,473,41
45,936,468,36
46,933,467,40
47,933,460,47
48,910,466,64
49,905,481,54
50,903,491,46
51,911,478,51
52,901,485,54
53,902,489,49
54,920,483,37
55,919,479,42
56,922,475,43
57,918,461,61
58,910,457,73
59,905,463,72
60,913,460,67
61,903,470,67
62,906,469,65
63,898,483,59
64,905,474,61
65,905,476,59
66,911,472,57
67,904,470,66
68,921,461,58
69,913,467,60
70,916,468,56
71,907,473,60
72,919,463,58
73,910,467,63
74,934,465,41
75,944,454,42
76,936,460,44
77,924,450,66
78,906,458,76
79,901,473,66
80,893,485,62
81,903,484,53
82,903,489,48
83,927,477,36
84,950,462,28
85,956,458,26
86,940,454,46
87,928,451,61
88,931,454,55
89,931,457,52
90,929,462,49
91,935,454,51
92,909,467,64
93,908,470,62
94,905,470,65
95,903,470,67
96,901,476,63
97,906,473,61
98,921,466,53
99,922,455,63
100,912,457,71
101,920,459,61
102,919,459,62
103,900,465,75
104,904,470,66
105,907,468,65
106,912,465,63
107,911,467,62
108,916,470,54
109,918,463,59
110,918,464,58
111,938,454,48
112,942,446,52
113,928,447,65
114,922,458,60
115,909,466,65
116,906,464,70
117,895,480,65
118,902,484,54
119,918,486,36
120,934,477,29
121,937,478,25
122,932,480,28
123,931,469,40
124,940,451,49
125,935,446,59
126,914,451,75
127,913,441,86
128,889,470,81
129,899,472,69
130,889,480,71
131,889,500,51
132,891,514,35
133,904,516,20
134,918,503,19
135,939,483,18
136,950,458,32
137,944,446,50
138,937,447,56
139,925,447,68
140,919,461,60
141,906,471,63
142,910,476,54
143,925,464,51
144,922,467,51
145,929,468,43
146,935,462,43
147,928,459,53
148,916,467,57
149,921,460,59
150,915,466,59
151,908,482,50
152,917,480,43
153,921,472,47
154,933,463,44
155,939,457,44
156,924,449,67
