t,q,j,a
0,1440,0,0
1,278,60,1102
2,176,119,1145
3,179,175,1086
4,183,229,1028
5,178,287,975
6,193,331,916
7,191,374,875
8,199,409,832
9,196,448,796
10,192,492,756
11,194,535,711
12,196,574,670
13,193,616,631
14,201,651,588
15,211,677,552
16,206,708,526
17,202,742,496
18,212,767,461
19,217,787,436
20,220,801,419
21,210,828,402
22,224,841,375
23,214,864,362
24,222,879,339
25,221,895,324
26,229,903,308
27,233,907,300
28,241,901,298
29,232,905,303
30,238,902,300
31,224,913,303
32,255,894,291
33,230,898,312
34,236,895,309
35,243,889,308
36,252,873,315
37,242,868,330
38,244,860,336
39,238,855,347
40,226,865,349
41,231,871,338
42,240,866,334
43,227,875,338
44,240,871,329
45,234,874,332
46,240,868,332
47,241,864,335
48,224,876,340
49,245,867,328
50,239,865,336
51,244,858,338
52,237,856,347
53,237,855,348
54,234,857,349
55,244,848,348
56,235,849,356
57,229,857,354
58,229,865,346
59,227,875,338
60,232,879,329
61,238,875,327
62,246,865,329
63,233,867,340
64,238,866,336
65,234,869,337
66,243,862,335
67,213,886,341
68,241,881,318
69,232,883,325
70,238,881,321
71,240,878,322
72,229,884,327
73,237,884,319
74,238,883,319
75,240,880,320
76,231,884,325
77,247,874,319
78,233,878,329
79,232,883,325
80,247,870,323
81,235,872,333
82,230,877,333
83,240,874,326
84,230,881,329
85,237,881,322
86,242,874,324
87,241,869,330
88,227,878,335
89,244,870,326
90,231,876,333
91,232,880,328
92,236,880,324
93,238,878,324
94,252,863,325
95,249,851,340
96,247,840,353
97,222,854,364
98,222,869,349
99,232,874,334
100,240,870,330
101,234,873,333
102,222,886,332
103,233,887,320
104,250,873,317
105,232,877,331
106,241,871,328
107,230,877,333
108,246,867,327
109,233,869,338
110,240,864,336
111,237,863,340
112,233,867,340
113,234,869,337
114,240,865,335
115,243,858,339
116,227,867,346
117,235,868,337
118,243,862,335
119,240,859,341
120,218,876,346
121,230,882,328
122,227,891,322
123,228,900,312
124,224,912,304
125,248,900,292
126,250,887,303
127,237,887,316
