t,q,j,a
0,1120,0,0
1,1101,17,2
2,1101,19,0
3,1100,20,0
4,1100,20,0
5,1100,20,0
6,1091,27,2
7,1093,27,0
8,1092,27,1
9,1092,28,0
10,1093,27,0
11,1094,26,0
12,1093,27,0
13,1094,26,0
14,1094,26,0
15,1098,22,0
16,1095,23,2
17,1096,24,0
18,1098,22,0
19,1098,21,1
20,1097,23,0
21,1098,21,1
22,1097,23,0
23,1097,23,0
24,1098,22,0
25,1098,22,0
26,1100,20,0
27,1098,22,0
28,1101,19,0
29,1099,21,0
30,1098,22,0
31,1100,20,0
32,1098,22,0
33,1097,23,0
34,1101,19,0
35,1102,18,0
36,1100,20,0
37,1103,17,0
38,1100,20,0
39,1100,20,0
40,1101,19,0
41,1103,17,0
42,1100,19,1
43,1100,20,0
44,1101,19,0
45,1102,18,0
46,1103,17,0
47,1100,20,0
48,1101,19,0
49,1103,17,0
50,1101,19,0
51,1101,19,0
52,1102,18,0
53,1102,17,1
54,1101,18,1
55,1102,18,0
56,1101,19,0
57,1102,18,0
58,1101,19,0
59,1102,18,0
60,1101,19,0
61,1101,19,0
62,1101,19,0
63,1101,19,0
64,1101,19,0
65,1101,19,0
66,1100,20,0
67,1102,18,0
68,1096,21,3
69,1095,25,0
70,1096,24,0
71,1096,24,0
72,1097,23,0
73,1096,24,0
74,1096,24,0
75,1095,25,0
76,1094,26,0
77,1095,25,0
78,1096,24,0
79,1098,22,0
80,1097,23,0
81,1095,25,0
82,1098,22,0
83,1095,24,1
84,1095,25,0
85,1095,25,0
86,1097,23,0
87,1095,25,0
88,1097,23,0
89,1096,24,0
90,1097,23,0
91,1099,21,0
92,1098,21,1
93,1099,21,0
94,1100,20,0
95,1102,18,0
96,1100,20,0
97,1101,19,0
98,1102,18,0
99,1102,18,0
100,1101,19,0
101,1100,20,0
102,1102,18,0
103,1103,17,0
104,1102,18,0
105,1101,19,0
106,1103,17,0
107,1102,18,0
108,1100,19,1
109,1101,19,0
110,1101,19,0
111,1103,17,0
112,1101,19,0
113,1101,19,0
114,1100,20,0
115,1101,19,0
116,1100,20,0
117,1103,17,0
118,1100,20,0
119,1101,19,0
120,1100,20,0
121,1100,20,0
122,1102,18,0
123,1103,17,0
124,1101,18,1
125,1102,17,1
126,1102,18,0
127,1102,18,0
128,1100,20,0
129,1101,19,0
130,1102,18,0
131,1102,18,0
132,1101,19,0
133,1101,19,0
134,1101,19,0
135,1102,18,0
136,1100,20,0
137,1102,18,0
138,1101,18,1
139,1102,18,0
140,1100,20,0
141,1100,20,0
142,1101,19,0
143,1100,20,0
144,1102,18,0
145,1101,19,0
146,1102,17,1
147,1102,18,0
148,1101,19,0
149,1102,18,0
150,1103,17,0
151,1101,19,0
152,1103,17,0
153,1103,16,1
154,1102,18,0
155,1102,18,0
156,1102,18,0
157,1101,19,0
158,1100,20,0
159,1100,20,0
160,1105,15,0
161,1100,20,0
162,1102,18,0
163,1101,18,1
164,1104,16,0
165,1101,19,0
166,1102,18,0
167,1102,18,0
168,1101,19,0
169,1102,18,0
170,1102,18,0
171,1100,20,0
172,1102,18,0
173,1100,20,0
174,1101,19,0
175,1101,19,0
176,1101,18,1
177,1102,18,0
178,1101,19,0
179,1100,20,0
180,1101,19,0
181,1102,18,0
182,1101,19,0
183,1102,17,1
184,1101,19,0
185,1102,18,0
186,1101,19,0
187,1104,16,0
188,1101,19,0
189,1101,19,0
190,1100,20,0
191,1103,17,0
192,1101,19,0
193,1100,20,0
194,1101,19,0
195,1103,17,0
196,1101,18,1
197,1101,19,0
198,1102,18,0
199,1100,20,0
200,1100,20,0
201,1101,19,0
202,1102,18,0
203,1100,20,0
204,1101,19,0
205,1099,21,0
206,1101,19,0
207,1103,17,0
208,1101,19,0
209,1100,20,0
210,1102,18,0
211,1100,18,2
212,1100,20,0
213,1100,20,0
214,1099,21,0
215,1100,20,0
216,1099,20,1
217,1100,20,0
218,1102,18,0
219,1099,21,0
220,1100,20,0
221,1100,20,0
222,1100,20,0
223,1101,19,0
224,1100,20,0
225,1101,19,0
226,1101,19,0
227,1101,19,0
228,1100,19,1
229,1100,20,0
230,1102,18,0
231,1100,20,0
232,1101,19,0
233,1100,19,1
234,1100,20,0
235,1100,20,0
236,1098,21,1
237,1099,20,1
238,1100,20,0
239,1099,21,0
240,1097,23,0
241,1098,22,0
242,1098,22,0
243,1099,21,0
244,1100,20,0
245,1099,21,0
246,1102,18,0
247,1100,20,0
248,1100,19,1
249,1101,19,0
250,1100,20,0
251,1101,19,0
252,1102,17,1
253,1098,21,1
254,1098,22,0
255,1099,21,0
256,1100,20,0
257,1101,19,0
258,1100,20,0
259,1101,19,0
260,1101,19,0
261,1099,21,0
262,1098,22,0
263,1099,21,0
264,1099,21,0
265,1101,19,0
266,1100,20,0
267,1100,19,1
268,1100,20,0
269,1101,19,0
270,1099,21,0
271,1101,19,0
272,1100,20,0
273,1101,19,0
274,1102,18,0
275,1102,18,0
276,1101,19,0
277,1099,21,0
278,1101,19,0
279,1101,19,0
280,1099,20,1
281,1100,20,0
282,1100,20,0
283,1100,20,0
284,1101,19,0
285,1102,18,0
286,1101,19,0
287,1100,20,0
288,1102,18,0
289,1102,18,0
290,1101,19,0
291,1100,20,0
292,1100,20,0
293,1101,19,0
294,1101,19,0
295,1100,19,1
296,1101,19,0
297,1101,19,0
298,1101,19,0
299,1102,17,1
300,1101,18,1
301,1103,17,0
302,1101,19,0
303,1102,18,0
304,1103,17,0
305,1100,20,0
306,1101,19,0
307,1102,18,0
308,1101,19,0
309,1101,19,0
310,1100,20,0
311,1101,19,0
312,1101,19,0
313,1100,20,0
314,1101,19,0
315,1101,19,0
316,1101,19,0
317,1102,18,0
318,1100,19,1
319,1101,19,0
320,1101,19,0
321,1102,18,0
322,1102,18,0
323,1103,15,2
324,1102,18,0
325,1102,18,0
326,1102,18,0
