t,q,j,a
0,1120,0,0
1,780,19,321
2,638,48,434
3,638,77,405
4,643,102,375
5,643,127,350
6,642,151,327
7,645,174,301
8,643,199,278
9,649,218,253
10,647,239,234
11,651,255,214
12,656,267,197
13,646,289,185
14,646,309,165
15,648,329,143
16,655,342,123
17,652,359,109
18,655,376,89
19,664,381,75
20,659,402,59
21,678,407,35
22,675,415,30
23,690,409,21
24,696,403,21
25,711,388,21
26,725,370,25
27,725,360,35
28,701,362,57
29,691,357,72
30,684,356,80
31,676,359,85
32,672,363,85
33,671,374,75
34,674,378,68
35,676,383,61
36,686,380,54
37,693,374,53
38,691,370,59
39,670,379,71
40,666,384,70
41,669,386,65
42,677,388,55
43,689,386,45
44,698,378,44
45,692,378,50
46,699,373,48
47,682,379,59
48,677,378,65
49,668,389,63
50,680,389,51
51,691,383,46
52,704,382,34
53,709,380,31
54,695,387,38
55,689,389,42
56,683,394,43
57,686,396,38
58,704,385,31
59,708,376,36
60,723,366,31
61,713,367,40
62,699,374,47
63,680,378,62
64,691,377,52
65,692,373,55
66,686,375,59
67,678,381,61
68,686,382,52
69,686,383,51
70,693,376,51
71,692,372,56
72,678,381,61
73,677,384,59
74,686,382,52
75,697,381,42
76,689,388,43
77,684,391,45
78,687,392,41
79,689,391,40
80,700,393,27
81,708,383,29
82,708,371,41
83,707,364,49
84,687,377,56
85,690,369,61
86,681,375,64
87,694,376,50
88,680,378,62
89,680,379,61
90,692,374,54
91,704,360,56
92,689,362,69
93,679,364,77
94,671,366,83
95,672,368,80
96,683,366,71
97,681,364,75
98,677,368,75
99,676,375,69
100,653,389,78
101,666,393,61
102,673,391,56
103,683,387,50
104,697,377,46
105,680,385,55
106,679,390,51
107,675,399,46
108,678,405,37
109,693,398,29
110,695,393,32
111,711,387,22
112,718,374,28
113,719,369,32
114,720,370,30
115,723,371,26
116,700,371,49
117,682,367,71
118,681,361,78
119,673,366,81
120,675,368,77
121,663,374,83
122,671,374,75
123,676,380,64
124,688,375,57
125,687,377,56
126,680,380,60
127,658,396,66
128,669,401,50
129,678,401,41
130,689,403,28
131,698,396,26
132,716,381,23
133,711,375,34
134,693,378,49
135,704,363,53
136,686,361,73
137,678,362,80
138,683,364,73
139,675,376,69
140,669,383,68
141,667,390,63
142,682,386,52
143,674,396,50
144,689,396,35
145,690,390,40
146,698,387,35
147,692,389,39
148,689,386,45
149,679,389,52
150,674,396,50
151,691,397,32
152,695,391,34
153,680,393,47
154,679,390,51
155,680,387,53
156,685,392,43
157,694,392,34
158,710,378,32
159,710,366,44
160,684,370,66
161,675,379,66
162,696,372,52
163,698,366,56
164,681,370,69
165,674,376,70
166,678,375,67
167,670,378,72
168,681,382,57
169,681,387,52
170,694,380,46
171,696,375,49
172,696,368,56
173,680,372,68
174,679,375,66
175,683,376,61
176,671,376,73
177,672,374,74
178,671,376,73
179,664,384,72
180,669,395,56
181,676,405,39
182,694,400,26
183,712,381,27
184,700,377,43
185,695,385,40
186,704,384,32
187,687,388,45
188,692,383,45
189,673,387,60
190,675,384,61
191,669,391,60
192,680,391,49
193,687,392,41
194,707,381,32
195,704,377,39
196,691,376,53
197,696,376,48
198,690,378,52
199,686,378,56
200,689,378,53
201,702,367,51
202,694,365,61
203,682,363,75
204,679,367,74
205,670,368,82
206,665,373,82
207,667,379,74
208,680,380,60
209,690,378,52
210,682,380,58
211,683,381,56
212,681,386,53
213,701,378,41
214,714,373,33
215,701,383,36
216,696,375,49
217,696,377,47
218,697,372,51
219,689,372,59
220,675,379,66
221,676,383,61
222,678,383,59
223,672,385,63
224,676,393,51
225,681,396,43
226,699,388,33
227,699,388,33
228,702,388,30
229,712,379,29
230,718,369,33
231,699,369,52
232,688,366,66
233,691,360,69
234,671,362,87
235,680,359,81
236,676,365,79
237,674,364,82
238,671,367,82
239,671,371,78
240,682,376,62
241,694,361,65
242,672,371,77
243,666,382,72
