t,q,j,a
0,1440,0,0
1,1412,25,3
2,1410,30,0
3,1410,30,0
4,1410,29,1
5,1410,30,0
6,1411,29,0
7,1410,30,0
8,1411,29,0
9,1411,29,0
10,1411,29,0
11,1410,30,0
12,1410,30,0
13,1410,30,0
14,1410,30,0
15,1413,27,0
16,1410,30,0
17,1411,29,0
18,1412,27,1
19,1409,31,0
20,1410,30,0
21,1410,30,0
22,1410,30,0
23,1409,31,0
24,1410,30,0
25,1412,28,0
26,1411,29,0
27,1411,29,0
28,1415,25,0
29,1413,27,0
30,1410,30,0
31,1409,31,0
32,1409,31,0
33,1412,28,0
34,1409,31,0
35,1410,30,0
36,1409,31,0
37,1411,29,0
38,1411,29,0
39,1410,30,0
40,1412,28,0
41,1414,26,0
42,1410,30,0
43,1410,30,0
44,1412,27,1
45,1412,28,0
46,1411,29,0
47,1412,28,0
48,1411,29,0
49,1413,27,0
50,1412,28,0
51,1414,26,0
52,1411,28,1
53,1413,27,0
54,1412,28,0
55,1412,28,0
56,1409,31,0
57,1414,26,0
58,1414,26,0
59,1410,30,0
60,1409,30,1
61,1411,29,0
62,1412,28,0
63,1409,31,0
64,1411,29,0
65,1411,29,0
66,1411,29,0
67,1412,28,0
68,1410,30,0
69,1411,29,0
70,1409,31,0
71,1412,28,0
72,1411,29,0
73,1410,30,0
74,1412,28,0
75,1410,30,0
76,1416,24,0
77,1409,30,1
78,1409,31,0
79,1413,27,0
80,1411,29,0
81,1411,29,0
82,1409,29,2
83,1412,28,0
84,1412,28,0
85,1409,31,0
86,1411,29,0
87,1410,30,0
88,1410,29,1
89,1409,31,0
90,1409,31,0
91,1412,28,0
92,1411,29,0
93,1414,25,1
94,1412,28,0
95,1413,27,0
96,1410,30,0
97,1409,31,0
98,1410,30,0
99,1411,29,0
100,1411,29,0
101,1411,29,0
102,1414,26,0
103,1416,24,0
104,1411,29,0
105,1410,30,0
106,1409,31,0
107,1411,29,0
108,1409,31,0
109,1411,29,0
110,1410,30,0
111,1412,28,0
112,1410,30,0
113,1410,30,0
114,1411,29,0
115,1412,27,1
116,1411,29,0
117,1411,29,0
118,1411,29,0
119,1413,27,0
120,1411,29,0
121,1411,29,0
122,1412,28,0
123,1410,30,0
124,1410,30,0
125,1409,31,0
126,1413,27,0
127,1411,29,0
128,1413,27,0
129,1411,29,0
130,1412,28,0
131,1411,28,1
132,1410,30,0
133,1410,30,0
134,1411,29,0
135,1412,28,0
136,1414,25,1
137,1409,31,0
138,1410,30,0
139,1409,31,0
140,1411,29,0
141,1413,27,0
142,1411,29,0
143,1410,30,0
144,1410,30,0
145,1410,30,0
146,1412,28,0
147,1410,30,0
148,1411,29,0
149,1411,29,0
150,1411,29,0
151,1412,28,0
152,1410,29,1
153,1410,30,0
154,1411,29,0
155,1411,29,0
156,1413,27,0
157,1410,30,0
158,1413,27,0
159,1412,28,0
160,1411,29,0
161,1413,26,1
162,1410,29,1
163,1410,30,0
164,1412,28,0
165,1414,26,0
166,1409,30,1
167,1409,31,0
168,1410,30,0
169,1411,29,0
170,1409,31,0
171,1409,31,0
172,1410,30,0
173,1410,30,0
174,1411,29,0
175,1410,30,0
176,1411,29,0
177,1412,27,1
178,1411,29,0
179,1412,28,0
180,1412,28,0
181,1412,28,0
182,1412,28,0
183,1412,26,2
184,1412,28,0
185,1413,27,0
186,1410,30,0
187,1412,28,0
188,1411,29,0
