t,q,j,a
0,1120,0,0
1,1099,20,1
2,1096,23,1
3,1095,25,0
4,1096,24,0
5,1094,25,1
6,1095,24,1
7,1095,24,1
8,1096,24,0
9,1095,25,0
10,1094,26,0
11,1095,25,0
12,1095,25,0
13,1096,24,0
14,1096,24,0
15,1095,25,0
16,1095,25,0
17,1096,24,0
18,1099,21,0
19,1094,25,1
20,1096,24,0
21,1095,25,0
22,1097,23,0
23,1094,24,2
24,1096,24,0
25,1095,25,0
26,1095,25,0
27,1097,23,0
28,1097,23,0
29,1098,22,0
30,1094,26,0
31,1096,24,0
32,1095,25,0
33,1094,26,0
34,1096,24,0
35,1097,22,1
36,1096,24,0
37,1094,26,0
38,1096,24,0
39,1096,24,0
40,1100,20,0
41,1095,25,0
42,1095,25,0
43,1095,24,1
44,1094,26,0
45,1095,25,0
46,1095,25,0
47,1098,22,0
48,1095,25,0
49,1094,26,0
50,1096,24,0
51,1096,24,0
52,1097,23,0
53,1095,25,0
54,1095,24,1
55,1094,26,0
56,1096,24,0
57,1095,25,0
58,1095,25,0
59,1097,23,0
60,1096,24,0
61,1096,24,0
62,1095,25,0
63,1097,23,0
64,1095,25,0
65,1095,25,0
66,1100,20,0
67,1098,21,1
68,1095,25,0
69,1098,22,0
70,1097,22,1
71,1095,24,1
72,1095,25,0
73,1095,25,0
74,1095,25,0
75,1095,25,0
76,1095,25,0
77,1097,22,1
78,1094,25,1
79,1094,26,0
80,1095,25,0
81,1097,23,0
82,1096,23,1
83,1097,23,0
84,1095,25,0
85,1096,24,0
86,1097,23,0
87,1095,25,0
88,1095,25,0
89,1099,21,0
90,1096,22,2
91,1097,23,0
92,1095,25,0
93,1095,25,0
94,1095,25,0
95,1095,25,0
96,1094,26,0
97,1095,25,0
98,1096,24,0
99,1096,24,0
100,1095,25,0
101,1097,23,0
102,1095,25,0
103,1097,23,0
104,1096,22,2
105,1094,26,0
106,1097,23,0
107,1096,24,0
108,1095,25,0
109,1099,21,0
110,1097,22,1
111,1096,24,0
112,1095,25,0
113,1094,26,0
114,1095,25,0
115,1098,22,0
116,1095,25,0
117,1095,25,0
118,1095,24,1
119,1094,26,0
120,1096,24,0
121,1095,25,0
122,1097,23,0
123,1097,23,0
124,1094,26,0
125,1096,24,0
126,1095,25,0
127,1097,23,0
128,1094,26,0
129,1095,25,0
130,1097,23,0
131,1096,23,1
132,1096,24,0
133,1097,23,0
134,1098,22,0
135,1095,25,0
136,1094,26,0
137,1095,25,0
138,1098,22,0
139,1097,23,0
140,1094,25,1
141,1096,24,0
142,1099,21,0
143,1096,24,0
144,1094,26,0
145,1098,22,0
146,1099,20,1
147,1096,24,0
148,1097,23,0
149,1095,25,0
150,1097,23,0
151,1097,23,0
152,1096,24,0
153,1094,26,0
154,1095,25,0
155,1096,24,0
156,1094,26,0
157,1098,22,0
158,1097,23,0
159,1096,24,0
160,1098,22,0
161,1094,26,0
162,1096,24,0
163,1095,25,0
164,1097,23,0
165,1095,25,0
166,1095,25,0
167,1095,25,0
168,1095,25,0
169,1096,24,0
170,1095,25,0
171,1095,25,0
172,1096,24,0
173,1099,21,0
174,1097,22,1
175,1097,23,0
176,1096,24,0
177,1096,24,0
178,1094,26,0
179,1097,23,0
180,1095,24,1
181,1095,25,0
182,1097,23,0
183,1095,24,1
184,1095,25,0
185,1095,25,0
186,1097,23,0
187,1096,24,0
188,1095,25,0
189,1096,24,0
190,1096,24,0
191,1095,25,0
192,1096,24,0
193,1095,25,0
194,1096,24,0
195,1094,26,0
196,1094,26,0
197,1095,25,0
198,1096,24,0
199,1095,25,0
200,1096,24,0
201,1098,22,0
202,1096,23,1
203,1096,24,0
204,1101,19,0
205,1094,26,0
206,1097,23,0
207,1095,25,0
208,1096,24,0
209,1095,24,1
210,1094,26,0
211,1097,23,0
212,1097,22,1
213,1096,24,0
214,1096,24,0
215,1094,25,1
216,1095,25,0
217,1095,25,0
218,1093,27,0
219,1095,25,0
220,1095,25,0
221,1094,26,0
222,1094,26,0
223,1095,25,0
224,1094,26,0
225,1097,23,0
226,1094,26,0
227,1094,26,0
228,1097,23,0
229,1097,23,0
230,1095,24,1
231,1098,22,0
232,1094,25,1
233,1098,22,0
234,1095,25,0
235,1094,26,0
236,1096,24,0
237,1094,26,0
238,1098,22,0
239,1096,24,0
240,1095,25,0
241,1096,24,0
242,1094,26,0
243,1097,23,0
244,1096,24,0
245,1096,24,0
246,1096,24,0
247,1095,25,0
248,1095,25,0
249,1095,25,0
250,1098,22,0
251,1094,26,0
252,1094,26,0
253,1098,22,0
254,1094,26,0
255,1095,25,0
256,1097,23,0
257,1094,26,0
258,1094,26,0
259,1095,25,0
260,1094,26,0
261,1096,24,0
262,1097,23,0
263,1097,22,1
264,1097,23,0
265,1096,24,0
266,1096,24,0
267,1103,16,1
268,1094,25,1
269,1097,23,0
270,1096,24,0
271,1097,23,0
272,1095,25,0
273,1096,24,0
274,1096,24,0
275,1095,25,0
276,1095,24,1
277,1096,24,0
278,1097,22,1
279,1096,23,1
280,1095,25,0
281,1095,24,1
282,1094,26,0
283,1095,25,0
284,1095,25,0
285,1097,23,0
286,1096,23,1
287,1096,24,0
288,1096,23,1
289,1099,21,0
290,1094,26,0
291,1096,24,0
292,1095,25,0
293,1098,21,1
294,1097,23,0
295,1096,24,0
296,1096,24,0
297,1096,24,0
298,1096,24,0
299,1097,23,0
300,1095,25,0
301,1095,25,0
302,1095,25,0
303,1098,22,0
304,1096,23,1
305,1095,25,0
306,1094,26,0
307,1097,23,0
308,1096,24,0
309,1096,24,0
310,1095,24,1
311,1095,25,0
312,1095,25,0
313,1094,26,0
314,1099,21,0
315,1095,25,0
316,1095,25,0
317,1095,25,0
318,1097,23,0
319,1097,23,0
320,1094,25,1
321,1097,23,0
322,1096,24,0
323,1096,24,0
324,1095,25,0
325,1096,24,0
326,1095,25,0
327,1096,24,0
328,1096,24,0
329,1099,21,0
330,1097,22,1
331,1096,24,0
332,1098,21,1
333,1095,25,0
334,1096,24,0
335,1096,24,0
336,1095,25,0
337,1094,26,0
338,1095,25,0
339,1096,24,0
340,1097,23,0
341,1096,24,0
342,1094,26,0
343,1095,25,0
344,1094,26,0
345,1094,26,0
346,1098,22,0
347,1098,22,0
348,1096,24,0
349,1097,23,0
350,1096,24,0
351,1095,25,0
352,1096,24,0
353,1094,26,0
354,1095,25,0
355,1098,22,0
356,1098,22,0
357,1094,26,0
358,1096,24,0
359,1096,24,0
360,1097,23,0
361,1096,24,0
362,1095,25,0
363,1094,26,0
364,1096,24,0
365,1097,23,0
366,1095,25,0
367,1095,25,0
368,1096,24,0
369,1097,23,0
370,1095,25,0
371,1096,24,0
372,1094,26,0
373,1096,24,0
374,1096,23,1
375,1096,24,0
376,1098,22,0
377,1096,24,0
378,1097,23,0
379,1099,21,0
380,1094,26,0
381,1097,23,0
382,1095,25,0
383,1095,25,0
384,1095,25,0
385,1094,26,0
386,1096,24,0
387,1097,23,0
388,1093,26,1
389,1093,27,0
390,1093,27,0
391,1092,28,0
392,1092,28,0
393,1094,26,0
394,1093,27,0
395,1094,26,0
396,1095,24,1
397,1095,24,1
398,1094,26,0
399,1096,24,0
400,1093,27,0
401,1094,26,0
402,1096,24,0
403,1096,24,0
404,1097,23,0
405,1095,23,2
406,1093,26,1
407,1094,26,0
408,1095,25,0
409,1094,26,0
410,1093,27,0
411,1095,25,0
412,1095,25,0
413,1095,25,0
414,1094,25,1
415,1094,26,0
416,1095,25,0
417,1096,24,0
418,1096,24,0
419,1094,26,0
420,1097,23,0
421,1095,25,0
422,1097,23,0
423,1095,25,0
424,1097,23,0
425,1097,23,0
426,1094,26,0
427,1098,22,0
428,1096,23,1
429,1096,24,0
430,1096,23,1
431,1095,24,1
432,1096,24,0
433,1096,24,0
434,1094,26,0
435,1094,26,0
436,1097,23,0
437,1097,23,0
438,1097,22,1
439,1094,26,0
440,1095,25,0
441,1096,24,0
442,1095,25,0
443,1097,23,0
444,1094,26,0
445,1094,26,0
446,1095,25,0
447,1095,25,0
448,1098,22,0
449,1096,23,1
450,1094,26,0
451,1096,24,0
452,1094,26,0
453,1096,24,0
454,1096,24,0
455,1095,25,0
456,1095,25,0
457,1096,24,0
458,1096,24,0
459,1097,23,0
460,1095,24,1
461,1096,24,0
462,1096,24,0
463,1097,23,0
464,1097,22,1
465,1098,22,0
466,1097,23,0
467,1095,24,1
468,1095,25,0
469,1095,25,0
470,1096,24,0
471,1096,24,0
472,1095,25,0
473,1094,26,0
474,1097,23,0
475,1095,25,0
476,1094,26,0
477,1094,26,0
478,1099,21,0
479,1097,23,0
480,1094,25,1
481,1096,24,0
482,1097,22,1
483,1097,23,0
484,1098,22,0
485,1096,24,0
486,1095,25,0
487,1094,25,1
488,1096,24,0
489,1095,24,1
490,1095,25,0
491,1099,21,0
492,1097,23,0
493,1097,23,0
494,1097,23,0
495,1095,25,0
496,1096,24,0
497,1098,22,0
498,1096,24,0
499,1095,25,0
500,1097,23,0
501,1096,23,1
502,1097,22,1
503,1094,26,0
504,1096,24,0
505,1095,25,0
506,1096,24,0
507,1096,24,0
508,1094,26,0
509,1095,25,0
510,1096,24,0
511,1096,24,0
512,1095,25,0
513,1097,23,0
514,1097,22,1
515,1095,25,0
516,1097,23,0
517,1099,21,0
518,1094,26,0
519,1095,25,0
520,1094,26,0
521,1095,25,0
522,1095,25,0
523,1097,23,0
524,1094,25,1
525,1096,24,0
526,1094,26,0
527,1094,26,0
528,1094,26,0
529,1097,23,0
530,1094,26,0
531,1095,25,0
532,1098,22,0
533,1096,23,1
534,1097,23,0
535,1096,24,0
536,1096,24,0
537,1097,23,0
538,1097,23,0
539,1096,24,0
540,1097,23,0
541,1094,25,1
542,1097,23,0
543,1095,25,0
544,1097,23,0
545,1094,25,1
546,1095,25,0
547,1096,24,0
548,1095,24,1
549,1096,24,0
550,1094,26,0
551,1097,23,0
552,1095,25,0
553,1097,23,0
554,1096,24,0
555,1095,25,0
556,1096,24,0
557,1094,26,0
558,1096,24,0
559,1098,22,0
560,1098,22,0
561,1096,23,1
562,1096,24,0
563,1096,24,0
564,1095,24,1
565,1097,23,0
566,1096,24,0
567,1094,26,0
568,1097,23,0
569,1095,25,0
570,1098,22,0
571,1096,24,0
572,1095,25,0
573,1094,26,0
574,1095,25,0
575,1094,26,0
576,1097,23,0
577,1094,25,1
578,1097,23,0
579,1094,25,1
580,1095,25,0
581,1094,26,0
582,1097,23,0
583,1097,23,0
584,1096,24,0
585,1096,24,0
586,1094,26,0
587,1096,24,0
588,1096,24,0
589,1096,23,1
590,1096,23,1
591,1096,23,1
592,1095,25,0
593,1095,25,0
594,1095,25,0
595,1096,24,0
596,1095,25,0
597,1095,25,0
598,1097,23,0
599,1096,24,0
600,1097,23,0
601,1097,22,1
602,1095,25,0
603,1096,24,0
604,1097,22,1
605,1097,23,0
606,1095,25,0
607,1096,23,1
608,1095,25,0
609,1096,24,0
610,1094,26,0
611,1097,23,0
612,1096,24,0
613,1097,23,0
614,1095,24,1
615,1096,24,0
616,1097,23,0
617,1096,24,0
618,1096,23,1
619,1098,22,0
620,1096,24,0
621,1095,25,0
622,1096,24,0
623,1095,25,0
624,1094,26,0
625,1096,24,0
626,1096,23,1
627,1101,19,0
628,1094,26,0
629,1096,24,0
630,1096,23,1
631,1094,26,0
632,1097,23,0
633,1096,24,0
634,1097,23,0
635,1096,23,1
636,1095,25,0
637,1095,25,0
638,1096,24,0
639,1095,25,0
640,1094,26,0
641,1096,24,0
642,1094,26,0
643,1096,24,0
644,1094,26,0
645,1094,26,0
646,1096,24,0
647,1097,23,0
648,1095,25,0
649,1096,24,0
650,1095,25,0
651,1096,24,0
652,1096,24,0
653,1094,26,0
654,1099,21,0
655,1096,24,0
656,1097,23,0
657,1096,23,1
658,1095,25,0
659,1097,23,0
660,1096,23,1
661,1094,26,0
662,1096,24,0
663,1095,25,0
664,1097,23,0
665,1096,24,0
666,1096,24,0
667,1097,23,0
668,1095,24,1
669,1094,26,0
670,1095,25,0
671,1095,25,0
672,1097,23,0
673,1096,24,0
674,1096,24,0
675,1096,24,0
676,1096,24,0
677,1095,24,1
678,1097,23,0
679,1094,25,1
680,1096,24,0
681,1095,25,0
682,1098,22,0
683,1096,23,1
684,1095,25,0
685,1095,25,0
686,1096,24,0
687,1096,24,0
688,1096,24,0
689,1096,24,0
690,1096,24,0
691,1096,24,0
692,1094,26,0
693,1095,25,0
694,1097,23,0
695,1095,25,0
696,1094,26,0
697,1096,24,0
698,1096,24,0
699,1096,24,0
700,1095,25,0
701,1095,25,0
702,1096,23,1
703,1097,23,0
704,1094,26,0
705,1098,22,0
706,1094,26,0
707,1096,24,0
708,1095,25,0
709,1096,24,0
710,1094,26,0
711,1096,24,0
712,1095,25,0
713,1096,23,1
714,1096,24,0
715,1098,22,0
716,1097,23,0
717,1096,24,0
718,1095,25,0
719,1097,23,0
720,1096,23,1
721,1094,26,0
722,1097,23,0
723,1095,25,0
724,1096,24,0
725,1096,24,0
726,1096,24,0
727,1095,25,0
728,1096,24,0
729,1096,24,0
730,1095,25,0
731,1096,24,0
732,1095,25,0
733,1099,21,0
734,1095,25,0
735,1099,21,0
736,1096,24,0
737,1095,25,0
738,1098,22,0
739,1096,24,0
740,1098,22,0
741,1095,24,1
742,1096,24,0
743,1095,25,0
744,1094,26,0
745,1096,24,0
746,1096,24,0
747,1094,26,0
748,1096,24,0
749,1095,24,1
750,1094,26,0
751,1095,25,0
752,1097,23,0
753,1096,24,0
754,1094,25,1
755,1096,24,0
756,1095,25,0
757,1094,25,1
758,1097,23,0
759,1095,24,1
760,1097,23,0
761,1096,24,0
762,1094,26,0
763,1099,21,0
764,1098,21,1
765,1095,25,0
766,1095,25,0
767,1097,23,0
768,1096,23,1
