t,q,j,a
0,1120,0,0
1,1047,25,48
2,837,75,208
3,622,127,371
4,619,173,328
5,614,226,280
6,616,275,229
7,619,320,181
8,631,359,130
9,655,384,81
10,675,414,31
11,711,408,1
12,737,381,2
13,768,352,0
14,792,327,1
15,830,290,0
16,852,259,9
17,843,246,31
18,844,244,32
19,851,235,34
20,848,227,45
21,828,231,61
22,750,234,136
23,676,259,185
24,654,287,179
25,646,316,158
26,653,338,129
27,654,365,101
28,664,390,66
29,694,401,25
30,744,376,0
31,770,350,0
32,794,325,1
33,822,298,0
34,849,270,1
35,882,238,0
36,918,202,0
37,940,178,2
38,966,153,1
39,991,128,1
40,1016,103,1
41,1026,93,1
42,1046,74,0
43,1063,56,1
44,1073,47,0
45,1082,37,1
46,1089,31,0
47,1090,29,1
48,1094,26,0
49,1091,29,0
50,1092,28,0
51,1093,25,2
52,1091,29,0
53,1092,27,1
54,1092,27,1
55,1075,22,23
56,941,50,129
57,676,95,349
58,615,146,359
59,626,185,309
60,617,235,268
61,628,271,221
62,633,312,175
63,637,343,140
64,659,373,88
65,689,388,43
66,717,398,5
67,749,371,0
68,782,338,0
69,804,315,1
70,824,296,0
71,860,260,0
72,880,240,0
73,915,205,0
74,944,176,0
75,971,149,0
76,991,129,0
77,1009,108,3
78,918,106,96
79,726,133,261
80,633,165,322
81,623,208,289
82,635,240,245
83,621,286,213
84,628,324,168
85,634,363,123
86,657,392,71
87,681,412,27
88,715,404,1
89,747,372,1
90,766,348,6
91,797,321,2
92,824,296,0
93,848,272,0
94,874,246,0
95,907,213,0
96,939,179,2
97,965,154,1
98,980,140,0
99,1012,108,0
100,1029,91,0
101,1054,65,1
102,1064,52,4
103,1072,47,1
104,1078,42,0
105,1083,36,1
106,1084,35,1
107,1085,35,0
108,1088,31,1
109,1089,31,0
110,1084,33,3
111,1007,49,64
112,804,93,223
113,615,146,359
114,618,194,308
115,622,239,259
116,633,269,218
117,619,315,186
118,651,336,133
119,651,372,97
120,670,394,56
121,718,397,5
122,740,378,2
123,773,346,1
124,797,323,0
125,825,295,0
126,865,254,1
127,885,234,1
128,914,206,0
129,951,168,1
130,968,148,4
131,994,125,1
132,991,108,21
133,868,119,133
134,693,147,280
135,627,185,308
136,625,225,270
137,639,252,229
138,636,283,201
139,625,324,171
140,635,361,124
141,647,393,80
142,677,410,33
143,719,398,3
144,746,372,2
145,784,335,1
146,807,312,1
147,835,284,1
148,840,260,20
149,840,252,28
150,856,245,19
151,870,231,19
152,881,226,13
153,919,201,0
154,949,169,2
155,920,152,48
156,790,162,168
157,652,198,270
158,628,234,258
159,631,265,224
160,629,303,188
161,632,343,145
162,648,379,93
163,679,405,36
164,717,399,4
165,750,370,0
166,790,329,1
167,825,295,0
168,867,252,1
169,882,235,3
170,900,218,2
171,933,186,1
172,954,166,0
173,979,140,1
174,996,124,0
175,1017,103,0
176,1044,76,0
177,1062,57,1
178,1070,50,0
179,1079,40,1
180,1065,36,19
181,957,58,105
182,676,107,337
183,614,159,347
184,621,204,295
185,617,252,251
186,621,297,202
187,631,333,156
188,644,358,118
189,661,379,80
190,669,404,47
191,706,409,5
192,734,386,0
193,775,345,0
194,804,316,0
195,833,287,0
196,851,267,2
197,890,229,1
198,926,194,0
199,957,162,1
200,986,133,1
201,1007,112,1
202,1027,93,0
203,1043,76,1
204,1059,61,0
205,1065,52,3
206,1077,43,0
207,1086,34,0
208,1090,29,1
209,1057,33,30
210,815,64,241
211,633,114,373
212,621,160,339
213,621,206,293
214,623,247,250
215,621,293,206
216,635,324,161
217,635,361,124
218,648,395,77
219,676,408,36
220,714,403,3
221,750,370,0
222,777,342,1
223,801,319,0
224,831,289,0
225,868,252,0
226,896,224,0
227,915,204,1
228,951,168,1
229,969,149,2
230,988,132,0
231,1010,108,2
232,1039,80,1
233,1059,61,0
234,1061,49,10
235,987,59,74
236,757,106,257
237,620,152,348
238,615,202,303
239,621,246,253
240,619,293,208
241,630,330,160
242,632,367,121
243,661,388,71
244,691,404,25
245,729,390,1
246,759,359,2
247,786,333,1
248,811,307,2
249,817,283,20
250,823,264,33
251,844,255,21
252,881,239,0
253,903,216,1
254,936,183,1
255,970,149,1
256,974,134,12
257,945,130,45
258,829,156,135
259,655,179,286
260,627,220,273
261,635,251,234
262,634,284,202
263,633,317,170
264,641,345,134
265,652,382,86
266,688,398,34
267,716,400,4
268,748,372,0
269,772,348,0
270,805,315,0
271,818,300,2
272,857,263,0
273,897,222,1
274,921,199,0
275,946,173,1
276,969,150,1
277,1006,114,0
278,1023,96,1
279,1037,83,0
280,1054,66,0
281,1039,57,24
282,876,85,159
283,670,126,324
284,621,171,328
285,630,208,282
286,629,245,246
287,621,291,208
288,636,323,161
289,632,358,130
290,652,394,74
291,699,407,14
292,733,387,0
