t,q,j,a
0,1120,0,0
1,1107,12,1
2,1107,13,0
3,1107,13,0
4,1107,13,0
5,1108,12,0
6,1107,13,0
7,1109,11,0
8,1108,12,0
9,1107,13,0
10,1108,12,0
11,1107,13,0
12,1108,12,0
13,1107,13,0
14,1107,13,0
15,1107,13,0
16,1107,13,0
17,1108,12,0
18,1108,12,0
19,1108,11,1
20,1108,12,0
21,1107,13,0
22,1108,12,0
23,1108,12,0
24,1108,12,0
25,1107,13,0
26,1110,10,0
27,1108,12,0
28,1107,13,0
29,1107,13,0
30,1107,13,0
31,1107,13,0
32,1108,12,0
33,1109,11,0
34,1108,12,0
35,1108,12,0
36,1107,13,0
37,1107,13,0
38,1107,13,0
39,1108,12,0
40,1110,10,0
41,1107,13,0
42,1109,11,0
43,1108,12,0
44,1107,13,0
45,1108,12,0
46,1107,13,0
47,1107,13,0
48,1108,12,0
49,1110,10,0
50,1108,12,0
51,1107,13,0
52,1109,11,0
53,1108,12,0
54,1107,13,0
55,1108,12,0
56,1108,12,0
57,1110,10,0
58,1108,12,0
59,1107,13,0
60,1108,12,0
61,1107,13,0
62,1108,12,0
63,1108,11,1
64,1108,12,0
65,1108,12,0
66,1107,13,0
67,1107,13,0
68,1107,13,0
69,1108,12,0
70,1108,12,0
71,1108,12,0
72,1107,13,0
73,1107,13,0
74,1108,12,0
75,1108,12,0
76,1108,11,1
77,1108,12,0
78,1109,11,0
79,1107,13,0
80,1109,11,0
81,1108,12,0
82,1108,12,0
83,1108,12,0
84,1108,12,0
85,1107,13,0
86,1107,13,0
87,1110,10,0
88,1108,12,0
89,1107,13,0
90,1107,13,0
91,1108,12,0
92,1109,11,0
93,1109,11,0
94,1109,11,0
95,1108,12,0
96,1107,12,1
97,1108,12,0
98,1108,12,0
99,1109,11,0
100,1107,13,0
101,1107,13,0
102,1107,13,0
103,1107,13,0
104,1108,12,0
105,1107,13,0
106,1108,12,0
107,1107,13,0
108,1107,13,0
109,1108,12,0
110,1109,11,0
111,1108,12,0
112,1107,13,0
