t,q,j,a
0,1120,0,0
1,677,13,430
2,638,28,454
3,637,44,439
4,637,60,423
5,644,68,408
6,643,78,399
7,645,86,389
8,640,99,381
9,644,108,368
10,642,118,360
11,641,130,349
12,643,140,337
13,647,146,327
14,640,158,322
15,643,168,309
16,644,177,299
17,649,180,291
18,648,185,287
19,646,192,282
20,651,194,275
21,653,193,274
22,648,198,274
23,648,202,270
24,643,212,265
25,653,211,256
26,649,215,256
27,656,210,254
28,646,217,257
29,651,218,251
30,658,213,249
31,656,209,255
32,651,211,258
33,658,206,256
34,657,202,261
35,657,198,265
36,646,205,269
37,656,202,262
38,647,208,265
39,647,214,259
40,650,217,253
41,652,218,250
42,654,217,249
43,648,221,251
44,656,216,248
45,646,223,251
46,646,230,244
47,650,233,237
48,654,232,234
49,653,232,235
50,654,231,235
51,656,228,236
52,659,221,240
53,649,225,246
54,655,223,242
55,657,219,244
56,651,220,249
57,658,215,247
58,654,214,252
59,652,214,254
60,649,218,253
61,654,217,249
62,654,216,250
63,653,216,251
64,654,214,252
65,652,215,253
66,650,217,253
67,652,218,250
68,654,217,249
69,656,214,250
70,650,217,253
71,656,214,250
72,655,212,253
73,650,215,255
74,649,219,252
75,650,222,248
76,658,216,246
77,649,220,251
78,651,222,247
79,649,225,246
80,647,230,243
81,653,229,238
82,662,220,238
83,651,222,247
84,649,226,245
85,652,226,242
86,649,230,241
87,653,230,237
88,646,237,237
89,653,237,230
90,667,223,230
91,666,210,244
92,656,207,257
93,651,209,260
94,659,202,259
95,649,206,265
96,660,199,261
97,649,203,268
98,653,203,264
99,654,202,264
100,645,209,266
101,651,211,258
102,655,209,256
103,652,210,258
104,652,211,257
105,650,214,256
106,653,214,253
107,657,208,255
108,651,210,259
109,654,208,258
110,652,209,259
111,652,210,258
112,652,210,258
113,648,215,257
114,646,221,253
115,653,221,246
116,649,225,246
117,649,228,243
118,651,229,240
119,655,227,238
120,649,231,240
121,655,227,238
122,652,228,240
123,648,233,239
124,652,234,234
125,657,229,234
126,663,219,238
127,655,217,248
128,652,218,250
129,656,215,249
130,655,213,252
131,650,215,255
132,657,211,252
133,654,210,256
134,657,205,258
135,652,206,262
136,649,210,261
137,650,211,259
138,656,208,256
139,654,206,260
140,654,205,261
141,662,196,262
142,645,204,271
143,648,209,263
144,653,209,258
145,656,206,258
146,656,203,261
147,649,207,264
148,650,210,260
149,650,213,257
150,656,210,254
151,656,207,257
152,651,209,260
153,653,209,258
154,651,211,258
155,651,213,256
156,649,217,254
157,654,216,250
158,651,217,252
159,647,223,250
160,653,223,244
161,651,224,245
162,650,227,243
163,658,222,240
164,654,221,245
165,655,218,247
166,647,223,250
167,649,227,244
168,650,230,240
169,645,238,237
170,656,235,229
171,652,236,232
172,656,233,231
173,651,234,235
174,663,222,235
175,648,226,246
176,656,223,241
177,657,219,244
178,646,225,249
179,650,228,242
180,659,222,239
181,646,229,245
182,649,233,238
183,654,231,235
184,660,224,236
185,651,226,243
186,656,223,241
187,660,216,244
188,650,219,251
189,652,220,248
190,656,217,247
191,650,219,251
192,654,218,248
193,655,216,249
194,650,218,252
195,651,220,249
196,654,219,247
197,654,217,249
198,647,223,250
199,655,221,244
200,650,224,246
201,654,223,243
202,654,222,244
203,652,223,245
204,657,219,244
205,654,218,248
206,658,212,250
207,650,215,255
208,655,213,252
209,651,215,254
210,650,218,252
211,648,223,249
212,653,223,244
213,653,221,246
214,655,218,247
215,646,224,250
216,645,231,244
217,659,225,236
218,655,223,242
219,653,223,244
220,654,222,244
221,654,221,245
222,654,220,246
223,653,220,247
224,651,222,247
225,655,220,245
226,658,215,247
227,654,213,253
228,647,219,254
229,649,223,248
230,656,220,244
231,659,214,247
232,653,214,253
233,651,215,254
234,650,218,252
235,655,216,249
236,652,217,251
237,649,221,250
238,648,226,246
239,654,225,241
240,653,224,243
241,654,223,243
242,651,225,244
243,658,220,242
244,659,214,247
245,652,215,253
246,650,218,252
247,652,219,249
248,651,221,248
249,658,215,247
250,651,217,252
251,651,219,250
252,654,217,249
253,651,218,251
254,648,223,249
255,655,219,246
256,657,215,248
257,661,205,254
258,651,207,262
259,652,207,261
260,651,209,260
261,658,204,258
262,648,209,263
263,661,201,258
264,650,204,266
265,653,204,263
266,652,205,263
267,646,212,262
268,649,216,255
269,658,211,251
270,647,216,257
271,652,217,251
272,651,219,250
273,645,227,248
274,652,228,240
275,659,222,239
276,652,223,245
277,651,225,244
278,651,226,243
279,652,227,241
280,651,229,240
281,654,228,238
282,654,227,239
283,657,223,240
284,652,224,244
285,654,223,243
286,650,224,246
287,655,222,243
288,655,220,245
289,652,221,247
290,656,218,246
291,650,221,249
292,651,223,246
293,649,226,245
294,644,235,241
295,656,231,233
296,653,231,236
297,661,223,236
298,654,222,244
299,646,229,245
300,647,234,239
301,657,230,233
302,651,232,237
303,662,222,236
304,650,225,245
305,657,221,242
306,649,225,246
307,655,222,243
308,653,222,245
309,651,224,245
310,652,225,243
311,651,226,243
312,648,231,241
313,652,232,236
