t,q,j,a
0,1440,0,0
1,1408,30,2
2,1408,32,0
3,1407,33,0
4,1407,33,0
5,1407,33,0
6,1408,32,0
7,1408,32,0
8,1409,31,0
9,1408,32,0
10,1409,31,0
11,1407,32,1
12,1409,31,0
13,1410,30,0
14,1411,29,0
15,1409,31,0
16,1410,29,1
17,1408,31,1
18,1408,31,1
19,1409,31,0
20,1409,31,0
21,1412,28,0
22,1407,33,0
23,1411,29,0
24,1410,30,0
25,1408,32,0
26,1410,29,1
27,1410,30,0
28,1410,30,0
29,1410,30,0
30,1407,33,0
31,1409,31,0
32,1410,30,0
33,1408,32,0
34,1408,32,0
35,1408,32,0
36,1409,31,0
37,1409,31,0
38,1411,29,0
39,1408,32,0
40,1407,33,0
41,1409,31,0
42,1408,32,0
43,1409,31,0
44,1410,30,0
45,1410,30,0
46,1411,29,0
47,1408,31,1
48,1407,33,0
49,1412,28,0
50,1409,31,0
51,1410,30,0
52,1407,33,0
53,1409,31,0
54,1409,31,0
55,1412,28,0
56,1411,29,0
57,1409,31,0
58,1413,27,0
59,1409,29,2
60,1408,32,0
61,1408,32,0
62,1410,30,0
63,1408,32,0
64,1408,32,0
65,1407,33,0
66,1409,31,0
67,1409,31,0
68,1410,30,0
69,1408,32,0
70,1409,31,0
71,1411,29,0
72,1409,31,0
73,1409,31,0
74,1409,31,0
75,1410,30,0
76,1409,31,0
77,1412,28,0
78,1409,31,0
79,1410,30,0
80,1408,32,0
81,1407,33,0
82,1409,31,0
83,1413,27,0
84,1410,28,2
85,1407,33,0
86,1409,31,0
87,1410,30,0
88,1410,30,0
89,1410,30,0
90,1407,33,0
91,1409,31,0
92,1408,31,1
93,1411,29,0
94,1408,31,1
95,1408,31,1
96,1409,31,0
97,1411,29,0
98,1408,32,0
99,1410,30,0
100,1409,31,0
101,1411,28,1
102,1410,30,0
103,1410,30,0
104,1409,31,0
105,1410,30,0
106,1411,29,0
107,1408,32,0
108,1413,27,0
109,1408,31,1
110,1407,32,1
111,1409,31,0
112,1409,31,0
113,1409,31,0
114,1410,29,1
115,1410,30,0
116,1410,30,0
117,1407,32,1
118,1408,32,0
119,1407,33,0
120,1411,29,0
121,1412,28,0
122,1407,32,1
123,1407,33,0
124,1409,31,0
125,1409,31,0
126,1411,29,0
127,1409,31,0
128,1409,31,0
129,1407,33,0
130,1411,29,0
131,1409,30,1
132,1409,31,0
133,1409,31,0
134,1411,29,0
135,1413,27,0
136,1408,32,0
137,1410,30,0
138,1408,32,0
139,1407,33,0
140,1408,32,0
141,1409,31,0
142,1410,30,0
143,1408,32,0
144,1408,32,0
145,1410,30,0
146,1408,32,0
147,1409,31,0
148,1407,33,0
149,1409,31,0
150,1408,32,0
151,1413,27,0
152,1410,30,0
153,1408,32,0
154,1408,32,0
155,1410,29,1
156,1410,29,1
157,1411,29,0
158,1411,29,0
159,1411,29,0
160,1407,33,0
161,1409,31,0
162,1409,31,0
163,1410,30,0
164,1409,30,1
165,1410,29,1
166,1408,32,0
167,1409,31,0
168,1411,29,0
169,1412,28,0
170,1408,32,0
171,1408,32,0
172,1409,31,0
173,1409,31,0
174,1411,29,0
175,1409,30,1
176,1407,33,0
177,1408,32,0
178,1410,30,0
179,1409,31,0
180,1409,31,0
181,1409,31,0
182,1408,32,0
183,1411,29,0
184,1409,31,0
185,1412,27,1
186,1408,32,0
187,1409,31,0
188,1410,30,0
189,1407,32,1
190,1409,31,0
191,1408,32,0
192,1409,31,0
193,1409,31,0
194,1413,27,0
195,1407,33,0
196,1409,31,0
197,1409,31,0
198,1409,31,0
199,1408,32,0
200,1409,31,0
201,1407,33,0
202,1409,31,0
203,1409,31,0
204,1411,29,0
205,1408,32,0
206,1409,31,0
207,1408,32,0
208,1410,30,0
209,1409,31,0
210,1413,27,0
211,1409,30,1
212,1408,32,0
213,1411,29,0
214,1409,30,1
215,1409,31,0
216,1409,31,0
217,1409,31,0
218,1411,29,0
219,1408,32,0
220,1412,28,0
221,1410,30,0
222,1410,30,0
223,1408,31,1
224,1408,32,0
