t,q,j,a
0,640,0,0
1,604,15,21
2,581,35,24
3,578,56,6
4,578,57,5
5,548,66,26
6,526,86,28
7,529,104,7
8,533,107,0
9,541,99,0
10,545,95,0
11,550,90,0
12,556,84,0
13,559,81,0
14,559,81,0
15,560,80,0
16,563,77,0
17,568,72,0
18,568,71,1
19,556,70,14
20,521,84,35
21,513,101,26
22,495,125,20
23,487,138,15
24,478,144,18
25,483,150,7
26,491,149,0
27,499,141,0
28,507,133,0
29,515,125,0
30,521,119,0
31,529,111,0
32,533,107,0
33,537,103,0
34,539,101,0
35,542,98,0
36,547,93,0
37,555,85,0
38,558,81,1
39,566,74,0
40,571,68,1
41,572,68,0
42,580,60,0
43,584,56,0
44,591,49,0
45,591,48,1
46,596,44,0
47,599,41,0
48,601,38,1
49,594,33,13
50,550,45,45
51,491,80,69
52,441,119,80
53,439,166,35
54,457,181,2
55,461,179,0
56,467,169,4
57,452,175,13
58,460,180,0
59,468,172,0
60,475,164,1
61,489,151,0
62,495,145,0
63,504,135,1
64,507,133,0
65,513,127,0
66,517,123,0
67,521,119,0
68,527,113,0
69,533,107,0
70,538,100,2
71,544,96,0
72,550,90,0
73,565,74,1
74,568,69,3
75,577,62,1
76,585,55,0
77,592,48,0
78,602,37,1
79,609,31,0
80,616,24,0
81,617,23,0
82,619,20,1
83,621,19,0
84,619,21,0
85,619,21,0
86,607,22,11
87,550,44,46
88,479,81,80
89,424,131,85
90,403,177,60
91,406,206,28
92,415,224,1
93,420,220,0
94,425,215,0
95,438,202,0
96,446,194,0
97,453,187,0
98,461,179,0
99,469,171,0
100,474,161,5
101,461,162,17
102,475,164,1
103,487,153,0
104,503,137,0
105,499,130,11
106,487,135,18
107,499,141,0
108,507,132,1
109,522,117,1
110,535,105,0
111,529,99,12
112,526,102,12
113,543,97,0
114,550,90,0
115,561,79,0
116,561,76,3
117,547,88,5
118,558,82,0
119,568,72,0
120,573,67,0
121,571,68,1
122,574,66,0
123,582,58,0
124,582,58,0
125,583,57,0
126,586,54,0
127,589,51,0
128,598,42,0
129,600,40,0
130,602,38,0
131,606,33,1
132,613,27,0
133,611,29,0
134,602,31,7
135,563,44,33
136,526,71,43
137,470,105,65
138,448,141,51
139,428,178,34
140,430,188,22
141,439,199,2
142,430,199,11
143,440,198,2
144,450,190,0
145,458,182,0
146,468,172,0
147,474,166,0
148,478,162,0
149,487,153,0
150,488,147,5
151,483,147,10
152,499,141,0
153,506,134,0
154,517,123,0
155,524,116,0
156,540,100,0
157,546,91,3
158,538,88,14
159,537,101,2
160,543,97,0
161,554,86,0
162,563,77,0
163,571,69,0
164,580,59,1
165,583,57,0
166,588,51,1
167,592,47,1
168,597,43,0
169,599,41,0
170,600,40,0
171,605,35,0
172,606,34,0
173,606,32,2
174,609,31,0
175,610,30,0
176,611,29,0
177,614,26,0
178,614,26,0
179,614,26,0
180,617,23,0
181,619,21,0
182,621,19,0
183,620,20,0
184,620,19,1
185,620,19,1
186,622,18,0
187,621,19,0
188,622,18,0
189,620,19,1
190,621,19,0
191,621,18,1
192,624,16,0
193,622,18,0
194,623,16,1
195,621,19,0
196,621,19,0
197,622,18,0
198,621,18,1
199,621,19,0
200,623,17,0
201,620,20,0
202,620,20,0
203,620,20,0
204,621,19,0
205,622,18,0
206,620,20,0
207,618,22,0
208,619,20,1
209,621,19,0
210,620,20,0
211,616,24,0
212,616,24,0
213,618,22,0
214,618,22,0
215,619,21,0
216,618,21,1
217,620,20,0
218,620,20,0
219,619,21,0
220,619,21,0
221,619,21,0
222,621,19,0
223,620,19,1
224,622,18,0
225,621,17,2
226,623,17,0
227,620,19,1
228,621,19,0
229,620,20,0
230,619,21,0
231,620,20,0
232,624,16,0
233,624,15,1
234,624,16,0
235,621,18,1
236,623,17,0
237,621,19,0
238,621,19,0
239,620,19,1
240,621,19,0
241,623,17,0
242,621,19,0
243,620,20,0
244,618,21,1
245,617,23,0
246,618,22,0
247,619,21,0
248,617,23,0
249,619,21,0
250,618,22,0
251,618,22,0
252,617,23,0
253,616,22,2
254,616,24,0
255,615,22,3
256,602,25,13
257,550,49,41
258,517,80,43
259,450,124,66
260,426,164,50
261,413,194,33
262,427,211,2
263,434,204,2
264,438,201,1
265,449,191,0
266,454,186,0
267,457,178,5
268,456,174,10
269,467,172,1
270,477,163,0
271,485,155,0
272,493,147,0
273,502,138,0
274,516,124,0
275,528,112,0
276,536,104,0
277,545,95,0
278,550,89,1
279,550,89,1
280,558,82,0
281,567,72,1
282,573,66,1
283,576,63,1
284,585,53,2
285,592,46,2
286,595,45,0
287,601,39,0
288,607,33,0
289,610,30,0
290,612,28,0
291,611,29,0
292,612,28,0
293,615,25,0
294,616,24,0
295,617,22,1
296,619,21,0
297,614,22,4
