t,q,j,a
0,1120,0,0
1,1101,17,2
2,1100,20,0
3,1099,21,0
4,1100,20,0
5,1099,21,0
6,1101,19,0
7,1100,19,1
8,1100,20,0
9,1101,18,1
10,1100,19,1
11,1100,20,0
12,1100,20,0
13,1101,18,1
14,1099,21,0
15,1100,20,0
16,1102,18,0
17,1100,20,0
18,1100,20,0
19,1100,20,0
20,1099,20,1
21,1101,19,0
22,1100,20,0
23,1102,18,0
24,1099,20,1
25,1101,19,0
26,1100,19,1
27,1099,20,1
28,1102,18,0
29,1103,17,0
30,1102,18,0
31,1100,20,0
32,1100,20,0
33,1101,19,0
34,1100,19,1
35,1101,18,1
36,1101,19,0
37,1099,20,1
38,1101,19,0
39,1099,21,0
40,1102,18,0
41,1100,19,1
42,1102,18,0
43,1101,19,0
44,1101,19,0
45,1102,18,0
46,1099,21,0
47,1100,20,0
48,1102,18,0
49,1099,20,1
50,1099,21,0
51,1100,20,0
52,1100,20,0
53,1100,20,0
54,1103,16,1
55,1102,18,0
56,1101,19,0
57,1102,18,0
58,1099,21,0
59,1102,18,0
60,1101,17,2
61,1101,19,0
62,1099,21,0
63,1101,19,0
64,1102,18,0
65,1100,19,1
66,1099,21,0
67,1099,21,0
68,1102,18,0
69,1101,19,0
70,1101,19,0
71,1099,21,0
72,1099,21,0
73,1099,21,0
74,1099,21,0
75,1100,20,0
76,1099,20,1
77,1101,19,0
78,1103,17,0
79,1100,19,1
80,1101,19,0
81,1102,18,0
82,1101,18,1
83,1100,20,0
84,1099,20,1
85,1100,20,0
86,1102,18,0
87,1101,19,0
88,1102,18,0
89,1100,20,0
90,1099,21,0
91,1101,19,0
92,1100,20,0
93,1101,19,0
94,1102,18,0
95,1101,19,0
96,1100,19,1
97,1100,20,0
98,1102,18,0
99,1100,20,0
100,1099,21,0
101,1100,20,0
102,1101,19,0
103,1100,20,0
104,1101,19,0
105,1099,21,0
106,1099,21,0
107,1100,20,0
108,1100,20,0
109,1100,20,0
110,1100,20,0
111,1103,17,0
112,1102,16,2
113,1099,21,0
114,1101,19,0
115,1099,21,0
116,1101,19,0
117,1099,20,1
118,1098,22,0
119,1100,20,0
120,1099,21,0
121,1098,22,0
122,1098,22,0
123,1099,21,0
124,1099,21,0
125,1099,21,0
126,1101,19,0
127,1099,21,0
128,1098,22,0
129,1099,21,0
130,1098,22,0
131,1100,20,0
132,1100,20,0
133,1099,21,0
134,1099,21,0
135,1102,18,0
136,1102,17,1
137,1101,19,0
138,1100,20,0
139,1101,19,0
140,1102,18,0
141,1102,18,0
142,1099,21,0
143,1101,19,0
144,1099,21,0
145,1101,19,0
146,1099,21,0
147,1088,25,7
148,1092,28,0
149,1091,28,1
150,1092,28,0
151,1091,29,0
152,1092,28,0
153,1092,28,0
154,1094,26,0
155,1094,26,0
156,1096,24,0
157,1097,21,2
158,1099,21,0
159,1096,22,2
160,1094,26,0
161,1094,26,0
162,1097,23,0
163,1094,25,1
164,1098,22,0
165,1098,20,2
166,1100,20,0
167,1099,20,1
168,1098,22,0
169,1099,20,1
170,1097,22,1
171,1099,21,0
172,1098,22,0
173,1101,19,0
174,1100,20,0
175,1100,20,0
176,1099,21,0
177,1100,20,0
178,1103,16,1
179,1099,21,0
180,1099,21,0
181,1099,21,0
182,1100,20,0
183,1100,20,0
184,1100,19,1
185,1100,20,0
186,1099,21,0
187,1102,18,0
188,1100,19,1
189,1101,18,1
190,1100,20,0
191,1100,20,0
192,1099,21,0
193,1099,21,0
194,1101,19,0
195,1100,20,0
196,1100,20,0
197,1099,20,1
198,1105,15,0
199,1101,16,3
200,1100,20,0
201,1099,21,0
202,1101,19,0
203,1102,18,0
204,1102,17,1
205,1101,18,1
206,1101,18,1
207,1100,19,1
208,1100,20,0
209,1100,20,0
210,1100,20,0
211,1101,19,0
212,1102,18,0
213,1101,18,1
214,1099,21,0
215,1097,22,1
216,1098,22,0
217,1100,20,0
218,1099,19,2
219,1097,23,0
220,1097,23,0
221,1100,20,0
222,1097,22,1
223,1098,22,0
224,1101,19,0
225,1100,20,0
226,1098,22,0
227,1097,23,0
228,1101,19,0
229,1098,21,1
230,1098,22,0
231,1098,22,0
232,1100,20,0
233,1100,19,1
234,1100,20,0
235,1097,23,0
236,1100,20,0
237,1100,20,0
238,1100,20,0
239,1100,20,0
240,1099,21,0
241,1099,21,0
242,1100,20,0
243,1099,21,0
244,1099,21,0
245,1100,20,0
246,1101,19,0
247,1102,18,0
248,1102,17,1
249,1100,20,0
250,1102,18,0
251,1101,19,0
252,1100,20,0
253,1099,21,0
254,1100,20,0
255,1100,20,0
256,1099,21,0
257,1100,20,0
258,1102,18,0
259,1099,20,1
260,1101,19,0
261,1101,19,0
262,1099,21,0
263,1101,19,0
264,1102,18,0
265,1099,20,1
266,1101,19,0
267,1100,20,0
268,1102,18,0
269,1100,19,1
270,1101,19,0
271,1100,20,0
272,1100,19,1
273,1101,19,0
274,1102,18,0
275,1100,20,0
276,1103,17,0
277,1101,19,0
278,1101,19,0
279,1102,18,0
280,1101,18,1
281,1101,19,0
282,1099,21,0
283,1099,21,0
284,1100,20,0
285,1100,20,0
286,1099,21,0
287,1101,19,0
288,1102,18,0
289,1100,20,0
290,1101,19,0
291,1102,17,1
292,1099,21,0
293,1103,17,0
294,1101,18,1
295,1100,19,1
296,1099,21,0
297,1101,19,0
298,1101,19,0
299,1099,20,1
300,1100,20,0
301,1099,20,1
302,1102,18,0
303,1101,19,0
304,1100,20,0
305,1103,17,0
306,1101,19,0
307,1099,21,0
308,1100,20,0
309,1101,18,1
310,1100,20,0
311,1100,20,0
312,1101,19,0
313,1101,19,0
314,1101,19,0
315,1101,19,0
316,1101,19,0
317,1100,20,0
318,1100,20,0
319,1100,20,0
320,1100,20,0
321,1103,17,0
322,1100,19,1
323,1101,19,0
324,1101,19,0
325,1101,19,0
326,1099,21,0
