t,q,j,a
0,1120,0,0
1,735,29,356
2,647,82,391
3,647,130,343
4,638,176,306
5,640,223,257
6,645,258,217
7,650,290,180
8,658,308,154
9,656,324,140
10,654,334,132
11,669,332,119
12,655,345,120
13,661,355,104
14,668,359,93
15,665,359,96
16,662,359,99
17,667,359,94
18,673,357,90
19,671,359,90
20,672,360,88
21,658,364,98
22,661,362,97
23,668,355,97
24,655,355,110
25,672,351,97
26,670,350,100
27,678,336,106
28,675,333,112
29,665,336,119
30,675,328,117
31,670,329,121
32,675,325,120
33,666,328,126
34,666,330,124
35,663,337,120
36,669,336,115
37,657,352,111
38,667,345,108
39,661,349,110
40,666,344,110
41,663,349,108
42,669,346,105
43,669,344,107
44,669,344,107
45,678,344,98
46,678,339,103
47,673,337,110
48,669,335,116
49,672,334,114
50,668,338,114
51,655,347,118
52,678,340,102
53,675,339,106
54,672,331,117
55,666,329,125
56,672,331,117
57,675,326,119
58,669,331,120
59,675,328,117
60,663,332,125
61,659,342,119
62,660,348,112
63,664,357,99
64,662,366,92
65,663,361,96
66,664,362,94
67,671,361,88
68,668,358,94
69,664,361,95
70,668,360,92
71,677,347,96
72,669,351,100
73,660,355,105
74,668,353,99
75,667,350,103
76,668,353,99
77,667,352,101
78,674,353,93
79,671,350,99
80,670,356,94
81,675,351,94
82,664,358,98
83,671,349,100
84,672,350,98
85,680,338,102
86,661,343,116
87,662,340,118
88,656,347,117
89,678,332,110
90,674,326,120
91,665,329,126
92,675,325,120
93,671,334,115
94,666,326,128
95,669,325,126
96,664,334,122
97,666,337,117
98,665,344,111
99,669,339,112
100,659,338,123
101,662,346,112
102,669,345,106
103,664,344,112
104,669,345,106
105,662,349,109
106,665,348,107
107,673,343,104
108,670,337,113
109,677,330,113
110,673,330,117
111,676,325,119
112,678,323,119
113,674,324,122
114,670,336,114
115,668,338,114
116,666,339,115
117,659,350,111
118,661,352,107
119,660,357,103
120,665,349,106
121,659,355,106
122,663,350,107
123,668,346,106
124,683,333,104
125,679,315,126
126,666,325,129
127,667,329,124
128,667,326,127
129,664,331,125
130,664,337,119
131,665,344,111
132,668,345,107
133,673,340,107
134,681,334,105
135,672,346,102
136,675,344,101
137,669,345,106
138,662,354,104
139,674,348,98
140,670,350,100
141,672,348,100
142,663,346,111
143,664,352,104
144,688,341,91
145,672,347,101
146,666,350,104
147,667,352,101
148,667,351,102
149,677,347,96
150,675,351,94
151,674,352,94
152,679,338,103
153,662,346,112
154,669,348,103
155,668,346,106
156,665,348,107
157,669,340,111
158,659,349,112
159,673,353,94
160,670,354,96
161,668,352,100
162,677,339,104
163,665,342,113
164,662,339,119
165,666,340,114
166,671,336,113
167,658,342,120
168,666,338,116
169,667,339,114
170,671,332,117
171,667,331,122
172,666,329,125
173,657,343,120
174,656,349,115
175,661,350,109
176,665,357,98
177,675,353,92
178,677,351,92
179,669,350,101
180,671,340,109
181,658,352,110
182,662,349,109
183,672,349,99
184,661,364,95
185,667,364,89
186,672,360,88
187,680,353,87
188,684,342,94
189,670,346,104
190,655,361,104
191,658,358,104
192,661,362,97
193,661,363,96
194,673,351,96
195,669,350,101
196,665,354,101
197,676,352,92
198,669,351,100
199,677,346,97
200,663,347,110
201,665,343,112
202,668,340,112
203,665,348,107
204,679,333,108
205,677,337,106
206,671,344,105
207,669,342,109
208,671,341,108
209,664,342,114
210,667,342,111
211,672,338,110
212,667,336,117
213,670,338,112
214,660,342,118
215,676,340,104
216,664,347,109
217,675,345,100
218,663,348,109
219,658,353,109
220,662,352,106
221,655,360,105
222,660,367,93
223,662,369,89
224,672,359,89
225,669,351,100
226,671,340,109
227,678,326,116
228,663,330,127
229,661,330,129
230,663,339,118
231,668,341,111
232,670,347,103
233,667,348,105
234,663,349,108
235,662,346,112
236,673,343,104
237,666,350,104
238,682,340,98
239,670,343,107
240,669,340,111
241,668,349,103
242,671,349,100
243,671,344,105
244,654,358,108
245,669,362,89
246,677,352,91
247,671,355,94
248,657,372,91
249,658,377,85
250,664,372,84
251,673,363,84
252,669,364,87
253,670,354,96
254,668,356,96
255,668,361,91
256,678,351,91
257,661,354,105
258,670,353,97
259,663,356,101
260,678,351,91
261,674,352,94
262,665,358,97
263,670,352,98
264,672,342,106
265,677,336,107
266,665,339,116
267,658,352,110
268,663,354,103
269,669,349,102
270,677,341,102
271,671,343,106
272,667,346,107
273,667,351,102
274,661,360,99
275,660,367,93
276,655,375,90
277,676,362,82
278,670,356,94
279,669,353,98
280,675,341,104
281,683,336,101
282,684,330,106
283,672,341,107
284,667,339,114
285,670,339,111
286,671,337,112
287,672,338,110
288,671,336,113
289,668,336,116
290,671,329,120
291,665,330,125
292,672,338,110
293,676,337,107
294,669,341,110
295,663,345,112
296,660,347,113
297,668,355,97
298,667,356,97
299,663,364,93
300,669,358,93
301,670,354,96
302,669,354,97
303,668,356,96
304,681,345,94
305,680,343,97
306,678,335,107
307,674,328,118
308,669,329,122
309,664,332,124
310,666,334,120
311,669,336,115
312,673,333,114
313,680,332,108
314,683,328,109
315,670,330,120
316,678,326,116
317,664,329,127
318,681,320,119
319,668,326,126
320,667,335,118
321,663,340,117
322,663,350,107
323,660,352,108
324,672,345,103
325,660,340,120
326,661,345,114
327,661,351,108
328,663,351,106
329,666,352,102
330,672,353,95
331,672,343,105
332,663,355,102
333,670,356,94
334,666,355,99
335,661,361,98
336,660,361,99
337,674,347,99
338,677,339,104
339,660,347,113
340,671,341,108
341,676,326,118
342,677,325,118
343,674,327,119
344,668,339,113
345,671,338,111
346,675,340,105
347,666,348,106
348,676,348,96
349,671,348,101
350,674,341,105
351,677,343,100
352,664,351,105
353,671,346,103
354,670,345,105
355,671,347,102
356,671,347,102
357,672,339,109
358,668,344,108
359,657,354,109
360,648,368,104
361,664,363,93
362,665,364,91
363,680,350,90
364,682,342,96
365,661,348,111
366,672,347,101
367,664,353,103
368,666,353,101
369,660,356,104
370,667,354,99
371,662,354,104
372,669,350,101
373,666,348,106
374,674,340,106
375,667,348,105
376,671,349,100
377,659,351,110
378,665,350,105
379,665,355,100
380,671,351,98
381,673,346,101
382,670,346,104
383,689,333,98
384,681,331,108
385,684,319,117
386,686,315,119
387,665,320,135
388,659,331,130
389,661,335,124
390,666,337,117
391,657,346,117
392,663,353,104
393,668,352,100
394,675,349,96
395,676,347,97
396,680,335,105
397,674,330,116
398,671,332,117
399,657,338,125
400,679,327,114
401,682,319,119
402,664,328,128
403,668,331,121
404,668,331,121
405,666,337,117
406,671,336,113
407,676,331,113
408,672,330,118
409,665,329,126
410,659,335,126
411,654,345,121
412,665,345,110
413,672,342,106
414,669,343,108
415,682,332,106
416,668,330,122
417,667,337,116
418,667,338,115
419,676,339,105
420,673,331,116
421,682,333,105
422,673,326,121
423,661,327,132
424,656,340,124
425,648,354,118
426,654,359,107
427,666,362,92
428,661,361,98
429,677,355,88
430,666,359,95
431,660,364,96
432,671,357,92
433,665,362,93
434,667,362,91
435,673,356,91
436,656,359,105
437,666,357,97
438,653,365,102
439,664,359,97
440,675,340,105
441,664,340,116
442,668,343,109
443,671,339,110
444,666,346,108
445,667,349,104
446,669,348,103
447,677,343,100
448,677,344,99
449,664,354,102
450,668,350,102
451,673,345,102
452,678,336,106
453,671,334,115
454,671,339,110
455,666,333,121
456,666,329,125
457,670,326,124
458,672,321,127
459,682,315,123
460,661,320,139
461,662,325,133
462,673,320,127
463,666,324,130
464,676,317,127
465,666,329,125
466,663,338,119
467,666,335,119
468,669,332,119
469,677,329,114
470,673,330,117
471,673,332,115
472,681,332,107
473,675,331,114
474,672,339,109
475,675,333,112
476,682,328,110
477,680,332,108
478,679,329,112
479,662,337,121
480,667,335,118
481,667,338,115
482,658,340,122
483,660,343,117
484,664,336,120
485,664,340,116
486,668,337,115
487,672,343,105
488,664,346,110
489,660,344,116
490,666,344,110
491,672,347,101
492,668,345,107
493,667,353,100
494,660,360,100
495,663,365,92
496,665,369,86
497,670,364,86
498,674,360,86
499,663,361,96
500,658,360,102
501,660,351,109
502,675,343,102
503,660,344,116
504,671,335,114
505,665,334,121
506,672,327,121
507,664,329,127
508,673,327,120
509,675,323,122
510,661,325,134
511,671,319,130
512,661,328,131
513,659,328,133
514,657,339,124
515,667,342,111
516,663,346,111
517,667,350,103
518,667,345,108
519,671,348,101
520,668,348,104
521,673,341,106
522,666,345,109
523,682,340,98
524,674,337,109
525,666,337,117
526,663,345,112
527,664,345,111
528,663,346,111
529,674,345,101
530,682,335,103
531,678,335,107
532,662,344,114
533,662,350,108
534,671,343,106
535,669,344,107
536,676,334,110
537,667,331,122
538,667,338,115
539,674,338,108
540,666,347,107
541,669,343,108
542,673,338,109
543,671,338,111
544,665,343,112
545,668,345,107
546,670,345,105
547,671,351,98
548,655,356,109
549,661,362,97
550,658,365,97
551,664,367,89
552,680,358,82
553,670,364,86
554,671,359,90
555,661,359,100
556,672,350,98
557,666,352,102
558,667,349,104
559,671,343,106
560,671,345,104
561,659,355,106
562,665,354,101
563,670,351,99
564,673,349,98
565,667,349,104
566,662,348,110
567,666,342,112
568,666,340,114
569,674,332,114
570,666,345,109
571,669,352,99
572,672,351,97
573,663,361,96
574,669,358,93
575,670,357,93
576,667,354,99
577,663,359,98
578,664,356,100
579,669,362,89
580,679,356,85
581,678,351,91
582,669,351,100
583,666,348,106
584,664,350,106
585,664,355,101
586,677,346,97
587,675,348,97
588,682,344,94
589,667,351,102
590,666,348,106
591,657,351,112
592,659,358,103
593,662,365,93
594,673,360,87
595,690,341,89
596,671,345,104
597,675,341,104
598,674,341,105
599,661,345,114
600,659,355,106
601,667,352,101
602,670,344,106
603,677,336,107
604,668,333,119
605,658,338,124
606,666,343,111
607,676,340,104
608,672,340,108
609,661,345,114
610,680,334,106
611,681,338,101
612,678,341,101
613,677,344,99
614,681,334,105
615,673,338,109
616,676,331,113
617,675,324,121
618,672,328,120
619,671,331,118
620,669,331,120
621,665,334,121
622,666,342,112
623,669,348,103
624,668,352,100
625,670,352,98
626,662,358,100
627,670,360,90
628,666,363,91
629,665,366,89
630,668,367,85
631,685,360,75
632,671,356,93
633,674,353,93
634,683,342,95
635,676,344,100
636,669,352,99
637,677,349,94
638,676,340,104
639,678,333,109
640,671,342,107
641,672,335,113
642,661,342,117
643,658,351,111
644,666,348,106
645,670,341,109
646,667,341,112
647,669,347,104
648,666,340,114
649,665,340,115
650,665,347,108
651,677,342,101
652,670,341,109
653,668,346,106
654,672,344,104
655,669,345,106
656,670,345,105
657,672,337,111
658,672,335,113
659,658,351,111
660,654,364,102
661,668,358,94
662,661,358,101
663,669,359,92
664,669,354,97
665,672,354,94
666,665,355,100
667,665,353,102
668,664,355,101
669,666,351,103
670,672,348,100
671,675,339,106
672,669,333,118
673,671,333,116
674,671,335,114
675,664,343,113
676,675,330,115
677,668,335,117
678,664,338,118
679,663,351,106
680,669,354,97
681,669,356,95
682,674,350,96
683,679,347,94
684,663,352,105
685,669,354,97
686,677,352,91
687,671,352,97
688,671,349,100
689,678,340,102
690,668,341,111
691,672,333,115
692,669,338,113
693,669,342,109
694,671,344,105
695,670,342,108
696,669,347,104
697,675,350,95
698,668,355,97
699,669,359,92
700,664,362,94
701,662,362,96
702,668,357,95
703,664,356,100
704,679,348,93
705,677,349,94
706,673,344,103
707,674,347,99
708,656,351,113
