t,q,j,a
0,1120,0,0
1,1100,14,6
2,1046,35,39
3,876,72,172
4,679,127,314
5,658,185,277
6,661,238,221
7,661,296,163
8,679,346,95
9,703,386,31
10,717,395,8
11,729,389,2
12,727,386,7
13,742,378,0
14,752,367,1
15,763,357,0
16,776,344,0
17,786,334,0
18,802,318,0
19,823,297,0
20,835,285,0
21,852,268,0
22,860,259,1
23,874,246,0
24,879,238,3
25,884,230,6
26,896,224,0
27,910,210,0
28,921,199,0
29,937,183,0
30,946,174,0
31,957,163,0
32,968,152,0
33,980,140,0
34,996,124,0
35,1003,117,0
36,1018,102,0
37,1027,92,1
38,1033,87,0
39,1036,84,0
40,1052,68,0
41,1060,60,0
42,1066,54,0
43,1075,45,0
44,1079,41,0
45,1084,36,0
46,1085,35,0
47,1083,34,3
48,1085,35,0
49,1086,34,0
50,1051,36,33
51,942,67,111
52,762,119,239
53,668,171,281
54,661,225,234
55,660,282,178
56,662,339,119
57,693,379,48
58,705,401,14
59,725,395,0
60,729,391,0
61,742,378,0
62,755,365,0
63,765,354,1
64,781,339,0
65,790,330,0
66,810,310,0
67,821,297,2
68,825,284,11
69,815,292,13
70,837,282,1
71,854,265,1
72,865,255,0
73,881,239,0
74,888,231,1
75,891,222,7
76,901,219,0
77,915,205,0
78,922,198,0
79,935,184,1
80,948,172,0
81,964,156,0
82,972,147,1
83,982,138,0
84,963,137,20
85,932,148,40
86,874,176,70
87,768,207,145
88,689,254,177
89,682,299,139
90,689,342,89
91,704,374,42
92,728,391,1
93,734,386,0
94,749,371,0
95,763,357,0
96,777,343,0
97,789,330,1
98,801,319,0
99,813,306,1
100,821,299,0
101,831,289,0
102,838,282,0
103,846,274,0
104,861,259,0
105,874,246,0
106,880,239,1
107,895,224,1
108,907,212,1
109,896,209,15
110,891,218,11
111,906,214,0
112,915,205,0
113,929,191,0
114,944,176,0
115,952,168,0
116,961,159,0
117,967,153,0
118,981,139,0
119,992,128,0
120,1003,117,0
121,1016,104,0
122,1029,91,0
123,1043,77,0
124,1056,64,0
125,1063,57,0
126,1065,52,3
127,1074,46,0
128,1077,43,0
129,1078,42,0
130,1080,40,0
131,1082,37,1
132,1084,36,0
133,1084,36,0
134,1084,36,0
135,1085,35,0
136,1089,31,0
137,1088,32,0
138,1083,37,0
139,1084,36,0
140,1086,34,0
141,1086,34,0
142,1084,35,1
143,1086,33,1
144,1087,32,1
145,1090,29,1
146,1089,30,1
147,1074,33,13
148,986,58,76
149,747,111,262
150,659,167,294
151,661,222,237
152,668,273,179
153,677,324,119
154,681,376,63
155,695,411,14
156,710,410,0
157,724,396,0
158,736,384,0
159,748,372,0
160,762,358,0
161,774,346,0
162,781,339,0
163,794,326,0
164,804,315,1
165,815,305,0
166,827,293,0
167,840,279,1
168,852,268,0
169,862,258,0
170,871,248,1
171,872,248,0
172,888,232,0
173,897,223,0
174,907,213,0
175,921,199,0
176,929,191,0
177,938,182,0
178,947,171,2
179,962,158,0
180,970,147,3
181,981,139,0
182,989,131,0
