t,q,j,a
0,1440,0,0
1,1418,22,0
2,1419,21,0
3,1420,20,0
4,1418,22,0
5,1418,22,0
6,1419,21,0
7,1418,21,1
8,1421,19,0
9,1420,20,0
10,1418,22,0
11,1421,19,0
12,1419,21,0
13,1418,22,0
14,1421,19,0
15,1420,20,0
16,1422,18,0
17,1418,22,0
18,1418,22,0
19,1418,22,0
20,1420,20,0
21,1418,21,1
22,1420,20,0
23,1421,19,0
24,1419,21,0
25,1418,21,1
26,1420,20,0
27,1421,19,0
28,1418,22,0
29,1420,20,0
30,1421,19,0
31,1421,19,0
32,1419,20,1
33,1420,20,0
34,1420,20,0
35,1418,22,0
36,1421,19,0
37,1418,22,0
38,1418,22,0
39,1420,20,0
40,1418,22,0
41,1420,20,0
42,1419,21,0
43,1419,21,0
44,1421,19,0
45,1419,21,0
46,1418,22,0
47,1424,16,0
48,1419,20,1
49,1419,21,0
50,1418,21,1
51,1421,19,0
52,1420,20,0
53,1418,22,0
54,1420,20,0
55,1418,22,0
56,1419,21,0
57,1420,20,0
58,1419,21,0
59,1419,21,0
60,1419,21,0
61,1420,20,0
62,1419,21,0
63,1420,20,0
64,1419,21,0
65,1419,21,0
66,1418,22,0
67,1418,22,0
68,1418,22,0
69,1421,19,0
70,1419,20,1
71,1419,21,0
72,1421,19,0
73,1419,20,1
74,1420,20,0
75,1419,21,0
76,1419,20,1
77,1419,21,0
78,1422,18,0
79,1419,20,1
80,1419,21,0
81,1418,21,1
82,1420,20,0
83,1421,18,1
84,1418,22,0
85,1420,20,0
86,1420,18,2
87,1419,21,0
88,1421,19,0
89,1420,20,0
90,1419,21,0
91,1419,21,0
92,1421,19,0
93,1418,22,0
94,1419,21,0
95,1420,20,0
96,1420,19,1
97,1419,21,0
98,1420,20,0
99,1420,20,0
100,1422,18,0
101,1419,19,2
102,1421,19,0
103,1418,22,0
104,1418,22,0
105,1419,21,0
106,1418,22,0
107,1419,21,0
108,1420,20,0
109,1418,22,0
110,1421,19,0
111,1419,20,1
112,1418,22,0
113,1419,21,0
114,1420,20,0
115,1418,22,0
116,1420,20,0
117,1419,21,0
118,1420,20,0
119,1417,23,0
120,1420,20,0
121,1418,22,0
122,1419,20,1
123,1420,20,0
124,1420,20,0
125,1418,22,0
126,1419,21,0
127,1418,21,1
128,1419,21,0
129,1419,21,0
130,1419,21,0
131,1418,22,0
132,1419,21,0
133,1419,21,0
134,1422,18,0
135,1421,19,0
136,1420,20,0
137,1418,21,1
138,1420,20,0
139,1419,21,0
140,1419,21,0
141,1418,22,0
142,1419,21,0
143,1418,22,0
144,1419,21,0
145,1421,19,0
146,1418,22,0
147,1420,20,0
148,1422,18,0
149,1420,19,1
150,1420,20,0
151,1420,20,0
152,1418,22,0
153,1421,19,0
154,1420,20,0
155,1420,20,0
156,1418,21,1
157,1422,18,0
158,1419,21,0
159,1418,22,0
160,1421,19,0
161,1419,20,1
162,1420,20,0
163,1418,22,0
164,1420,20,0
165,1419,21,0
166,1419,21,0
167,1420,20,0
168,1419,21,0
169,1422,18,0
170,1419,20,1
171,1422,18,0
172,1420,20,0
173,1420,19,1
174,1419,21,0
175,1419,21,0
176,1422,18,0
177,1419,20,1
178,1419,21,0
179,1420,20,0
180,1420,20,0
181,1420,19,1
182,1421,19,0
183,1420,20,0
184,1418,22,0
185,1418,22,0
186,1418,22,0
187,1421,19,0
188,1418,22,0
189,1420,20,0
190,1421,19,0
191,1420,20,0
192,1419,20,1
193,1419,21,0
194,1418,22,0
195,1419,21,0
196,1419,21,0
197,1418,22,0
198,1419,21,0
199,1420,20,0
200,1421,19,0
201,1419,21,0
202,1421,19,0
203,1419,21,0
204,1419,21,0
205,1419,21,0
206,1421,19,0
207,1420,20,0
208,1421,19,0
209,1418,21,1
210,1418,22,0
211,1419,21,0
212,1420,20,0
213,1418,21,1
214,1420,20,0
215,1420,20,0
216,1420,20,0
217,1419,21,0
218,1419,21,0
219,1419,21,0
220,1419,21,0
221,1419,21,0
222,1419,21,0
223,1421,19,0
224,1418,22,0
225,1421,19,0
226,1419,21,0
227,1421,19,0
228,1419,21,0
229,1421,19,0
230,1423,16,1
231,1418,22,0
232,1419,21,0
233,1418,22,0
234,1419,21,0
235,1421,19,0
236,1420,20,0
237,1418,22,0
238,1420,20,0
239,1419,20,1
240,1418,22,0
241,1419,21,0
242,1419,20,1
243,1419,21,0
244,1421,19,0
245,1421,19,0
246,1421,18,1
247,1418,21,1
248,1419,21,0
249,1420,20,0
250,1419,19,2
251,1419,21,0
252,1421,19,0
253,1422,18,0
254,1418,22,0
255,1418,22,0
256,1419,21,0
257,1420,20,0
258,1418,22,0
259,1419,21,0
260,1421,19,0
261,1419,21,0
262,1419,21,0
263,1418,22,0
264,1420,20,0
265,1420,20,0
266,1420,20,0
267,1420,20,0
268,1419,21,0
269,1419,21,0
270,1420,20,0
271,1419,21,0
272,1420,20,0
273,1420,19,1
274,1419,21,0
275,1420,20,0
276,1422,18,0
277,1421,19,0
278,1418,21,1
279,1418,22,0
280,1419,21,0
281,1418,22,0
282,1418,22,0
283,1419,21,0
284,1422,18,0
285,1418,21,1
286,1418,22,0
287,1420,20,0
288,1420,20,0
289,1420,20,0
290,1419,21,0
291,1419,21,0
292,1421,19,0
293,1418,22,0
294,1419,21,0
295,1421,19,0
296,1418,22,0
297,1419,21,0
298,1419,20,1
299,1418,22,0
300,1418,22,0
301,1421,19,0
302,1420,20,0
303,1418,22,0
304,1419,21,0
305,1419,21,0
306,1423,17,0
307,1419,21,0
308,1421,19,0
309,1420,20,0
310,1419,21,0
311,1420,20,0
312,1420,20,0
313,1420,20,0
314,1418,22,0
315,1420,20,0
316,1420,20,0
317,1420,20,0
318,1419,21,0
319,1419,21,0
320,1420,20,0
321,1420,19,1
322,1422,18,0
323,1419,21,0
324,1418,22,0
325,1422,18,0
326,1420,19,1
327,1419,21,0
328,1419,21,0
329,1419,21,0
330,1421,19,0
331,1418,22,0
332,1419,21,0
333,1418,22,0
334,1420,20,0
335,1419,21,0
336,1418,22,0
337,1419,21,0
