t,q,j,a
0,1120,0,0
1,1104,14,2
2,1104,16,0
3,1104,16,0
4,1103,17,0
5,1104,16,0
6,1103,17,0
7,1104,16,0
8,1104,16,0
9,1103,17,0
10,1104,16,0
11,1104,16,0
12,1103,16,1
13,1106,14,0
14,1103,17,0
15,1103,17,0
16,1105,15,0
17,1104,16,0
18,1103,17,0
19,1103,17,0
20,1103,17,0
21,1103,17,0
22,1105,15,0
23,1104,16,0
24,1105,15,0
25,1104,16,0
26,1108,12,0
27,1103,17,0
28,1103,17,0
29,1105,15,0
30,1103,17,0
31,1103,17,0
32,1103,17,0
33,1104,16,0
34,1104,16,0
35,1103,17,0
36,1104,16,0
37,1105,14,1
38,1104,16,0
39,1106,14,0
40,1105,15,0
41,1104,16,0
42,1107,13,0
43,1104,15,1
44,1106,14,0
45,1105,15,0
46,1104,16,0
47,1103,17,0
48,1104,16,0
49,1103,17,0
50,1103,17,0
51,1105,15,0
52,1105,15,0
53,1104,15,1
54,1104,16,0
55,1103,17,0
56,1104,16,0
57,1103,17,0
58,1104,16,0
59,1103,17,0
60,1104,16,0
61,1104,16,0
62,1103,17,0
63,1104,16,0
64,1103,17,0
65,1104,16,0
66,1105,15,0
67,1106,14,0
68,1105,14,1
69,1105,14,1
70,1103,17,0
71,1106,14,0
72,1104,16,0
73,1103,16,1
74,1105,15,0
75,1104,16,0
76,1103,17,0
77,1105,15,0
78,1105,15,0
79,1104,16,0
80,1103,17,0
81,1104,16,0
82,1105,15,0
83,1103,17,0
84,1104,16,0
85,1103,17,0
86,1104,16,0
87,1105,15,0
88,1105,15,0
89,1103,17,0
90,1105,15,0
91,1103,16,1
92,1105,15,0
93,1105,14,1
94,1105,15,0
95,1104,16,0
96,1103,16,1
97,1106,14,0
98,1104,15,1
99,1104,16,0
100,1104,16,0
101,1106,14,0
102,1104,16,0
103,1104,16,0
104,1103,17,0
105,1106,14,0
106,1103,17,0
107,1105,15,0
108,1105,15,0
109,1104,16,0
110,1103,16,1
111,1104,16,0
112,1105,15,0
113,1104,16,0
114,1104,16,0
115,1103,17,0
116,1104,16,0
117,1104,16,0
118,1104,16,0
119,1105,15,0
120,1104,16,0
121,1103,17,0
122,1103,17,0
123,1105,15,0
124,1105,15,0
125,1107,13,0
126,1104,16,0
127,1106,14,0
128,1103,17,0
129,1104,16,0
130,1104,16,0
131,1104,16,0
132,1105,15,0
133,1104,16,0
134,1104,16,0
135,1103,17,0
136,1104,16,0
137,1106,14,0
138,1104,16,0
139,1106,14,0
140,1103,17,0
141,1104,16,0
142,1104,16,0
143,1103,17,0
144,1105,15,0
145,1104,16,0
146,1104,16,0
147,1103,17,0
148,1103,17,0
149,1104,16,0
150,1104,16,0
151,1104,16,0
152,1104,16,0
153,1104,16,0
154,1106,14,0
155,1103,17,0
156,1104,16,0
157,1103,17,0
158,1104,16,0
159,1103,17,0
160,1104,16,0
161,1106,14,0
162,1104,16,0
163,1103,17,0
164,1106,14,0
165,1105,15,0
166,1103,17,0
167,1103,17,0
168,1104,16,0
169,1104,16,0
170,1105,15,0
171,1105,15,0
172,1104,16,0
173,1105,15,0
174,1105,15,0
175,1103,17,0
176,1105,15,0
177,1104,16,0
178,1105,15,0
179,1104,16,0
180,1106,14,0
181,1105,15,0
182,1103,17,0
183,1105,15,0
184,1103,17,0
185,1103,17,0
186,1104,16,0
187,1105,15,0
188,1104,16,0
189,1103,17,0
190,1105,15,0
191,1103,17,0
192,1103,17,0
193,1103,17,0
194,1103,17,0
195,1106,14,0
196,1107,13,0
197,1104,16,0
198,1103,17,0
199,1106,14,0
200,1104,15,1
201,1103,17,0
202,1105,15,0
203,1104,15,1
204,1107,13,0
205,1104,16,0
206,1105,15,0
207,1103,17,0
208,1104,16,0
209,1103,17,0
210,1103,17,0
211,1103,17,0
212,1105,15,0
213,1104,16,0
214,1103,17,0
215,1103,17,0
216,1103,17,0
217,1104,16,0
218,1103,17,0
219,1105,15,0
220,1103,17,0
221,1104,16,0
222,1105,15,0
223,1104,16,0
224,1106,14,0
225,1108,12,0
226,1107,13,0
227,1103,17,0
228,1104,16,0
229,1104,16,0
230,1105,15,0
231,1103,17,0
232,1103,17,0
233,1105,15,0
234,1103,17,0
235,1103,17,0
236,1103,17,0
237,1105,15,0
238,1105,14,1
239,1103,17,0
240,1106,14,0
241,1103,17,0
242,1103,17,0
243,1103,17,0
244,1104,16,0
245,1104,16,0
246,1104,16,0
247,1105,15,0
248,1104,16,0
249,1103,17,0
250,1105,15,0
251,1107,13,0
252,1104,16,0
253,1104,16,0
254,1104,16,0
255,1104,16,0
256,1104,15,1
257,1104,16,0
258,1103,17,0
259,1103,17,0
260,1103,17,0
261,1107,13,0
262,1104,16,0
263,1105,15,0
264,1103,17,0
265,1105,15,0
266,1104,15,1
267,1105,15,0
268,1103,17,0
269,1104,16,0
270,1105,14,1
271,1103,17,0
272,1105,15,0
273,1103,17,0
274,1104,16,0
275,1104,16,0
276,1103,17,0
277,1106,14,0
278,1105,15,0
279,1105,15,0
280,1103,17,0
281,1104,16,0
282,1106,14,0
283,1103,16,1
284,1103,17,0
285,1104,16,0
286,1103,17,0
287,1104,16,0
288,1104,16,0
289,1103,17,0
290,1105,15,0
291,1104,15,1
292,1105,15,0
293,1105,15,0
294,1104,15,1
295,1103,17,0
296,1104,16,0
297,1103,17,0
298,1104,16,0
299,1104,16,0
300,1103,16,1
301,1104,16,0
302,1104,16,0
303,1105,15,0
304,1105,15,0
305,1104,16,0
306,1103,17,0
307,1104,16,0
308,1105,15,0
309,1108,12,0
310,1103,16,1
311,1103,17,0
312,1103,17,0
313,1103,17,0
314,1103,17,0
315,1104,16,0
316,1106,14,0
317,1104,15,1
318,1104,16,0
319,1105,14,1
320,1104,16,0
321,1103,17,0
322,1104,16,0
323,1104,16,0
324,1103,16,1
325,1103,17,0
326,1103,17,0
327,1103,17,0
328,1104,16,0
329,1107,13,0
330,1105,14,1
331,1103,17,0
332,1104,16,0
333,1104,16,0
334,1104,16,0
335,1103,17,0
336,1105,15,0
337,1103,17,0
338,1103,17,0
339,1106,14,0
340,1104,16,0
341,1104,16,0
342,1105,15,0
343,1103,17,0
344,1104,16,0
345,1104,16,0
346,1104,16,0
347,1104,16,0
348,1104,15,1
349,1104,16,0
350,1104,16,0
351,1104,16,0
352,1104,16,0
353,1104,16,0
354,1105,15,0
355,1105,15,0
356,1107,13,0
357,1105,15,0
358,1103,17,0
359,1106,14,0
360,1103,16,1
361,1103,17,0
362,1105,15,0
363,1103,17,0
364,1104,16,0
365,1106,14,0
366,1104,16,0
367,1103,17,0
368,1104,16,0
369,1106,14,0
370,1105,15,0
371,1105,15,0
372,1105,15,0
373,1104,16,0
374,1105,15,0
375,1103,16,1
376,1103,17,0
377,1103,17,0
378,1104,16,0
379,1103,17,0
380,1105,15,0
381,1104,16,0
382,1105,15,0
383,1105,15,0
384,1105,14,1
385,1103,17,0
386,1104,16,0
387,1103,17,0
388,1103,17,0
389,1105,15,0
390,1105,15,0
391,1105,15,0
392,1103,17,0
393,1103,17,0
394,1108,12,0
395,1103,15,2
396,1105,15,0
397,1104,16,0
398,1104,16,0
399,1103,17,0
400,1104,16,0
401,1106,14,0
402,1105,15,0
403,1104,15,1
404,1103,17,0
405,1105,15,0
406,1103,17,0
407,1104,16,0
408,1106,14,0
409,1103,17,0
410,1103,17,0
411,1104,16,0
412,1104,16,0
413,1104,16,0
414,1104,16,0
415,1104,16,0
416,1105,15,0
417,1103,17,0
418,1104,16,0
419,1107,13,0
420,1105,15,0
421,1105,15,0
422,1103,17,0
423,1106,14,0
424,1104,15,1
425,1106,14,0
426,1103,17,0
427,1104,16,0
428,1103,17,0
429,1104,16,0
430,1104,16,0
431,1105,15,0
432,1104,15,1
433,1104,16,0
434,1103,17,0
435,1103,17,0
436,1103,17,0
437,1104,16,0
438,1105,15,0
439,1104,16,0
440,1104,16,0
441,1103,17,0
442,1105,15,0
443,1104,16,0
444,1105,15,0
445,1105,15,0
446,1104,16,0
447,1103,17,0
448,1104,16,0
449,1104,16,0
450,1104,16,0
451,1103,17,0
452,1105,15,0
453,1105,15,0
454,1105,15,0
455,1103,17,0
456,1106,14,0
457,1103,17,0
458,1104,16,0
459,1105,15,0
460,1104,15,1
461,1104,16,0
462,1104,16,0
463,1105,15,0
464,1104,16,0
465,1103,17,0
466,1103,17,0
467,1104,16,0
468,1103,17,0
469,1104,16,0
470,1104,16,0
471,1104,16,0
472,1106,14,0
473,1104,16,0
474,1103,17,0
475,1106,14,0
476,1103,17,0
477,1105,15,0
478,1105,14,1
479,1103,17,0
480,1104,16,0
481,1104,16,0
482,1104,16,0
483,1107,13,0
484,1104,16,0
485,1105,14,1
486,1104,16,0
487,1104,16,0
488,1103,17,0
489,1105,15,0
490,1104,16,0
491,1104,16,0
492,1105,15,0
493,1105,15,0
494,1106,14,0
495,1103,17,0
496,1103,17,0
497,1105,15,0
498,1103,17,0
499,1103,17,0
500,1103,17,0
501,1103,17,0
502,1104,16,0
503,1107,12,1
504,1103,17,0
505,1103,17,0
506,1105,15,0
507,1104,15,1
508,1103,17,0
509,1104,16,0
510,1105,15,0
511,1104,16,0
512,1103,17,0
513,1104,16,0
514,1104,16,0
515,1105,15,0
516,1106,14,0
517,1104,16,0
518,1107,13,0
519,1103,16,1
520,1104,16,0
521,1104,16,0
522,1103,17,0
523,1105,15,0
524,1104,16,0
525,1105,15,0
526,1104,15,1
527,1104,16,0
528,1106,14,0
529,1103,17,0
530,1103,17,0
531,1103,17,0
532,1103,17,0
533,1105,15,0
534,1104,16,0
535,1104,16,0
536,1105,15,0
537,1105,15,0
538,1103,17,0
539,1104,16,0
540,1103,17,0
541,1104,16,0
542,1105,15,0
543,1105,14,1
544,1105,15,0
545,1103,16,1
546,1103,17,0
547,1104,16,0
548,1105,15,0
549,1105,15,0
550,1106,14,0
551,1104,16,0
552,1104,16,0
553,1103,17,0
554,1106,14,0
555,1103,16,1
556,1104,16,0
557,1105,15,0
558,1103,17,0
559,1103,17,0
560,1105,15,0
561,1104,16,0
562,1105,15,0
563,1105,15,0
564,1103,17,0
565,1103,17,0
566,1105,15,0
567,1103,17,0
568,1104,16,0
569,1103,16,1
570,1104,16,0
571,1103,17,0
