t,q,j,a
0,1120,0,0
1,1106,14,0
2,1106,14,0
3,1105,15,0
4,1107,13,0
5,1105,15,0
6,1105,15,0
7,1106,14,0
8,1105,15,0
9,1106,14,0
10,1105,14,1
11,1105,15,0
12,1106,14,0
13,1107,13,0
14,1106,14,0
15,1106,14,0
16,1107,13,0
17,1106,14,0
18,1105,15,0
19,1105,15,0
20,1106,14,0
21,1106,14,0
22,1109,11,0
23,1106,13,1
24,1108,12,0
25,1106,14,0
26,1105,15,0
27,1105,15,0
28,1105,15,0
29,1106,14,0
30,1105,15,0
31,1107,13,0
32,1106,14,0
33,1108,12,0
34,1105,15,0
35,1107,13,0
36,1107,13,0
37,1108,12,0
38,1108,12,0
39,1107,12,1
40,1105,15,0
41,1105,15,0
42,1105,15,0
43,1105,15,0
44,1105,15,0
45,1107,13,0
46,1105,14,1
47,1105,15,0
48,1106,14,0
49,1106,14,0
50,1106,14,0
51,1107,13,0
52,1105,15,0
53,1106,14,0
54,1106,14,0
55,1106,14,0
56,1106,14,0
57,1108,12,0
58,1107,12,1
59,1106,14,0
60,1105,15,0
61,1107,13,0
62,1106,14,0
63,1105,15,0
64,1105,15,0
65,1105,15,0
66,1107,13,0
67,1105,15,0
68,1107,13,0
69,1105,15,0
70,1106,14,0
71,1105,15,0
72,1106,14,0
73,1106,14,0
74,1106,14,0
75,1105,15,0
76,1105,15,0
77,1105,15,0
78,1105,15,0
79,1107,13,0
80,1107,13,0
81,1106,14,0
82,1106,14,0
83,1105,15,0
84,1106,14,0
85,1106,14,0
86,1109,10,1
87,1107,13,0
88,1106,14,0
89,1106,14,0
90,1106,14,0
91,1107,13,0
92,1105,15,0
93,1106,14,0
94,1107,13,0
95,1106,14,0
96,1105,14,1
97,1106,14,0
98,1107,13,0
99,1105,15,0
100,1107,13,0
101,1106,14,0
102,1106,14,0
103,1105,15,0
104,1106,14,0
105,1106,14,0
106,1108,12,0
107,1106,14,0
108,1109,11,0
109,1107,13,0
110,1107,13,0
111,1106,14,0
112,1106,14,0
113,1107,13,0
114,1105,15,0
115,1105,15,0
116,1106,14,0
117,1105,15,0
118,1105,15,0
119,1108,12,0
120,1105,15,0
121,1105,15,0
122,1105,15,0
123,1106,14,0
124,1105,14,1
125,1106,14,0
126,1107,12,1
127,1106,14,0
128,1106,14,0
129,1106,14,0
130,1106,14,0
131,1106,14,0
132,1105,15,0
133,1106,14,0
134,1110,10,0
135,1106,14,0
136,1106,14,0
137,1106,14,0
138,1107,13,0
139,1106,14,0
140,1106,14,0
141,1105,15,0
142,1106,14,0
143,1106,14,0
144,1105,15,0
145,1107,13,0
146,1108,12,0
147,1106,14,0
148,1105,15,0
149,1106,14,0
150,1105,15,0
151,1105,15,0
152,1107,13,0
153,1105,14,1
154,1105,15,0
155,1106,14,0
156,1109,11,0
157,1106,14,0
