t,q,j,a
0,1120,0,0
1,568,54,498
2,277,113,730
3,281,168,671
4,280,223,617
5,288,271,561
6,284,324,512
7,294,365,461
8,295,407,418
9,296,448,376
10,286,498,336
11,298,537,285
12,305,569,246
13,307,598,215
14,314,620,186
15,312,647,161
16,315,678,127
17,325,706,89
18,344,732,44
19,381,724,15
20,415,704,1
21,448,672,0
22,486,633,1
23,513,605,2
24,540,579,1
25,567,553,0
26,599,520,1
27,627,493,0
28,661,456,3
29,695,424,1
30,704,394,22
31,589,403,128
32,347,423,350
33,323,437,360
34,305,468,347
35,314,490,316
36,322,504,294
37,307,533,280
38,320,549,251
39,318,566,236
40,305,597,218
41,308,625,187
42,323,642,155
43,316,664,140
44,318,687,115
45,331,706,83
46,358,714,48
47,393,713,14
48,417,702,1
49,447,672,1
50,479,639,2
51,524,594,2
52,553,567,0
53,582,538,0
54,628,489,3
55,617,474,29
56,545,468,107
57,375,494,251
58,320,509,291
59,313,532,275
60,311,556,253
61,310,582,228
62,321,600,199
63,319,618,183
64,313,641,166
65,331,649,140
66,331,661,128
67,350,664,106
68,361,683,76
69,389,673,58
70,401,674,45
71,433,677,10
72,460,650,10
73,490,616,14
74,473,604,43
75,442,619,59
76,413,636,71
77,423,635,62
78,405,646,69
79,438,639,43
80,449,640,31
81,435,649,36
82,431,647,42
83,435,641,44
84,448,634,38
85,413,635,72
86,395,632,93
87,372,643,105
88,377,645,98
89,361,646,113
90,352,657,111
91,375,655,90
92,370,661,89
93,358,674,88
94,380,692,48
95,414,697,9
96,452,667,1
97,488,630,2
98,520,599,1
99,562,557,1
100,594,525,1
101,628,491,1
102,663,455,2
103,678,440,2
104,706,414,0
105,733,384,3
106,756,363,1
107,746,342,32
108,528,357,235
109,306,390,424
110,305,421,394
111,331,426,363
112,303,459,358
113,314,479,327
114,308,507,305
115,310,534,276
116,319,551,250
117,309,579,232
118,324,591,205
119,314,613,193
120,303,643,174
121,311,670,139
122,326,691,103
123,366,699,55
124,386,713,21
125,421,699,0
126,459,659,2
127,492,625,3
128,515,605,0
129,537,580,3
130,550,570,0
131,585,535,0
132,615,501,4
133,646,472,2
134,675,444,1
135,708,412,0
136,743,376,1
