t,q,j,a
0,1120,0,0
1,1060,15,45
2,832,49,239
3,617,99,404
4,616,143,361
5,632,173,315
6,643,192,285
7,650,203,267
8,663,206,251
9,666,202,252
10,659,212,249
11,654,219,247
12,664,217,239
13,640,238,242
14,666,233,221
15,670,229,221
16,654,237,229
17,658,241,221
18,669,236,215
19,665,234,221
20,667,230,223
21,665,234,221
22,663,235,222
23,669,229,222
24,676,217,227
25,660,222,238
26,666,220,234
27,660,222,238
28,664,220,236
29,658,225,237
30,657,234,229
31,660,236,224
32,658,244,218
33,669,240,211
34,653,248,219
35,669,244,207
36,673,236,211
37,661,241,218
38,672,233,215
39,676,220,224
40,668,226,226
41,665,229,226
42,667,226,227
43,666,222,232
44,658,226,236
45,653,238,229
46,675,227,218
47,660,233,227
48,663,232,225
49,680,213,227
50,666,212,242
51,668,206,246
52,663,207,250
53,658,213,249
54,650,227,243
55,660,231,229
56,657,237,226
57,669,237,214
58,664,240,216
59,662,242,216
60,663,243,214
61,672,235,213
62,657,246,217
63,674,242,204
64,667,241,212
65,664,241,215
66,667,238,215
67,663,238,219
68,667,233,220
69,670,224,226
70,655,232,233
71,659,234,227
72,675,232,213
73,677,230,213
74,658,238,224
75,676,225,219
76,667,222,231
77,660,224,236
78,665,216,239
79,658,222,240
80,659,227,234
81,660,231,229
82,672,218,230
83,668,210,242
84,658,214,248
85,657,221,242
86,652,231,237
87,658,234,228
88,676,222,222
89,671,213,236
90,659,218,243
91,651,229,240
92,667,223,230
93,659,230,231
94,657,239,224
95,660,243,217
96,667,241,212
97,663,241,216
98,666,236,218
99,661,240,219
100,677,226,217
101,651,240,229
102,667,236,217
103,667,232,221
104,663,231,226
105,674,218,228
106,649,233,238
107,658,239,223
108,666,235,219
109,675,221,224
110,663,221,236
111,662,225,233
112,648,242,230
113,665,237,218
114,663,234,223
115,668,230,222
116,653,248,219
117,669,243,208
118,669,239,212
119,667,240,213
120,671,232,217
121,659,239,222
122,668,235,217
123,663,236,221
124,650,248,222
125,667,242,211
126,663,243,214
127,677,231,212
128,663,231,226
129,664,231,225
130,663,232,225
131,658,237,225
132,664,236,220
133,668,236,216
134,669,232,219
135,666,231,223
136,651,243,226
137,652,251,217
138,677,236,207
139,673,225,222
140,654,236,230
141,661,239,220
142,657,245,218
143,673,231,216
144,654,242,224
145,669,239,212
146,659,245,216
147,663,246,211
148,670,240,210
149,660,245,215
150,666,243,211
151,656,249,215
152,671,243,206
153,670,238,212
154,657,247,216
155,673,236,211
156,657,242,221
157,660,243,217
158,673,235,212
159,663,237,220
160,655,245,220
161,673,235,212
162,669,229,222
163,658,233,229
164,668,229,223
165,668,220,232
166,660,225,235
167,668,220,232
168,652,230,238
169,662,232,226
170,678,217,225
171,658,222,240
172,653,233,234
173,662,236,222
174,663,237,220
175,677,226,217
176,657,233,230
177,668,228,224
178,652,240,228
179,653,249,218
180,667,244,209
181,678,231,211
182,686,218,216
183,670,213,237
184,662,213,245
185,655,220,245
186,655,229,236
187,669,224,227
188,668,221,231
189,667,216,237
190,664,214,242
191,666,209,245
192,671,203,246
193,654,211,255
194,669,210,241
195,660,209,251
196,661,210,249
197,645,229,246
198,655,237,228
199,660,239,221
200,690,219,211
201,656,234,230
202,666,234,220
203,660,238,222
204,659,242,219
205,663,243,214
206,659,248,213
207,673,240,207
208,661,247,212
209,672,243,205
210,658,249,213
211,654,256,210
212,679,244,197
213,679,228,213
214,663,235,222
215,662,237,221
216,672,233,215
217,666,231,223
218,664,230,226
219,653,238,229
220,666,237,217
221,666,235,219
222,665,236,219
223,657,243,220
224,672,235,213
225,670,230,220
226,658,233,229
227,657,239,224
228,672,229,219
229,661,232,227
230,661,232,227
231,665,231,224
232,661,232,227
233,659,237,224
234,670,231,219
235,678,228,214
236,659,233,228
237,669,229,222
238,672,223,225
239,661,224,235
240,665,224,231
241,656,229,235
242,672,221,227
243,658,226,236
244,664,226,230
245,666,223,231
246,659,223,238
247,664,224,232
248,667,218,235
249,666,215,239
250,663,217,240
251,664,216,240
252,661,218,241
253,655,226,239
254,659,232,229
255,674,224,222
256,660,226,234
257,667,218,235
258,663,217,240
259,661,219,240
260,663,218,239
261,666,216,238
262,667,213,240
263,655,221,244
264,652,234,234
265,672,224,224
266,674,211,235
267,651,226,243
268,660,228,232
269,660,233,227
270,664,231,225
271,666,230,224
272,654,241,225
273,667,239,214
274,651,249,220
275,679,238,203
276,682,231,207
277,658,237,225
278,660,238,222
279,669,234,217
280,661,234,225
281,665,234,221
282,673,225,222
283,673,216,231
284,654,226,240
285,672,216,232
286,657,221,242
287,656,227,237
288,656,234,230
289,660,241,219
290,669,235,216
291,653,244,223
292,657,248,215
293,673,239,208
294,656,246,218
295,686,222,212
296,658,226,236
297,656,233,231
298,664,232,224
299,675,221,224
300,659,227,234
301,670,220,230
302,656,229,235
303,665,229,226
304,662,231,227
305,674,216,230
306,667,210,243
307,653,221,246
308,653,232,235
309,660,234,226
310,661,237,222
311,670,229,221
312,676,219,225
313,658,224,238
314,664,224,232
315,665,220,235
316,671,214,235
317,669,211,240
318,646,228,246
319,652,240,228
320,660,243,217
321,658,249,213
322,669,243,208
323,664,243,213
324,671,235,214
325,659,238,223
326,665,236,219
327,666,235,219
328,667,232,221
329,654,239,227
330,684,218,218
331,663,213,244
332,671,202,247
333,665,202,253
334,647,216,257
335,665,210,245
336,655,217,248
337,647,231,242
338,674,222,224
339,668,219,233
340,662,221,237
341,670,215,235
342,661,219,240
343,658,224,238
344,664,223,233
345,664,225,231
346,672,221,227
347,657,227,236
348,663,229,228
349,666,225,229
350,668,221,231
351,661,221,238
352,654,231,235
353,657,237,226
354,651,250,219
355,659,253,208
356,670,249,201
357,681,233,206
358,672,226,222
359,655,234,231
360,667,227,226
361,661,229,230
362,667,221,232
363,663,222,235
364,654,230,236
365,660,234,226
366,668,230,222
367,662,228,230
368,673,218,229
369,649,235,236
370,667,229,224
371,656,237,227
372,667,231,222
373,656,241,223
374,660,248,212
375,674,237,209
376,661,239,220
377,672,231,217
378,662,233,225
379,665,229,226
380,661,229,230
381,657,233,230
382,658,240,222
383,658,246,216
384,675,238,207
385,664,238,218
386,659,242,219
387,660,247,213
388,671,239,210
389,660,244,216
390,672,238,210
391,673,226,221
392,676,216,228
393,666,215,239
394,662,216,242
395,663,215,242
396,660,218,242
397,668,217,235
398,667,213,240
399,663,214,243
400,659,220,241
401,662,219,239
402,649,230,241
403,660,232,228
404,670,226,224
405,656,234,230
406,665,232,223
407,671,223,226
408,658,227,235
409,663,230,227
410,666,228,226
411,665,225,230
412,659,229,232
413,661,226,233
414,659,230,231
415,685,210,225
416,656,218,246
417,662,221,237
418,651,235,234
419,671,230,219
420,661,232,227
421,658,238,224
422,659,244,217
423,672,235,213
424,664,236,220
425,669,231,220
426,671,223,226
427,665,222,233
428,660,223,237
429,658,228,234
430,665,228,227
431,662,232,226
432,680,216,224
433,670,210,240
434,660,212,248
435,655,217,248
436,664,217,239
437,661,221,238
438,664,220,236
439,655,226,239
440,650,239,231
441,675,225,220
442,662,225,233
443,652,236,232
444,664,236,220
445,661,241,218
446,670,234,216
447,680,219,221
448,655,228,237
449,660,232,228
450,659,232,229
451,658,233,229
452,670,227,223
453,659,231,230
454,669,224,227
455,671,216,233
456,669,212,239
457,657,218,245
458,652,228,240
459,663,223,234
460,660,228,232
461,656,234,230
462,668,231,221
463,652,243,225
464,678,226,216
465,668,221,231
466,659,224,237
467,658,230,232
468,663,227,230
469,670,218,232
470,665,214,241
471,662,215,243
472,665,216,239
473,657,222,241
474,659,228,233
475,662,230,228
476,667,227,226
477,662,231,227
478,669,222,229
479,663,219,238
480,657,228,235
481,651,239,230
482,669,233,218
483,669,227,224
484,660,229,231
485,665,225,230
486,652,239,229
487,655,249,216
488,665,246,209
