t,q,j,a
0,1120,0,0
1,1101,18,1
2,1101,19,0
3,1099,21,0
4,1099,21,0
5,1100,20,0
6,1098,22,0
7,1099,21,0
8,1098,22,0
9,1099,21,0
10,1099,21,0
11,1099,21,0
12,1100,19,1
13,1100,20,0
14,1099,21,0
15,1098,22,0
16,1100,20,0
17,1098,21,1
18,1100,20,0
19,1099,21,0
20,1099,21,0
21,1101,19,0
22,1099,21,0
23,1100,20,0
24,1100,20,0
25,1099,20,1
26,1102,18,0
27,1098,22,0
28,1102,18,0
29,1099,21,0
30,1099,21,0
31,1098,21,1
32,1098,22,0
33,1099,21,0
34,1102,18,0
35,1100,20,0
36,1098,22,0
37,1098,22,0
38,1099,21,0
39,1100,20,0
40,1102,18,0
41,1100,20,0
42,1098,22,0
43,1100,20,0
44,1102,17,1
45,1099,21,0
46,1099,21,0
47,1100,20,0
48,1100,20,0
49,1101,19,0
50,1102,18,0
51,1100,20,0
52,1100,20,0
53,1099,21,0
54,1099,21,0
55,1100,20,0
56,1098,22,0
57,1099,21,0
58,1101,18,1
59,1098,22,0
60,1099,21,0
61,1100,20,0
62,1100,19,1
63,1100,20,0
64,1100,20,0
65,1098,22,0
66,1099,21,0
67,1101,19,0
68,1102,18,0
69,1101,19,0
70,1101,19,0
71,1098,22,0
72,1099,21,0
73,1101,19,0
74,1098,22,0
75,1099,21,0
76,1100,20,0
77,1100,20,0
78,1098,22,0
79,1100,20,0
80,1100,20,0
81,1100,19,1
82,1099,21,0
83,1099,20,1
84,1100,20,0
85,1100,20,0
86,1100,20,0
87,1099,21,0
88,1099,21,0
89,1100,20,0
90,1098,22,0
91,1100,20,0
92,1100,20,0
93,1100,20,0
94,1100,19,1
95,1099,21,0
96,1101,18,1
97,1100,20,0
98,1100,20,0
99,1098,22,0
100,1099,21,0
101,1101,19,0
102,1098,21,1
103,1098,22,0
104,1099,21,0
105,1099,21,0
106,1100,20,0
107,1101,19,0
108,1100,20,0
109,1099,21,0
110,1099,21,0
111,1099,21,0
112,1101,19,0
113,1099,21,0
114,1102,18,0
115,1100,18,2
116,1098,22,0
117,1099,21,0
118,1100,20,0
