t,q,j,a
0,1120,0,0
1,978,25,117
2,658,71,391
3,632,112,376
4,642,142,336
5,641,172,307
6,644,200,276
7,666,208,246
8,672,210,238
9,662,222,236
10,680,217,223
11,665,226,229
12,673,226,221
13,660,239,221
14,670,244,206
15,666,251,203
16,681,242,197
17,678,243,199
18,673,245,202
19,670,249,201
20,674,249,197
21,684,238,198
22,675,237,208
23,679,229,212
24,672,229,219
25,685,217,218
26,672,217,231
27,659,230,231
28,685,217,218
29,671,217,232
30,678,213,229
31,662,222,236
32,670,227,223
33,664,237,219
34,659,251,210
35,674,251,195
36,663,262,195
37,679,258,183
38,689,248,183
39,673,249,198
40,678,245,197
41,686,231,203
42,669,238,213
43,668,243,209
44,692,218,210
45,679,211,230
46,667,218,235
47,665,228,227
48,668,235,217
49,675,235,210
50,681,234,205
51,680,231,209
52,690,216,214
53,656,228,236
54,677,223,220
55,669,225,226
56,670,228,222
57,678,223,219
58,666,231,223
59,678,228,214
60,681,223,216
61,666,231,223
62,673,234,213
63,671,235,214
64,690,219,211
65,675,216,229
66,674,217,229
67,672,219,229
68,663,229,228
69,667,234,219
70,672,236,212
71,685,223,212
72,676,220,224
73,675,220,225
74,676,219,225
75,664,229,227
76,675,227,218
77,682,217,221
78,663,228,229
79,669,230,221
80,676,228,216
81,685,219,216
82,676,217,227
83,659,232,229
84,669,233,218
85,673,233,214
86,686,219,215
87,673,218,229
88,669,223,228
89,670,226,224
90,681,220,219
91,665,227,228
92,670,231,219
93,663,240,217
94,666,245,209
95,679,240,201
96,679,232,209
97,678,225,217
98,679,220,221
99,680,212,228
100,675,212,233
101,672,213,235
102,664,222,234
103,663,235,222
104,673,235,212
105,678,231,211
106,671,237,212
107,681,234,205
108,697,217,206
109,674,220,226
110,662,231,227
111,676,231,213
112,671,229,220
113,663,240,217
114,682,233,205
115,678,232,210
116,692,218,210
117,659,234,227
118,681,226,213
119,670,230,220
120,677,227,216
121,686,213,221
122,664,220,236
123,666,227,227
124,663,240,217
125,684,232,204
126,673,232,215
127,682,228,210
128,672,236,212
129,666,246,208
130,684,238,198
131,693,229,198
132,673,230,217
133,676,228,216
134,689,215,216
135,662,226,232
136,667,234,219
137,672,233,215
138,682,224,214
139,674,221,225
140,678,217,225
141,677,211,232
142,674,211,235
143,664,221,235
144,673,221,226
145,675,220,225
146,673,221,226
147,660,237,223
148,680,230,210
149,675,229,216
150,673,230,217
151,674,228,218
152,677,223,220
