t,q,j,a
0,1440,0,0
1,322,52,1066
2,183,106,1151
3,180,164,1096
4,182,219,1039
5,187,269,984
6,186,319,935
7,185,371,884
8,190,417,833
9,198,457,785
10,199,492,749
11,191,539,710
12,200,576,664
13,205,607,628
14,209,636,595
15,218,655,567
16,222,671,547
17,210,699,531
18,222,715,503
19,216,735,489
20,214,759,467
21,217,779,444
22,233,783,424
23,215,805,420
24,217,823,400
25,225,835,380
26,227,846,367
27,235,849,356
28,235,852,353
29,236,853,351
30,222,867,351
31,233,871,336
32,229,878,333
33,243,873,324
34,244,865,331
35,227,874,339
36,238,874,328
37,244,868,328
38,220,885,335
39,238,883,319
40,256,864,320
41,224,875,341
42,241,871,328
43,248,859,333
44,229,868,343
45,250,856,334
46,242,851,347
47,240,849,351
48,238,848,354
49,236,848,356
50,246,839,355
51,236,841,363
52,238,840,362
53,239,837,364
54,242,833,365
55,221,849,370
56,230,857,353
57,235,858,347
58,238,857,345
59,229,864,347
60,238,861,341
61,246,853,341
62,236,852,352
63,226,863,351
64,239,861,340
65,235,859,346
66,240,855,345
67,235,855,350
68,233,858,349
69,236,859,345
70,244,853,343
71,238,853,349
72,223,866,351
73,229,875,336
74,224,888,328
75,227,898,315
76,242,894,304
77,248,884,308
78,232,888,320
79,234,892,314
80,247,883,310
81,246,873,321
82,218,892,330
83,248,878,314
84,236,879,325
85,236,878,326
86,237,879,324
87,232,884,324
88,222,900,318
89,251,887,302
90,227,897,316
91,219,916,305
92,254,900,286
93,242,896,302
94,239,892,309
95,241,888,311
96,251,875,314
97,234,878,328
98,234,879,327
99,229,887,324
100,239,884,317
101,243,877,320
102,243,871,326
103,234,874,332
104,239,873,328
105,244,867,329
106,237,867,336
107,244,861,335
108,225,871,344
109,232,876,332
110,231,882,327
111,249,870,321
112,242,865,333
113,239,864,337
114,241,859,340
115,235,861,344
116,241,857,342
117,228,865,347
118,226,877,337
119,229,883,328
120,243,878,319
121,244,872,324
122,248,861,331
123,237,862,341
124,236,864,340
125,243,858,339
126,237,859,344
127,225,871,344
128,245,862,333
129,248,851,341
130,225,863,352
131,247,852,341
132,239,849,352
133,231,855,354
134,223,867,350
135,243,860,337
136,229,869,342
137,233,872,335
138,238,872,330
139,249,859,332
140,235,861,344
141,235,863,342
142,231,870,339
143,242,866,332
144,231,872,337
145,233,877,330
146,235,879,326
147,237,880,323
148,248,870,322
149,235,871,334
150,240,866,334
151,235,868,337
152,221,884,335
153,242,880,318
154,237,880,323
155,240,878,322
156,242,872,326
157,247,863,330
158,244,854,342
159,249,841,350
160,233,844,363
161,239,843,358
162,239,840,361
163,238,839,363
164,233,839,368
165,228,848,364
166,219,866,355
167,225,879,336
168,231,886,323
169,232,892,316
170,251,879,310
171,230,886,324
172,231,892,317
173,222,905,313
174,249,894,297
175,233,896,311
176,229,902,309
177,248,892,300
178,246,883,311
179,241,878,321
180,235,880,325
181,246,870,324
182,228,878,334
183,241,874,325
184,255,854,331
185,247,844,349
186,237,844,359
187,226,856,358
188,235,858,347
189,228,868,344
190,235,871,334
191,236,872,332
192,249,860,331
193,229,869,342
194,229,878,333
195,239,877,324
196,241,872,327
197,241,869,330
198,243,863,334
199,235,866,339
200,231,872,337
201,239,870,331
202,237,868,335
203,238,867,335
204,228,877,335
205,221,893,326
206,235,896,309
207,241,892,307
208,242,888,310
209,252,873,315
210,231,880,329
211,222,896,322
212,231,902,307
213,248,891,301
214,255,873,312
215,240,869,331
216,233,873,334
217,236,875,329
218,238,873,329
219,228,883,329
220,238,881,321
221,240,878,322
222,245,871,324
223,253,856,331
224,228,863,349
225,244,852,344
226,226,863,351
227,237,864,339
228,237,863,340
229,236,864,340
230,232,870,338
231,241,866,333
232,225,878,337
233,251,864,325
234,232,869,339
235,232,875,333
236,244,868,328
237,224,882,334
238,241,878,321
239,249,866,325
240,238,865,337
241,237,864,339
242,234,867,339
243,227,878,335
244,251,864,325
245,244,857,339
246,244,851,345
247,245,842,353
248,243,837,360
249,231,843,366
250,235,846,359
251,231,851,358
252,240,848,352
253,229,856,355
254,234,859,347
255,237,860,343
256,245,853,342
257,227,864,349
258,242,860,338
259,237,860,343
260,238,860,342
261,238,860,342
262,232,866,342
263,240,861,339
264,236,862,342
265,258,841,341
266,232,845,363
267,229,853,358
268,235,855,350
269,235,857,348
270,243,852,345
271,246,843,351
272,235,846,359
273,239,845,356
274,235,848,357
275,225,860,355
276,238,859,343
277,232,864,344
278,231,870,339
279,235,870,335
280,230,876,334
281,236,878,326
282,240,875,325
283,233,879,328
284,229,888,323
285,239,887,314
286,240,884,316
287,241,880,319
288,247,869,324
289,237,870,333
290,234,874,332
291,235,875,330
292,233,880,327
293,233,883,324
294,243,876,321
295,238,875,327
296,244,869,327
297,248,859,333
298,242,853,345
299,240,847,353
300,237,848,355
301,232,854,354
302,226,864,350
303,235,866,339
304,240,861,339
305,235,864,341
306,232,867,341
307,230,874,336
308,234,877,329
309,237,878,325
310,242,873,325
311,238,871,331
312,227,881,332
313,240,875,325
314,234,878,328
315,233,883,324
316,235,885,320
317,247,874,319
318,225,886,329
319,234,889,317
320,247,878,315
321,240,875,325
322,254,858,328
323,244,852,344
324,246,843,351
325,254,827,359
326,241,822,377
327,234,825,381
328,238,822,380
329,222,838,380
330,227,848,365
331,251,832,357
332,236,834,370
333,214,856,370
334,233,861,346
335,244,854,342
336,241,851,348
337,235,854,351
338,233,859,348
339,245,851,344
340,224,863,353
341,239,860,341
342,235,863,342
343,235,865,340
344,252,851,337
345,238,851,351
346,229,859,352
347,224,873,343
348,237,873,330
349,245,863,332
350,239,861,340
351,233,865,342
352,240,862,338
353,246,854,340
354,236,856,348
355,233,861,346
356,248,850,342
357,224,862,354
358,227,873,340
359,225,885,330
360,234,888,318
361,230,892,318
362,245,884,311
363,250,872,318
364,243,866,331
365,230,874,336
366,232,880,328
367,230,886,324
368,240,884,316
369,239,883,318
370,225,896,319
371,248,886,306
372,247,877,316
373,248,865,327
374,254,848,338
375,233,852,355
376,230,860,350
377,235,863,342
378,237,864,339
379,231,871,338
380,235,874,331
381,234,878,328
382,238,878,324
383,248,867,325
384,234,871,335
385,236,873,331
386,236,874,330
387,246,863,331
388,232,869,339
389,232,873,335
390,237,874,329
391,241,871,328
392,237,872,331
393,235,873,332
394,245,866,329
395,242,860,338
396,246,852,342
397,235,854,351
398,222,868,350
399,236,868,336
400,240,865,335
401,259,844,337
402,237,844,359
403,221,860,359
404,247,851,342
405,237,852,351
406,233,856,351
407,237,856,347
408,244,849,347
409,233,852,355
410,223,867,350
411,235,870,335
412,244,864,332
413,247,854,339
414,242,848,350
415,238,845,357
416,237,845,358
417,242,840,358
418,235,839,366
419,230,845,365
420,235,848,357
421,236,849,355
422,244,843,353
423,229,850,361
424,242,844,354
425,250,831,359
426,235,833,372
427,235,834,371
428,236,833,371
429,229,842,369
430,237,842,361
431,242,838,360
432,235,840,365
433,244,833,363
434,239,830,371
435,239,828,373
436,233,833,374
437,227,844,369
438,239,843,358
439,230,850,360
440,225,862,353
441,237,862,341
442,237,861,342
443,244,855,341
444,243,848,349
445,228,856,356
446,228,866,346
447,226,878,336
448,236,880,324
449,241,875,324
450,237,876,327
451,240,874,326
452,236,874,330
453,234,877,329
454,233,881,326
455,250,869,321
456,237,869,334
457,231,876,333
458,234,879,327
459,246,871,323
460,231,877,332
461,244,868,328
462,236,868,336
463,239,865,336
464,243,859,338
465,226,871,343
466,240,867,333
467,240,864,336
468,250,852,338
469,228,862,350
470,227,870,343
471,240,868,332
