t,q,j,a
0,1440,0,0
1,1177,39,224
2,824,97,519
3,774,155,511
4,779,207,454
5,778,261,401
6,777,316,347
7,788,359,293
8,785,407,248
9,790,449,201
10,790,492,158
11,796,533,111
12,815,569,56
13,844,587,9
14,864,576,0
15,879,557,4
16,894,543,3
17,925,515,0
18,946,492,2
19,962,477,1
20,987,453,0
21,1012,428,0
22,1031,405,4
23,1061,378,1
24,1096,344,0
25,1118,321,1
26,1109,298,33
27,1014,295,131
28,859,314,267
29,798,347,295
30,801,378,261
31,795,415,230
32,799,448,193
33,810,475,155
34,822,497,121
35,839,523,78
36,854,546,40
37,892,538,10
38,920,511,9
39,926,498,16
40,949,483,8
41,965,474,1
42,972,459,9
43,975,450,15
44,987,448,5
45,999,434,7
46,1021,408,11
47,1024,389,27
48,998,388,54
49,986,392,62
50,913,411,116
51,865,434,141
52,849,448,143
53,820,476,144
54,853,487,100
55,871,505,64
56,881,514,45
57,916,499,25
58,942,479,19
59,968,460,12
60,975,446,19
61,951,434,55
62,930,437,73
63,902,454,84
64,842,486,112
65,843,510,87
66,864,530,46
67,879,526,35
68,893,519,28
69,922,505,13
70,951,482,7
71,988,452,0
72,1020,420,0
73,1044,393,3
74,1022,380,38
75,990,382,68
76,909,392,139
77,839,419,182
78,806,451,183
79,814,479,147
80,825,507,108
81,856,523,61
82,886,529,25
83,914,521,5
84,939,497,4
85,952,481,7
86,971,463,6
87,997,440,3
88,1026,412,2
89,1024,388,28
90,988,387,65
91,950,393,97
92,859,426,155
93,821,451,168
94,816,477,147
95,844,496,100
96,847,519,74
97,868,536,36
98,886,531,23
99,905,520,15
100,933,492,15
101,965,469,6
102,995,442,3
103,1018,420,2
104,1035,401,4
105,1059,379,2
106,1067,352,21
107,996,357,87
108,895,377,168
109,805,406,229
110,797,442,201
111,802,476,162
112,830,496,114
113,830,518,92
114,839,544,57
115,861,552,27
116,898,537,5
117,923,516,1
118,953,487,0
119,982,458,0
120,1005,432,3
121,1016,407,17
122,999,394,47
123,970,401,69
124,936,409,95
125,870,440,130
126,853,456,131
127,823,486,131
128,829,514,97
129,843,531,66
130,837,556,47
131,870,549,21
132,889,540,11
133,922,518,0
134,956,484,0
135,999,439,2
136,1001,417,22
137,997,408,35
138,988,389,63
139,896,419,125
140,837,446,157
141,827,473,140
142,822,491,127
143,844,503,93
144,844,521,75
145,851,542,47
146,880,540,20
147,919,519,2
148,959,481,0
149,987,453,0
150,1015,423,2
151,1048,389,3
152,1071,366,3
153,1090,345,5
154,1067,332,41
155,965,344,131
156,852,367,221
157,792,405,243
158,798,440,202
159,809,469,162
160,806,500,134
161,817,531,92
162,848,542,50
163,888,547,5
164,923,514,3
165,944,489,7
166,960,461,19
167,981,430,29
168,970,418,52
169,922,426,92
170,885,429,126
171,811,463,166
172,811,496,133
173,814,531,95
174,840,543,57
175,878,546,16
