t,q,j,a
0,1120,0,0
1,1018,26,76
2,688,83,349
3,578,132,410
4,570,188,362
5,575,239,306
6,575,291,254
7,587,333,200
8,580,384,156
9,595,426,99
10,617,474,29
11,651,469,0
12,674,446,0
13,688,432,0
14,708,412,0
15,721,399,0
16,740,379,1
17,752,366,2
18,777,343,0
19,803,317,0
20,816,303,1
21,834,286,0
22,850,270,0
23,872,248,0
24,890,230,0
25,898,210,12
26,872,211,37
27,843,231,46
28,788,246,86
29,652,269,199
30,622,300,198
31,604,327,189
32,590,366,164
33,604,399,117
34,607,435,78
35,616,461,43
36,634,478,8
37,661,459,0
38,681,439,0
39,698,421,1
40,710,408,2
41,725,395,0
42,748,372,0
43,772,348,0
44,791,329,0
45,808,311,1
46,822,297,1
47,840,280,0
48,852,268,0
49,866,254,0
50,882,238,0
51,900,220,0
52,918,201,1
53,949,170,1
54,967,153,0
55,987,132,1
56,1008,112,0
57,1030,90,0
58,1042,78,0
59,1013,67,40
60,787,97,236
61,585,150,385
62,575,203,342
63,578,253,289
64,592,288,240
65,579,336,205
66,586,380,154
67,592,423,105
68,615,461,44
69,647,473,0
70,670,450,0
71,690,430,0
72,714,405,1
73,732,388,0
74,737,375,8
75,741,358,21
76,736,363,21
77,747,369,4
78,768,352,0
79,787,332,1
80,803,317,0
81,828,288,4
82,853,267,0
83,872,248,0
84,891,229,0
85,916,203,1
86,918,187,15
87,919,191,10
88,915,182,23
89,855,184,81
90,716,222,182
91,598,257,265
92,587,297,236
93,588,340,192
94,599,370,151
95,591,415,114
96,606,452,62
97,639,470,11
98,667,451,2
99,687,433,0
100,716,404,0
101,739,380,1
102,772,348,0
103,788,332,0
104,807,311,2
105,820,300,0
106,842,278,0
107,861,259,0
108,878,240,2
109,899,221,0
110,916,204,0
111,935,185,0
112,951,168,1
113,962,157,1
114,975,144,1
115,986,134,0
116,997,123,0
117,1012,107,1
118,1030,90,0
119,988,88,44
120,810,105,205
121,610,150,360
122,582,196,342
123,579,244,297
124,577,292,251
125,580,339,201
126,583,386,151
127,590,431,99
128,609,472,39
129,637,483,0
130,662,457,1
131,685,435,0
132,708,412,0
133,734,385,1
134,755,365,0
135,772,348,0
136,788,332,0
137,801,319,0
138,809,303,8
139,827,287,6
140,853,267,0
141,868,252,0
142,884,235,1
143,887,223,10
144,841,221,58
145,736,240,144
146,600,278,242
147,586,321,213
148,598,352,170
149,595,388,137
150,610,420,90
151,630,454,36
152,651,453,16
153,682,434,4
154,713,407,0
155,740,380,0
156,746,374,0
157,769,351,0
158,784,333,3
159,799,321,0
160,810,306,4
161,826,293,1
162,848,271,1
163,864,256,0
164,883,237,0
165,894,226,0
166,909,203,8
167,915,205,0
168,941,179,0
169,960,160,0
170,977,142,1
171,996,124,0
172,1013,107,0
173,981,101,38
174,827,126,167
175,592,172,356
176,593,207,320
177,582,252,286
178,586,293,241
179,582,338,200
180,580,387,153
181,588,431,101
182,613,471,36
183,632,472,16
184,647,471,2
185,671,448,1
186,688,431,1
187,709,411,0
188,737,382,1
189,743,371,6
190,769,350,1
191,792,328,0
192,814,305,1
193,791,303,26
194,789,296,35
195,794,298,28
196,782,307,31
197,749,306,65
198,704,329,87
199,654,354,112
200,629,387,104
201,628,417,75
202,660,426,34
203,680,423,17
204,705,415,0
205,734,386,0
206,765,355,0
207,788,331,1
208,807,313,0
209,822,298,0
210,845,275,0
211,856,264,0
212,873,247,0
213,885,235,0
214,894,226,0
215,907,213,0
216,926,194,0
217,946,174,0
218,927,163,30
219,816,175,129
220,633,220,267
221,585,263,272
222,589,303,228
223,597,332,191
224,598,367,155
225,606,393,121
226,615,425,80
227,637,457,26
228,653,464,3
229,670,450,0
230,692,426,2
231,712,407,1
232,726,394,0
233,749,371,0
234,768,352,0
235,790,330,0
236,816,304,0
237,832,288,0
238,850,269,1
239,869,251,0
240,874,233,13
241,799,235,86
242,695,264,161
243,595,306,219
244,591,342,187
245,590,380,150
246,617,408,95
247,640,431,49
248,668,435,17
249,691,427,2
250,714,406,0
251,738,382,0
252,758,362,0
253,775,345,0
254,798,322,0
255,814,306,0
256,838,282,0
257,850,269,1
258,865,255,0
259,874,245,1
260,838,243,39
261,772,261,87
262,670,297,153
263,602,341,177
264,608,376,136
265,626,407,87
266,643,431,46
267,686,433,1
268,707,412,1
269,739,381,0
270,764,356,0
271,784,334,2
272,797,312,11
273,812,304,4
274,826,293,1
275,849,271,0
276,862,256,2
277,873,247,0
278,884,236,0
279,894,224,2
280,910,210,0
281,921,198,1
282,937,183,0
283,954,165,1
284,958,160,2
285,974,146,0
286,990,129,1
287,999,121,0
288,1020,100,0
289,1027,93,0
290,1044,76,0
291,1058,61,1
292,1039,53,28
293,849,83,188
294,599,134,387
295,575,186,359
296,576,238,306
297,583,282,255
298,573,337,210
299,590,374,156
300,581,423,116
301,598,468,54
302,620,497,3
303,646,474,0
304,669,451,0
305,684,433,3
306,703,416,1
307,715,397,8
308,735,384,1
309,750,370,0
310,764,353,3
311,784,333,3
312,804,316,0
313,826,294,0
314,848,271,1
315,860,260,0
316,852,250,18
317,874,245,1
318,902,218,0
319,930,190,0
320,950,170,0
321,980,140,0
322,1001,119,0
323,1011,109,0
324,1023,97,0
325,1039,81,0
326,1056,64,0
327,1064,56,0
328,995,64,61
329,709,118,293
330,578,167,375
331,573,222,325
332,578,271,271
333,579,319,222
334,586,357,177
335,585,400,135
336,595,441,84
337,633,468,19
338,653,466,1
339,672,448,0
340,695,425,0
341,716,402,2
342,736,383,1
343,751,369,0
344,766,354,0
345,788,332,0
346,807,313,0
347,825,295,0
348,849,271,0
349,867,253,0
350,893,227,0
351,908,212,0
352,931,189,0
353,948,172,0
354,966,154,0
355,987,133,0
356,1015,104,1
357,1029,90,1
358,1031,83,6
359,930,86,104
360,696,128,296
361,573,182,365
362,587,223,310
363,582,267,271
364,583,311,226
365,578,358,184
366,582,402,136
367,590,448,82
368,619,492,9
369,641,474,5
370,648,472,0
371,661,459,0
372,680,440,0
