t,q,j,a
0,1440,0,0
1,1210,33,197
2,821,92,527
3,769,148,523
4,772,201,467
5,767,258,415
6,779,303,358
7,772,355,313
8,773,407,260
9,782,450,208
10,785,490,165
11,787,531,122
12,808,573,59
13,842,579,19
14,856,578,6
15,888,552,0
16,922,515,3
17,928,499,13
18,949,487,4
19,967,468,5
20,989,448,3
21,991,431,18
22,986,429,25
23,999,418,23
24,994,417,29
25,1003,414,23
26,1003,406,31
27,955,408,77
28,894,415,131
29,839,435,166
30,813,457,170
31,818,481,141
32,817,511,112
33,849,522,69
34,871,528,41
35,894,531,15
36,925,513,2
37,955,479,6
38,958,461,21
39,969,450,21
40,992,438,10
41,1010,423,7
42,1032,406,2
43,1033,391,16
44,1042,380,18
45,1012,380,48
46,942,386,112
47,853,404,183
48,797,443,200
49,807,477,156
50,822,501,117
51,840,527,73
52,876,532,32
53,911,520,9
54,936,493,11
55,944,460,36
56,943,465,32
57,979,450,11
58,983,427,30
59,949,429,62
60,887,447,106
61,833,477,130
62,834,494,112
63,852,506,82
64,856,517,67
65,848,538,54
66,855,543,42
67,884,539,17
68,904,536,0
69,939,501,0
70,968,471,1
71,1012,428,0
72,1046,388,6
73,1038,370,32
74,967,377,96
75,931,390,119
76,844,415,181
77,800,444,196
78,807,468,165
79,799,501,140
80,813,525,102
81,836,549,55
82,878,549,13
83,910,529,1
84,934,505,1
85,956,481,3
86,960,459,21
87,964,450,26
88,950,448,42
89,949,435,56
90,923,437,80
91,875,471,94
92,862,486,92
93,852,501,87
94,834,517,89
95,840,536,64
96,837,559,44
97,877,556,7
98,900,533,7
99,933,504,3
100,969,469,2
101,990,448,2
102,1024,416,0
103,1052,387,1
104,1079,361,0
105,1111,327,2
106,1114,305,21
107,1089,305,46
108,906,330,204
109,795,363,282
110,782,407,251
111,793,440,207
112,786,480,174
113,803,512,125
114,830,524,86
115,841,557,42
116,873,555,12
117,915,519,6
118,927,504,9
119,956,484,0
120,980,455,5
121,1001,438,1
122,1018,409,13
123,978,407,55
124,921,427,92
125,855,448,137
126,805,484,151
127,816,514,110
128,836,536,68
129,873,540,27
130,915,523,2
131,943,497,0
132,984,456,0
133,1013,424,3
134,1009,403,28
135,991,390,59
136,903,391,146
137,828,422,190
138,800,447,193
139,815,467,158
140,829,484,127
141,813,512,115
142,825,538,77
143,841,560,39
144,860,553,27
145,888,533,19
146,912,520,8
147,941,498,1
148,976,464,0
149,1007,432,1
150,1042,394,4
151,1003,383,54
152,919,388,133
153,823,412,205
154,802,440,198
155,810,464,166
156,819,486,135
157,825,514,101
158,842,536,62
159,868,558,14
160,898,539,3
161,926,513,1
162,972,468,0
163,998,433,9
164,1013,421,6
165,1044,393,3
166,1052,377,11
167,1015,372,53
168,969,378,93
169,840,402,198
170,806,423,211
171,789,460,191
172,796,491,153
173,804,519,117
174,816,550,74
175,846,563,31
176,883,555,2
177,919,521,0
178,938,496,6
179,973,467,0
180,1000,432,8
181,1019,415,6
182,1053,386,1
183,1057,360,23
184,980,354,106
185,860,385,195
186,795,421,224
187,792,455,193
188,795,487,158
189,802,524,114
190,808,565,67
191,854,560,26
192,886,551,3
193,921,517,2
194,939,489,12
195,969,469,2
196,997,441,2
197,1027,413,0
198,1058,381,1
199,1084,348,8
200,1064,338,38
201,1008,343,89
202,934,352,154
203,804,385,251
204,790,420,230
205,793,454,193
206,792,492,156
207,806,517,117
208,811,546,83
209,849,562,29
210,883,550,7
211,919,515,6
212,938,501,1
213,963,472,5
214,995,441,4
215,1017,419,4
216,1045,388,7
217,1077,363,0
218,1096,343,1
219,1104,317,19
220,1098,312,30
221,1062,316,62
222,954,328,158
223,832,351,257
224,806,385,249
225,818,407,215
226,802,438,200
227,791,475,174
228,809,498,133
229,819,517,104
230,835,536,69
231,854,545,41
232,854,544,42
233,879,534,27
234,920,514,6
235,945,493,2
236,964,476,0
237,979,451,10
238,987,436,17
239,976,437,27
240,961,439,40
241,913,446,81
242,870,468,102
243,836,483,121
244,847,503,90
245,866,523,51
246,890,522,28
247,916,497,27
248,942,487,11
249,978,461,1
250,1000,433,7
251,1001,421,18
252,1043,395,2
253,1074,365,1
254,1058,353,29
255,972,356,112
256,846,372,222
257,800,406,234
258,804,431,205
259,798,469,173
260,796,509,135
261,808,538,94
262,821,565,54
263,865,569,6
264,885,555,0
265,915,523,2
266,946,493,1
267,983,452,5
268,988,419,33
269,947,415,78
270,909,423,108
271,871,450,119
272,853,469,118
273,857,482,101
274,836,503,101
275,856,514,70
276,871,524,45
277,883,522,35
278,906,516,18
279,935,502,3
280,967,473,0
281,1005,435,0
282,1042,397,1
283,1062,370,8
284,1051,363,26
285,1013,370,57
286,921,395,124
287,827,420,193
288,813,452,175
289,821,482,137
290,831,510,99
291,850,525,65
292,848,545,47
293,876,542,22
294,907,521,12
295,925,510,5
296,969,471,0
297,1006,433,1
298,1031,398,11
299,1051,376,13
300,1025,374,41
301,974,391,75
302,866,413,161
