t,q,j,a
0,1120,0,0
1,666,13,441
2,623,27,470
3,623,42,455
4,623,57,440
5,623,72,425
6,624,86,410
7,628,96,396
8,625,109,386
9,629,118,373
10,628,128,364
11,632,134,354
12,630,142,348
13,627,153,340
14,631,159,330
15,628,169,323
16,632,175,313
17,629,183,308
18,634,187,299
19,639,186,295
20,632,192,296
21,631,199,290
22,630,206,284
23,628,215,277
24,631,222,267
25,635,225,260
26,639,224,257
27,639,223,258
28,632,229,259
29,639,227,254
30,641,224,255
31,643,219,258
32,643,213,264
33,639,212,269
34,646,204,270
35,637,205,278
36,638,205,277
37,636,207,277
38,631,214,275
39,638,213,269
40,633,218,269
41,635,221,264
42,637,221,262
43,638,221,261
44,638,220,262
45,637,221,262
46,638,221,261
47,640,219,261
48,636,221,263
49,637,220,263
50,641,217,262
51,635,220,265
52,634,224,262
53,646,216,258
54,637,217,266
55,641,214,265
56,634,218,268
57,635,221,264
58,642,217,261
59,638,217,265
60,636,219,265
61,646,211,263
62,642,206,272
63,638,205,277
64,638,205,277
65,635,208,277
66,631,215,274
67,636,217,267
68,636,219,265
69,633,223,264
70,643,218,259
71,636,220,264
72,635,223,262
73,636,225,259
74,640,223,257
75,627,234,259
76,635,236,249
77,641,233,246
78,640,231,249
79,639,230,251
80,638,230,252
81,641,227,252
82,640,224,256
83,634,227,259
84,640,225,255
85,641,221,258
86,644,214,262
87,648,204,268
88,634,208,278
89,640,206,274
90,636,208,276
91,633,213,274
92,639,212,269
93,635,215,270
94,634,219,267
95,637,220,263
96,641,217,262
97,636,218,266
98,632,223,265
99,638,223,259
100,642,219,259
101,635,222,263
102,631,229,260
103,642,225,253
104,640,223,257
105,641,220,259
106,647,211,262
107,638,210,272
108,637,211,272
109,643,206,271
110,642,201,277
111,637,202,281
112,645,195,280
113,634,199,287
114,639,198,283
115,639,197,284
116,637,198,285
117,641,195,284
118,638,195,287
119,632,201,287
120,639,199,282
121,636,201,283
122,636,202,282
123,637,203,280
124,636,205,279
125,640,203,277
126,629,212,279
127,640,209,271
128,645,199,276
129,635,202,283
130,636,204,280
131,634,208,278
132,636,209,275
133,637,210,273
134,640,208,272
135,638,208,274
136,634,211,275
137,636,213,271
138,634,217,269
139,636,218,266
140,634,221,265
141,639,220,261
142,639,218,263
143,641,214,265
144,636,216,268
145,644,209,267
146,637,209,274
147,634,211,275
