t,q,j,a
0,640,0,0
1,629,10,1
2,629,10,1
3,630,10,0
4,625,12,3
5,594,21,25
6,549,48,43
7,485,89,66
8,413,137,90
9,394,186,60
10,404,216,20
11,420,220,0
12,429,211,0
13,433,207,0
14,444,196,0
15,454,186,0
16,463,177,0
17,470,170,0
18,479,161,0
19,482,158,0
20,495,145,0
21,503,137,0
22,502,138,0
23,516,124,0
24,516,120,4
25,529,111,0
26,540,99,1
27,554,85,1
28,548,79,13
29,522,91,27
30,534,105,1
31,542,98,0
32,552,88,0
33,561,79,0
34,573,67,0
35,581,58,1
36,586,53,1
37,589,48,3
38,593,47,0
39,595,45,0
40,595,45,0
41,596,44,0
42,602,38,0
43,598,37,5
44,561,52,27
45,547,75,18
46,553,87,0
47,559,81,0
48,546,79,15
49,537,93,10
50,541,99,0
51,544,96,0
52,548,92,0
53,551,89,0
54,557,83,0
55,559,81,0
56,562,77,1
57,566,74,0
58,558,75,7
59,563,77,0
60,566,74,0
61,576,64,0
62,547,67,26
63,528,93,19
64,505,113,22
65,523,116,1
66,526,114,0
67,529,111,0
68,538,102,0
69,530,100,10
70,537,101,2
71,543,97,0
72,557,83,0
73,568,72,0
74,571,69,0
75,576,64,0
76,580,60,0
77,581,59,0
78,587,53,0
79,587,52,1
80,591,49,0
81,590,50,0
82,595,45,0
83,602,38,0
84,602,38,0
85,604,36,0
86,612,28,0
87,614,26,0
88,617,23,0
89,604,29,7
90,604,32,4
91,607,33,0
92,610,30,0
93,592,34,14
94,561,48,31
95,553,71,16
96,559,80,1
97,563,77,0
98,563,76,1
99,538,81,21
100,504,106,30
101,511,125,4
102,516,124,0
103,521,119,0
104,526,113,1
105,528,112,0
106,527,110,3
107,535,104,1
108,533,106,1
109,543,97,0
110,553,87,0
111,562,77,1
112,564,76,0
113,568,72,0
114,571,69,0
115,574,66,0
116,582,58,0
117,584,56,0
118,587,53,0
119,589,50,1
120,596,44,0
121,599,41,0
122,603,37,0
123,605,35,0
124,610,30,0
125,611,29,0
126,614,26,0
127,620,20,0
128,618,22,0
129,620,20,0
130,591,27,22
131,566,51,23
132,549,73,18
133,543,88,9
134,523,96,21
135,519,114,7
136,531,109,0
137,534,106,0
138,543,97,0
139,548,92,0
140,553,87,0
141,543,85,12
142,522,91,27
143,485,109,46
144,463,144,33
145,472,164,4
146,476,164,0
147,476,161,3
148,488,150,2
149,489,151,0
150,496,144,0
151,498,142,0
152,507,133,0
153,519,121,0
154,531,109,0
155,540,100,0
156,545,95,0
157,549,91,0
158,559,81,0
159,556,76,8
160,524,86,30
161,531,106,3
162,516,113,11
163,534,106,0
164,539,99,2
165,546,93,1
166,550,86,4
167,553,87,0
168,559,81,0
169,560,80,0
170,568,72,0
171,581,59,0
172,585,55,0
173,586,54,0
174,588,52,0
175,587,53,0
176,590,50,0
177,591,48,1
178,596,43,1
179,596,44,0
180,603,37,0
181,606,34,0
182,609,31,0
183,611,29,0
184,612,28,0
185,614,26,0
186,617,23,0
187,621,19,0
188,621,18,1
189,624,16,0
190,623,17,0
191,625,15,0
192,628,12,0
193,627,11,2
194,627,13,0
195,628,12,0
196,627,13,0
197,630,10,0
198,628,12,0
199,606,17,17
200,587,30,23
201,553,53,34
202,508,84,48
203,475,116,49
204,459,149,32
205,460,163,17
206,471,168,1
207,472,167,1
208,476,164,0
209,481,159,0
210,486,154,0
211,493,147,0
212,503,137,0
213,508,132,0
214,516,124,0
215,522,117,1
216,527,113,0
217,532,108,0
218,536,104,0
219,539,101,0
220,550,90,0
221,558,82,0
222,560,80,0
223,567,73,0
224,574,66,0
225,582,58,0
226,590,50,0
227,597,43,0
228,608,31,1
229,614,25,1
230,618,22,0
231,618,20,2
232,617,23,0
233,619,20,1
234,592,27,21
235,556,51,33
236,510,80,50
237,487,112,41
238,476,132,32
239,477,150,13
240,478,152,10
241,481,159,0
242,485,155,0
243,490,149,1
244,495,145,0
245,500,140,0
246,507,132,1
247,510,130,0
248,516,124,0
249,522,118,0
250,525,114,1
251,530,110,0
252,538,102,0
253,543,97,0
254,552,88,0
255,557,83,0
256,563,77,0
257,568,72,0
258,572,68,0
259,583,57,0
260,591,49,0
261,593,47,0
262,602,38,0
263,606,34,0
264,614,26,0
265,618,22,0
266,621,17,2
267,589,23,28
268,567,46,27
269,532,77,31
270,506,100,34
271,501,126,13
272,511,129,0
273,515,125,0
274,520,120,0
275,526,114,0
276,530,110,0
277,536,104,0
278,540,100,0
279,542,98,0
280,548,92,0
281,553,87,0
282,555,84,1
283,560,80,0
284,565,75,0
285,539,79,22
286,508,95,37
287,485,125,30
288,496,142,2
289,495,139,6
290,505,134,1
291,512,128,0
292,520,120,0
293,533,107,0
294,543,97,0
295,552,87,1
296,556,84,0
297,565,75,0
298,567,70,3
299,576,64,0
300,580,60,0
301,588,51,1
302,590,49,1
303,591,49,0
304,592,48,0
305,601,39,0
306,604,36,0
307,608,32,0
308,610,30,0
309,613,27,0
310,615,25,0
311,618,22,0
312,619,21,0
313,609,22,9
314,597,27,16
315,590,47,3
316,585,49,6
317,544,66,30
318,526,91,23
319,491,120,29
320,503,137,0
321,508,132,0
322,514,125,1
323,518,122,0
324,523,117,0
325,530,110,0
326,533,107,0
327,538,101,1
328,537,102,1
329,541,99,0
330,546,94,0
331,551,89,0
332,554,84,2
333,558,82,0
334,562,78,0
335,567,73,0
336,570,70,0
337,573,66,1
338,584,56,0
339,588,51,1
340,592,48,0
341,595,45,0
342,603,37,0
343,609,30,1
344,591,35,14
345,582,40,18
346,560,58,22
347,538,78,24
348,536,92,12
349,542,98,0
350,547,93,0
351,552,88,0
352,555,85,0
353,557,83,0
354,558,81,1
355,563,77,0
356,569,71,0
357,570,68,2
358,577,63,0
359,580,60,0
360,581,59,0
361,583,57,0
362,582,58,0
363,584,56,0
364,589,51,0
365,593,47,0
366,596,44,0
367,604,36,0
368,594,38,8
369,596,43,1
370,599,41,0
371,604,36,0
372,605,35,0
373,610,30,0
374,613,27,0
375,614,26,0
376,617,23,0
377,617,23,0
378,617,23,0
379,619,21,0
380,621,19,0
381,624,16,0
382,626,14,0
383,624,15,1
384,624,16,0
385,622,14,4
386,612,20,8
387,607,33,0
388,609,31,0
389,608,32,0
390,607,33,0
391,608,32,0
392,607,33,0
393,608,32,0
394,609,31,0
395,611,29,0
396,611,29,0
397,613,27,0
398,613,27,0
399,614,26,0
400,616,24,0
401,615,25,0
402,616,24,0
403,618,22,0
404,614,22,4
405,613,27,0
406,617,23,0
407,610,23,7
408,600,31,9
409,584,41,15
410,584,46,10
411,582,58,0
412,583,57,0
413,586,54,0
414,588,51,1
415,587,53,0
416,588,51,1
417,590,50,0
418,595,44,1
419,598,42,0
420,598,40,2
421,597,43,0
422,600,40,0
423,599,40,1
424,605,35,0
425,607,33,0
426,609,31,0
427,613,27,0
428,617,23,0
429,616,24,0
430,619,21,0
431,618,22,0
432,621,19,0
433,622,18,0
434,622,17,1
435,620,20,0
436,622,18,0
437,623,17,0
438,619,17,4
439,604,22,14
440,601,38,1
441,604,36,0
442,605,35,0
443,604,34,2
444,604,36,0
445,607,32,1
446,606,33,1
447,606,34,0
448,606,34,0
449,607,33,0
450,610,30,0
451,610,30,0
452,610,30,0
453,578,36,26
454,546,61,33
455,543,86,11
456,551,89,0
457,557,83,0
458,552,81,7
459,516,90,34
460,488,120,32
461,476,144,20
462,486,152,2
463,494,145,1
464,502,138,0
465,503,137,0
466,509,131,0
467,515,125,0
468,517,123,0
469,525,115,0
470,528,112,0
471,534,106,0
472,540,99,1
473,546,94,0
474,553,87,0
475,556,84,0
476,565,75,0
477,561,70,9
478,528,75,37
479,522,89,29
480,527,101,12
481,532,108,0
482,542,98,0
483,544,96,0
484,546,94,0
485,557,83,0
486,557,83,0
487,566,74,0
488,567,73,0
489,575,65,0
490,576,64,0
491,580,60,0
492,582,58,0
493,582,58,0
494,584,56,0
495,588,52,0
496,589,51,0
497,590,50,0
498,590,50,0
499,595,45,0
500,597,43,0
501,602,38,0
502,608,32,0
503,618,22,0
504,618,22,0
505,619,21,0
506,624,16,0
507,627,13,0
508,627,12,1
509,630,10,0
510,630,9,1
511,629,11,0
512,629,11,0
513,629,10,1
514,628,12,0
515,628,12,0
516,615,15,10
517,588,26,26
518,535,51,54
519,495,92,53
520,485,128,27
521,441,154,45
522,434,184,22
523,444,193,3
524,445,195,0
525,447,188,5
526,448,187,5
527,459,181,0
528,470,170,0
529,480,160,0
530,483,156,1
531,491,149,0
532,497,143,0
533,500,140,0
534,511,129,0
535,519,120,1
536,526,114,0
537,535,104,1
538,539,101,0
539,552,86,2
540,550,89,1
541,560,80,0
542,569,71,0
543,579,61,0
544,584,56,0
545,598,42,0
546,610,30,0
547,614,26,0
548,619,21,0
549,622,18,0
550,624,16,0
551,626,14,0
552,612,18,10
553,607,24,9
554,609,31,0
555,607,33,0
556,608,32,0
557,607,33,0
558,608,32,0
559,608,32,0
560,611,29,0
561,609,31,0
562,609,31,0
563,611,29,0
564,611,28,1
565,595,28,17
566,568,50,22
567,549,70,21
568,522,92,26
569,513,110,17
570,515,120,5
571,520,120,0
572,525,115,0
573,531,109,0
574,530,110,0
575,538,102,0
576,542,98,0
577,547,93,0
578,551,88,1
579,536,92,12
580,541,94,5
581,544,96,0
582,551,89,0
583,558,82,0
584,564,76,0
585,567,73,0
586,569,71,0
587,571,69,0
588,574,66,0
589,583,57,0
590,584,56,0
591,563,57,20
592,548,72,20
593,561,79,0
594,569,71,0
595,573,67,0
596,583,57,0
597,582,58,0
598,568,63,9
599,568,72,0
600,574,66,0
601,579,61,0
602,586,54,0
603,587,53,0
604,589,51,0
605,585,54,1
606,559,58,23
607,528,84,28
608,513,107,20
609,518,118,4
610,525,115,0
611,529,111,0
612,525,109,6
613,512,110,18
614,479,125,36
615,488,142,10
616,495,144,1
617,500,140,0
618,504,136,0
619,512,128,0
620,517,122,1
621,526,114,0
622,540,100,0
623,547,93,0
624,550,90,0
625,560,80,0
626,565,74,1
627,569,71,0
628,575,65,0
629,579,61,0
630,582,58,0
631,592,48,0
632,597,43,0
633,603,37,0
634,607,33,0
635,592,31,17
636,557,48,35
637,510,77,53
638,471,112,57
639,460,142,38
640,469,159,12
641,479,158,3
642,470,159,11
643,479,161,0
644,474,157,9
645,475,162,3
646,488,151,1
647,495,145,0
648,502,136,2
649,503,135,2
650,509,131,0
651,518,120,2
652,521,119,0
653,530,110,0
654,535,105,0
655,538,102,0
656,551,89,0
657,558,82,0
658,562,78,0
659,567,73,0
660,569,71,0
661,577,63,0
662,584,56,0
663,589,50,1
664,597,43,0
665,605,33,2
666,611,29,0
667,615,25,0
668,615,25,0
669,616,24,0
670,619,21,0
671,622,18,0
672,622,18,0
673,625,15,0
674,625,15,0
675,626,14,0
676,625,14,1
677,626,14,0
678,627,13,0
679,627,13,0
680,626,12,2
681,623,15,2
682,625,15,0
683,625,15,0
684,625,15,0
685,603,25,12
686,579,38,23
687,557,58,25
688,504,87,49
689,484,120,36
690,474,155,11
691,478,160,2
692,483,157,0
693,487,153,0
694,496,144,0
695,501,139,0
696,509,131,0
697,510,130,0
698,518,120,2
699,519,121,0
700,526,114,0
701,532,107,1
702,536,104,0
703,539,101,0
704,541,96,3
705,544,95,1
706,554,86,0
707,561,79,0
708,569,71,0
709,579,61,0
710,586,54,0
711,598,42,0
712,602,38,0
713,607,33,0
714,612,28,0
715,616,23,1
716,621,19,0
717,621,19,0
718,622,18,0
719,625,15,0
720,624,16,0
721,625,15,0
722,625,15,0
723,626,14,0
724,616,15,9
725,585,24,31
726,575,47,18
727,543,73,24
728,540,95,5
729,544,94,2
730,546,94,0
731,553,87,0
732,554,86,0
733,557,82,1
734,549,83,8
735,515,91,34
736,491,115,34
