t,q,j,a
0,1120,0,0
1,882,35,203
2,685,91,344
3,653,143,324
4,657,193,270
5,660,244,216
6,670,291,159
7,684,330,106
8,708,354,58
9,710,375,35
10,717,382,21
11,722,380,18
12,731,379,10
13,730,373,17
14,731,370,19
15,739,370,11
16,740,368,12
17,735,362,23
18,736,357,27
19,741,349,30
20,743,349,28
21,758,342,20
22,762,335,23
23,760,330,30
24,765,332,23
25,767,333,20
26,761,322,37
27,760,317,43
28,737,327,56
29,749,329,42
30,753,326,41
31,753,330,37
32,753,338,29
33,754,332,34
34,742,335,43
35,744,342,34
36,731,342,47
37,734,350,36
38,735,357,28
39,745,348,27
40,739,347,34
41,746,344,30
42,746,341,33
43,746,351,23
44,749,350,21
45,753,332,35
46,738,336,46
47,729,343,48
48,732,350,38
49,737,348,35
50,744,341,35
51,751,344,25
52,752,341,27
53,750,347,23
54,768,330,22
55,770,319,31
56,753,319,48
57,744,325,51
58,749,318,53
59,739,322,59
60,746,330,44
61,724,342,54
62,717,343,60
63,714,357,49
64,733,349,38
65,750,330,40
66,731,342,47
67,724,356,40
68,724,363,33
69,727,365,28
70,736,363,21
71,748,360,12
72,761,340,19
73,776,321,23
74,780,318,22
75,783,314,23
76,747,315,58
77,738,320,62
78,723,334,63
79,734,338,48
80,726,344,50
81,727,355,38
82,733,354,33
83,723,354,43
84,738,347,35
85,737,343,40
86,748,343,29
87,760,336,24
88,761,333,26
89,754,328,38
90,748,333,39
91,741,333,46
92,740,336,44
93,735,342,43
94,718,348,54
95,709,366,45
96,726,370,24
97,733,367,20
98,744,352,24
99,749,343,28
100,756,336,28
101,755,334,31
102,741,337,42
103,750,337,33
104,749,331,40
105,762,328,30
106,740,329,51
107,735,329,56
108,741,334,45
109,734,345,41
110,732,347,41
111,737,348,35
112,725,358,37
113,738,366,16
114,730,361,29
115,725,355,40
116,726,353,41
117,736,354,30
118,736,356,28
119,739,355,26
120,748,355,17
121,766,339,15
122,777,321,22
123,777,319,24
124,766,315,39
125,744,324,52
126,735,337,48
127,733,343,44
128,744,340,36
129,737,340,43
130,737,345,38
131,733,337,50
132,728,337,55
133,715,348,57
134,726,349,45
135,733,343,44
136,743,339,38
137,735,338,47
138,730,344,46
139,735,342,43
140,718,356,46
141,725,364,31
142,735,360,25
143,746,363,11
144,754,350,16
145,738,345,37
146,746,344,30
147,753,330,37
148,738,336,46
149,750,339,31
150,763,336,21
151,755,343,22
152,762,338,20
153,751,341,28
154,733,343,44
155,730,345,45
156,743,348,29
157,745,342,33
158,745,346,29
159,756,338,26
160,758,335,27
161,768,329,23
162,748,333,39
163,752,334,34
164,758,335,27
165,773,326,21
166,752,327,41
167,730,339,51
168,731,342,47
169,726,349,45
170,722,363,35
171,730,363,27
172,740,357,23
173,754,345,21
174,757,341,22
175,743,337,40
176,735,343,42
177,749,342,29
178,758,336,26
179,750,336,34
180,756,324,40
181,751,329,40
182,761,324,35
183,763,322,35
184,766,318,36
185,770,322,28
186,763,327,30
187,757,324,39
188,742,330,48
189,736,340,44
190,735,347,38
191,740,351,29
192,760,337,23
193,754,333,33
194,735,338,47
195,744,347,29
196,749,344,27
197,759,337,24
198,745,338,37
199,737,345,38
200,737,344,39
201,740,357,23
202,730,368,22
203,739,357,24
204,753,345,22
205,742,343,35
206,726,360,34
207,727,365,28
208,730,351,39
209,726,369,25
210,739,366,15
211,748,356,16
212,750,348,22
213,753,348,19
214,740,345,35
215,728,344,48
216,721,355,44
217,726,362,32
218,742,354,24
219,743,347,30
220,747,347,26
221,740,351,29
222,732,352,36
223,739,350,31
224,738,350,32
225,729,353,38
226,735,343,42
227,732,355,33
228,732,361,27
229,754,342,24
230,745,340,35
